Steps,Policy/Entropy,Environment/Lesson/AdvancedPathFinding,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
810000,1.2130798,0.0,615.3703703703703,0.0741837,0.33482006,0.4864345995279459,0.4864345995279459,1.9893182024019411,0.0019042866,0.3860537,0.00027615068,0.19205022,0.009205817,0.015684895,0.030376779,1.0
840000,1.0991155,0.0,239.71681415929203,0.25628152,0.32719606,0.835822803409476,0.835822803409476,0.7847923601797798,0.0030164712,0.40697888,0.00027525338,0.19175112,0.009175937,0.014686919,0.018494157,1.0
870000,1.1109962,0.0,403.1025641025641,0.15872587,0.34534538,0.6861146575212479,0.6861146575212479,1.267346996391813,0.0022488018,0.3925512,0.00027433244,0.19144416,0.00914527,0.017312994,0.036876254,1.0
900000,1.0094067,0.0,321.4901960784314,0.20078264,0.49283218,0.7226852839264799,0.7226852839264799,1.2930867147047584,0.008201557,0.39831826,0.0002734094,0.19113646,0.009114532,0.021092787,0.0421951,1.0
930000,1.1691829,0.0,381.3968253968254,0.21104348,0.46989554,0.7851048302986929,0.7851048302986929,1.8806994694976076,0.009590574,0.3768438,0.00027255533,0.1908518,0.009086093,0.025080042,0.022972226,1.0
960000,1.0100119,0.0,261.38028169014086,0.31298262,0.42546862,0.8013077926498355,0.8013077926498355,1.0064272230279678,0.0035593861,0.37798035,0.00027162282,0.19054092,0.009055038,0.014915977,0.012332435,1.0
990000,0.96387136,0.0,189.65714285714284,0.3300188,0.63292885,0.8823225322953412,0.8823225322953412,0.7779764472441354,0.10675955,0.41682082,0.0002707226,0.19024086,0.0090250615,0.04569098,0.08400264,1.0
1020000,0.9555405,0.0,196.4102564102564,0.34917843,0.52789,0.8650246812855895,0.8650246812855895,1.7228026164377321,0.0047819554,0.44427517,0.00026984833,0.18994941,0.008995948,0.020334652,0.02244262,1.0
1050000,0.9776433,0.0,208.76612903225808,0.31184366,0.41615266,0.8642927953600883,0.8642927953600883,0.6496846179962158,0.0027058914,0.43012285,0.00026897012,0.1896567,0.008966704,0.015319567,0.017999614,1.0
1080000,0.9407889,0.0,207.34756097560975,0.34832305,0.4295737,0.8375056551406218,0.8375056551406218,0.6583761591288559,0.0033857326,0.41060492,0.00026805582,0.18935195,0.008936259,0.015453461,0.01333696,1.0
1110000,1.0199668,0.0,243.1138211382114,0.29820433,0.46338657,0.8240772295531219,0.8240772295531219,0.8041645792744508,0.004502035,0.40216765,0.0002671371,0.18904567,0.008905663,0.01670987,0.0136445025,1.0
1140000,0.98126227,0.0,244.3362831858407,0.30508354,0.46209437,0.8351568915271039,0.8351568915271039,0.8574903979074563,0.0036164406,0.4068534,0.00026624338,0.18874778,0.008875904,0.016266631,0.015337527,1.0
1170000,0.9461126,0.0,221.83076923076922,0.31043488,0.4245203,0.8452059689964821,0.8452059689964821,0.6765768944108581,0.0036622968,0.3991073,0.0002653598,0.18845324,0.008846482,0.014936513,0.013717777,1.0
1200000,0.9392078,0.0,228.10638297872342,0.3439977,0.40528256,0.8504659526631342,0.8504659526631342,0.727385978174812,0.002901451,0.39560753,0.00026447774,0.18815921,0.0088171065,0.016688846,0.03057685,1.0
1230000,0.9740606,0.0,217.6969696969697,0.27652356,0.48462328,0.8422726526623592,0.8422726526623592,0.9680713171983371,0.0032988652,0.42342395,0.00026355064,0.18785019,0.008786235,0.018538646,0.029712731,1.0
1260000,0.91823786,0.0,229.2112676056338,0.34311318,0.41452843,0.8444729103292856,0.8444729103292856,0.7938102475600317,0.0030245867,0.41194072,0.00026264938,0.1875498,0.008756223,0.0153393615,0.008242968,1.0
1290000,0.98213834,0.0,201.77692307692308,0.3071935,0.38219523,0.8522953438435414,0.8522953438435414,0.5741012119507605,0.002428089,0.40732604,0.00026174606,0.18724868,0.008726142,0.014129967,0.0084813405,1.0
1320000,0.9979901,0.0,242.87022900763358,0.30784094,0.38577524,0.810522722870563,0.810522722870563,0.816102973354811,0.002636319,0.39753583,0.00026084756,0.18694918,0.008696221,0.014768547,0.01368287,1.0
1350000,0.95556784,0.0,194.92307692307693,0.32235172,0.3570513,0.881099999007402,0.881099999007402,0.601712371180342,0.0028782845,0.40869352,0.0002599545,0.18665148,0.008666485,0.01532244,0.020366916,1.0
1380000,0.9382393,0.0,263.74615384615385,0.3315073,0.34999177,0.8066866092794523,0.8066866092794523,0.8840839262010427,0.0037058205,0.4150837,0.00025905535,0.18635179,0.008636543,0.015724573,0.029710382,1.0
1410000,1.0088983,0.0,292.9,0.25927165,0.36484584,0.7685535294991551,0.7685535294991551,0.9349627472610786,0.0025228986,0.45098266,0.00025813375,0.18604456,0.008605852,0.014346925,0.021682948,1.0
1440000,0.81728154,0.0,181.3859649122807,0.3737179,0.39220938,0.8771559468780955,0.8771559468780955,0.5939191415257353,0.0037431086,0.4650591,0.00025725085,0.18575029,0.008576453,0.015667275,0.016271185,1.0
1470000,0.8418659,0.0,185.46341463414635,0.40162015,0.41373485,0.8961206011022582,0.8961206011022582,0.5907452086551171,0.0026640887,0.453379,0.00025634852,0.18544951,0.0085464055,0.016171481,0.031887475,1.0
1500000,0.8506889,0.0,191.9673913043478,0.38273296,0.41162252,0.8636602159610111,0.8636602159610111,0.5938406196366275,0.0032238676,0.4101975,0.0002554342,0.18514475,0.008515957,0.014104229,0.019701526,1.0
1530000,0.8563031,0.0,159.75141242937852,0.40227813,0.37593687,0.8960855602421225,0.8960855602421225,0.4811865858693811,0.003366621,0.44564512,0.0002545603,0.1848534,0.008486857,0.013745473,0.024002593,1.0
1560000,0.8002258,1.0,116.47208121827411,0.43773535,0.34867707,0.9384177067549899,0.9384177067549899,0.2928015907285347,0.0029902149,0.45826292,0.00025365924,0.1845531,0.008456852,0.013172234,0.012785902,1.0
1590000,0.73910606,1.0,169.1925925925926,0.4822008,0.40258217,0.9155071899830867,0.9155071899830867,0.6262201053700108,0.0025184138,0.46420142,0.00025275873,0.1842529,0.008426865,0.017841931,0.018774511,1.0
1620000,0.84677833,1.0,247.18965517241378,0.34711352,0.35725546,0.8638530938630611,0.8638530938630611,0.7549209260377637,0.0021839181,0.4575078,0.00025188067,0.18396024,0.008397626,0.0146477325,0.014864513,1.0
1650000,0.7648815,1.0,227.9179104477612,0.28291363,0.38312,0.8523392546508047,0.8523392546508047,0.821552744300829,0.0031430414,0.46500424,0.00025095497,0.18365164,0.008366798,0.017236374,0.021184763,1.0
1680000,0.81890506,2.0,251.26666666666668,0.2551544,0.34957996,0.8303016578778625,0.8303016578778625,0.8327249819994904,0.0031707173,0.46975523,0.000250036,0.18334533,0.008336198,0.014654779,0.021125074,1.0
1710000,0.9512079,2.0,272.29487179487177,0.19354557,0.36659774,0.86446793940969,0.86446793940969,0.8582602905539366,0.0027577905,0.41770145,0.00024914838,0.18304944,0.008306639,0.015572463,0.019585047,1.0
1740000,0.9105463,2.0,352.37894736842105,0.20287086,0.31258008,0.7528300955891609,0.7528300955891609,1.0500007602886887,0.0019887192,0.43610215,0.00024823457,0.18274486,0.008276211,0.013620228,0.010991163,1.0
1770000,1.0667702,2.0,414.1666666666667,0.114116974,0.3125909,0.6604526183453568,0.6604526183453568,1.2435247107294567,0.0017832842,0.39251772,0.00024734988,0.18244994,0.008246749,0.014030625,0.015145258,1.0
1800000,0.929114,2.0,394.3440860215054,0.15989375,0.28542033,0.6986538342476546,0.6986538342476546,1.051144509770713,0.0022319644,0.4411505,0.00024645272,0.18215092,0.008216876,0.013361634,0.0102424165,1.0
1830000,0.9748694,2.0,385.4861111111111,0.11630954,0.30456346,0.712143043263091,0.712143043263091,1.2096417205046035,0.0023202398,0.41538185,0.00024552603,0.18184198,0.008186013,0.014945178,0.016802493,1.0
1860000,0.87346345,2.0,294.5098039215686,0.23121409,0.3485628,0.7891342748843488,0.7891342748843488,1.0553372158358494,0.0038725336,0.4271744,0.0002446552,0.18155172,0.008157017,0.017612437,0.013638407,1.0
1890000,1.02515,2.0,432.1333333333333,0.15071207,0.41155428,0.6072249882580603,0.6072249882580603,1.7252394827082753,0.0018638693,0.43322092,0.00024373688,0.18124561,0.008126436,0.018531691,0.035941202,1.0
1920000,0.97906804,2.0,370.67088607594934,0.16059262,0.3776001,0.7712047494770515,0.7712047494770515,1.2540601217631429,0.00308637,0.43150994,0.00024283672,0.18094556,0.00809646,0.016915545,0.016340712,1.0
1950000,0.89331466,2.0,286.2637362637363,0.19395456,0.38840377,0.7850827893582724,0.7850827893582724,1.0424446346368441,0.0022203147,0.44870752,0.00024195541,0.1806518,0.008067113,0.015783973,0.014212792,1.0
1980000,0.934716,2.0,420.72727272727275,0.18742025,0.29827973,0.7048162041685065,0.7048162041685065,1.1849207051312298,0.0020655144,0.413614,0.000241049,0.18034966,0.008036929,0.014703558,0.009254688,1.0
2010000,0.89871746,2.0,348.0879120879121,0.19699003,0.3504174,0.7246386998443193,0.7246386998443193,1.2570894594774933,0.0020364292,0.43894532,0.00024013905,0.18004635,0.00800663,0.017793078,0.029978354,1.0
2040000,0.97293067,2.0,298.26190476190476,0.19892886,0.36301902,0.8192812436260283,0.8192812436260283,1.0098965455006692,0.0019926352,0.41174823,0.00023924363,0.17974786,0.00797681,0.016590165,0.015478549,1.0
2070000,0.9058377,2.0,365.2315789473684,0.27355766,0.36115214,0.7201939887553453,0.7201939887553453,1.2752436665224378,0.0023215136,0.42467782,0.00023833972,0.17944655,0.007946711,0.01578315,0.024044175,1.0
2100000,0.9394332,2.0,258.1636363636364,0.2978214,0.32856524,0.8300235796157481,0.8300235796157481,0.7652672642780433,0.001980071,0.464994,0.00023747003,0.17915665,0.00791775,0.013961941,0.010353049,1.0
2130000,0.9326718,2.0,320.578431372549,0.19899425,0.3163257,0.7788869876414537,0.7788869876414537,0.8910630063712597,0.0027075857,0.44709665,0.00023654944,0.1788498,0.007887095,0.014756015,0.01227005,1.0
2160000,1.0212635,2.0,327.66265060240966,0.20320967,0.364444,0.7407436702271988,0.7407436702271988,1.2352432482929407,0.0022671078,0.41437358,0.00023565107,0.17855033,0.007857179,0.017875154,0.026319401,1.0
2190000,1.0625746,2.0,488.03125,0.12574598,0.36191043,0.6652269715827609,0.6652269715827609,1.47594476963896,0.0017957424,0.41992414,0.0002347608,0.17825358,0.0078275325,0.016626326,0.019780142,1.0
2220000,0.9225727,2.0,297.88421052631577,0.18715876,0.39295062,0.7784094660689956,0.7784094660689956,1.2082728797716922,0.0030531583,0.42220077,0.0002338415,0.17794715,0.007796921,0.019326136,0.025546376,1.0
2250000,0.89748734,2.0,314.59139784946234,0.19193006,0.4259166,0.7757381366316191,0.7757381366316191,1.173388622585953,0.002415047,0.43225956,0.00023294581,0.1776486,0.0077670943,0.015009854,0.014613885,1.0
2280000,1.168032,2.0,1015.7241379310345,0.07693087,0.38410783,0.15495182435821603,0.15495182435821603,3.255621194080622,0.0017096973,0.35072625,0.00023206543,0.17735513,0.0077377777,0.018825157,0.02703122,1.0
2310000,1.1748385,2.0,654.0512820512821,0.037726846,0.383406,0.4226390099743517,0.4226390099743517,2.6127985741307094,0.0022829778,0.3560603,0.00023117423,0.17705807,0.0077081006,0.016379379,0.017243136,1.0
2340000,1.1932392,2.0,716.8653846153846,0.03401197,0.31290686,0.3647166493659218,0.3647166493659218,2.3407234014691007,0.0022638307,0.32992184,0.00023023467,0.17674486,0.0076768133,0.015273618,0.016044952,1.0
2370000,0.899133,2.0,300.78494623655916,0.21663812,0.33802354,0.7990494631622967,0.7990494631622967,0.9210811504996137,0.0025824169,0.4212487,0.00022935554,0.17645182,0.007647539,0.014613948,0.026905926,1.0
2400000,0.91639405,2.0,299.01960784313724,0.23879334,0.30156308,0.7988514769637939,0.7988514769637939,0.775307062621422,0.002145813,0.43171126,0.00022846389,0.1761546,0.007617846,0.012378455,0.020318002,1.0
2430000,0.92093223,2.0,276.7927927927928,0.26502505,0.26951057,0.7919919543367412,0.7919919543367412,0.7287852871210946,0.0019938063,0.4328255,0.00022753999,0.17584667,0.0075870794,0.01248587,0.016262565,1.0
2460000,1.0569891,2.0,411.4,0.21590607,0.26906294,0.7443112554684491,0.7443112554684491,0.9137526981689981,0.002027091,0.4182236,0.00022663256,0.17554417,0.0075568627,0.014256884,0.023718484,1.0
2490000,0.9792085,2.0,379.7471264367816,0.14905395,0.33865535,0.6990666584721927,0.6990666584721927,1.407859707636566,0.0023527849,0.4313591,0.00022575684,0.17525227,0.0075277016,0.016375279,0.013474501,1.0
2520000,0.95199794,2.0,268.6489361702128,0.19882739,0.34732822,0.8018242014081854,0.8018242014081854,0.8964343392143124,0.0019672862,0.4182167,0.00022485721,0.1749524,0.0074977432,0.015911628,0.023445278,1.0
2550000,0.8803128,2.0,273.93518518518516,0.24490853,0.37710667,0.823242980394965,0.823242980394965,0.8483247761157663,0.0020169786,0.47123042,0.00022394847,0.17464949,0.0074674836,0.013957779,0.016144155,1.0
2580000,0.85036886,2.0,302.4339622641509,0.24261485,0.37894392,0.8174833231778057,0.8174833231778057,0.8797725143807905,0.002245175,0.44328085,0.00022305129,0.17435043,0.0074376063,0.014685438,0.018527774,1.0
2610000,0.9762447,2.0,349.77272727272725,0.18299633,0.40129033,0.7675999885146645,0.7675999885146645,1.142342391423881,0.002057722,0.44489747,0.00022214897,0.17404963,0.007407559,0.015800826,0.01430718,1.0
2640000,0.9609499,2.0,292.05263157894734,0.23739447,0.38041294,0.7862179667762156,0.7862179667762156,0.8560341702188167,0.0018128615,0.41028443,0.00022125532,0.17375176,0.007377801,0.013442517,0.0090662325,1.0
2670000,0.9948946,2.0,327.6533333333333,0.18132444,0.3464266,0.7463953921935339,0.7463953921935339,0.886747792852914,0.0020465825,0.3962237,0.00022035463,0.17345151,0.007347807,0.013620625,0.010510603,1.0
2700000,0.8418707,2.0,333.50442477876106,0.17150919,0.35941985,0.7866369266365025,0.7866369266365025,0.9591121427161066,0.0029006482,0.45959878,0.00021945358,0.17315117,0.007317803,0.014075697,0.013001799,1.0
2730000,1.003589,2.0,389.5753424657534,0.11333842,0.35062817,0.7264602823073373,0.7264602823073373,1.1643219798707458,0.002165382,0.43006536,0.00021854717,0.17284901,0.0072876182,0.014898112,0.01995033,1.0
2760000,0.9610581,2.0,391.9634146341463,0.23578702,0.39495784,0.7369785605974141,0.7369785605974141,1.237736806761296,0.0027267751,0.39962417,0.00021763012,0.17254336,0.007257082,0.015490482,0.013253977,1.0
2790000,0.94544667,2.0,283.5679012345679,0.20363389,0.34568977,0.8096388197558768,0.8096388197558768,0.839678924180129,0.002151001,0.45271507,0.00021676556,0.17225517,0.0072282916,0.014104174,0.0066922205,1.0
2820000,0.95284826,2.0,350.8333333333333,0.22055677,0.39833823,0.7442978154058042,0.7442978154058042,1.3133120841660497,0.0025841868,0.40731016,0.00021586583,0.17195524,0.0071983305,0.015835632,0.021036249,1.0
2850000,1.0676205,2.0,386.55882352941177,0.13004917,0.341131,0.6895382256411454,0.6895382256411454,1.0840063877198298,0.0018916465,0.36694497,0.00021496412,0.1716547,0.0071683046,0.01523845,0.015200303,1.0
2880000,0.84510064,2.0,301.04273504273505,0.29882592,0.3828922,0.7815821937648422,0.7815821937648422,0.975306787322891,0.0022539708,0.43970206,0.00021405212,0.17135069,0.007137934,0.01447414,0.0112190405,1.0
2910000,0.9299195,2.0,304.0120481927711,0.27281705,0.39439693,0.7735426727591491,0.7735426727591491,1.005109570681958,0.0037533503,0.41468105,0.00021314797,0.17104933,0.007107827,0.017908126,0.037096046,1.0
2940000,0.9646804,2.0,428.9113924050633,0.22166187,0.43485865,0.7338468236259267,0.7338468236259267,1.4479721564610926,0.0021907343,0.44209516,0.00021224067,0.17074688,0.007077614,0.019711314,0.026341379,1.0
2970000,0.9482727,2.0,359.95061728395063,0.22054619,0.44799125,0.6872307577003272,0.6872307577003272,1.5692457905492911,0.0024407338,0.41876978,0.00021133803,0.170446,0.007047554,0.015231283,0.033181872,1.0
3000000,0.7722669,2.0,256.6666666666667,0.28964266,0.36694506,0.8296462611865196,0.8296462611865196,0.7325628420490938,0.0030380238,0.45798144,0.00021042733,0.17014244,0.0070172288,0.015316437,0.029980289,1.0
3030000,0.91286886,2.0,258.22105263157897,0.27206212,0.34914365,0.8309061108727236,0.8309061108727236,0.7501040301855881,0.0017147699,0.44085333,0.00020957009,0.16985668,0.006988682,0.013415373,0.016353171,1.0
3060000,0.83338946,2.0,288.73394495412845,0.2569485,0.29197675,0.7908311850570757,0.7908311850570757,0.7843375997724644,0.0020862457,0.43293554,0.00020867921,0.1695597,0.006959017,0.013619634,0.008519164,1.0
3090000,0.9262125,2.0,360.5,0.21139076,0.43854785,0.7472594822698002,0.7472594822698002,1.6685470767154158,0.004394999,0.41972095,0.00020776635,0.16925542,0.006928619,0.02212879,0.0382184,1.0
3120000,0.90497345,2.0,398.1923076923077,0.16944169,0.39958087,0.6712362335994839,0.6712362335994839,1.568646996980533,0.002024282,0.42503417,0.00020684878,0.16894959,0.0068980637,0.016802527,0.0220293,1.0
3150000,0.98682606,2.0,320.3,0.14678195,0.34899172,0.7799265706275083,0.7799265706275083,0.983212589816768,0.0019632957,0.4138046,0.0002059529,0.16865095,0.0068682306,0.014474382,0.017664485,1.0
3180000,0.84781474,2.0,357.72,0.19123359,0.33192593,0.7226058717670978,0.7226058717670978,1.0522593618096674,0.0060541285,0.38302934,0.00020504324,0.16834773,0.0068379394,0.014096425,0.03003155,1.0
3210000,0.87104714,2.0,278.531914893617,0.24627146,0.3279623,0.8496873617956513,0.8496873617956513,0.7353227967886549,0.0023277046,0.41311172,0.00020416109,0.16805372,0.0068085636,0.014234729,0.010991707,1.0
3240000,0.8898142,2.0,398.48387096774195,0.23003861,0.38023648,0.7110123463561026,0.7110123463561026,1.4028915072048314,0.0025683988,0.38080817,0.00020323563,0.1677452,0.0067777457,0.017199006,0.02256717,1.0
3270000,0.9839948,2.0,224.69230769230768,0.22915065,0.33894098,0.8716584340511978,0.8716584340511978,0.685752149768077,0.0018105988,0.39484572,0.00020235442,0.16745147,0.0067484,0.014811595,0.023541212,1.0
3300000,1.0811131,2.0,582.66,0.10701495,0.37606913,0.5137356976047158,0.5137356976047158,2.1193186149466783,0.0014449504,0.43475553,0.00020145423,0.16715139,0.0067184237,0.018553289,0.034865785,1.0
3330000,0.96152985,2.0,445.7590361445783,0.14251629,0.3369549,0.633749335617214,0.633749335617214,1.5636219292873057,0.0020025535,0.4116674,0.00020055649,0.16685215,0.0066885306,0.015961621,0.022695448,1.0
3360000,0.7958276,2.0,294.64957264957263,0.22243538,0.33848324,0.7926611969697064,0.7926611969697064,0.9801299159880728,0.002690859,0.41811958,0.00019962921,0.16654305,0.0066576498,0.015316603,0.025580253,1.0
3390000,0.8980918,2.0,259.8695652173913,0.23033684,0.34658706,0.8625948362282871,0.8625948362282871,0.7016350494604078,0.002366782,0.41641507,0.0001987635,0.16625449,0.006628823,0.013443086,0.027083922,1.0
3420000,0.91026604,2.0,324.6179775280899,0.19031754,0.29294205,0.7605777639481757,0.7605777639481757,0.966223050503888,0.0021268437,0.426303,0.0001978619,0.16595396,0.0065987995,0.013615221,0.016011018,1.0
3450000,0.85382384,2.0,324.4056603773585,0.20108064,0.29287997,0.769097022269622,0.769097022269622,0.9040832469530293,0.002643982,0.40902025,0.00019693321,0.16564439,0.006567874,0.013998495,0.013868685,1.0
3480000,0.8412519,2.0,272.1747572815534,0.21265224,0.30990252,0.833953765062791,0.833953765062791,0.8179661453864098,0.002847121,0.41523272,0.00019605397,0.16535132,0.0065385955,0.015617837,0.015375831,1.0
3510000,0.8763633,2.0,275.1340206185567,0.21676359,0.3304391,0.8251059930026531,0.8251059930026531,0.8671076854399871,0.0024006853,0.45409113,0.00019517995,0.16505995,0.006509491,0.014504,0.0077354945,1.0
3540000,0.9614596,2.0,359.94594594594594,0.13864282,0.55129254,0.7160746417414974,0.7160746417414974,1.6329190357994865,0.042196687,0.39841646,0.00019427187,0.16475727,0.006479251,0.0439115,0.081638105,1.0
3570000,0.7795253,2.0,285.2761194029851,0.24711946,0.42022938,0.7810268571127706,0.7810268571127706,1.8047957476158973,0.0030429233,0.4420037,0.00019337077,0.16445692,0.0064492445,0.015076474,0.016784301,1.0
3600000,0.9434987,2.0,295.3411764705882,0.20470111,0.39770204,0.8322546419276055,0.8322546419276055,0.9493027128614918,0.002468832,0.4391783,0.00019247143,0.16415712,0.006419298,0.017285237,0.028451523,1.0
3630000,0.9127323,2.0,350.0681818181818,0.15676378,0.3618828,0.718209293692611,0.718209293692611,1.2905726171380212,0.0017471372,0.40566128,0.00019155598,0.16385198,0.006388813,0.016003685,0.010786452,1.0
3660000,0.92217255,2.0,434.02666666666664,0.18297924,0.31976348,0.6596450567455359,0.6596450567455359,1.3349602878500353,0.0018166899,0.37700605,0.0001906377,0.16354588,0.0063582337,0.015065029,0.043223936,1.0
3690000,0.89319736,2.0,294.5,0.23109527,0.34089005,0.7785403969311955,0.7785403969311955,0.9073424088307703,0.002598253,0.4581319,0.00018976351,0.1632545,0.006329125,0.014989214,0.010543848,1.0
3720000,0.8464861,2.0,314.712962962963,0.19971691,0.38446742,0.7669009434325355,0.7669009434325355,1.0301013386076583,0.0022637274,0.4173033,0.0001888589,0.16295294,0.006299,0.016276145,0.015829561,1.0
3750000,0.91917396,2.0,303.48837209302326,0.2251155,0.41625282,0.8111459715613003,0.8111459715613003,1.0358177891600577,0.0019464225,0.45486048,0.00018794966,0.16264987,0.0062687215,0.018315068,0.021546751,1.0
