Steps,Policy/Entropy,Environment/Lesson/AdvancedPathFinding,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
450000,1.02002,0.0,273.10714285714283,0.27856833,0.6191171,0.8063035303380637,0.8063035303380637,1.117460953170615,0.010467938,0.41894537,0.0002869402,0.19564672,0.0095651075,0.021574521,0.056089252,1.0
480000,0.9406177,0.0,221.98013245033113,0.2921341,0.7037041,0.8323819932341575,0.8323819932341575,1.9766702857116858,0.09730512,0.42344856,0.00028604784,0.19534926,0.009535394,0.046452843,0.09894415,1.0
510000,1.0284775,0.0,285.9468085106383,0.1798588,0.47389,0.7997619497549274,0.7997619497549274,1.1019995593992264,0.0024395545,0.42260584,0.00028514132,0.19504711,0.009505205,0.016775632,0.0499469,1.0
540000,0.84266543,0.0,181.59428571428572,0.33702016,0.5343919,0.8616313897506442,0.8616313897506442,0.6905086412484389,0.009166907,0.44380218,0.00028423162,0.19474389,0.009474912,0.020075357,0.059156284,1.0
570000,0.8936835,0.0,183.6,0.36070806,0.509786,0.8819769213023858,0.8819769213023858,0.7467503600622504,0.0042765546,0.4427412,0.0002833362,0.19444537,0.0094450945,0.018448004,0.030696308,1.0
600000,0.9552307,0.0,259.02272727272725,0.33158627,0.40298864,0.8267976874628893,0.8267976874628893,0.81343161072582,0.0036767437,0.45497015,0.00028243734,0.19414577,0.009415162,0.015900625,0.037627343,1.0
630000,0.93776375,0.0,202.75,0.36012957,0.42978337,0.8579207105828183,0.8579207105828183,0.7318817388931556,0.0031701876,0.45887977,0.0002815454,0.19384845,0.009385461,0.016753938,0.035250224,1.0
660000,0.93857753,0.0,203.1958041958042,0.33466524,0.63129187,0.877489037658662,0.877489037658662,1.0975218455957836,0.008024957,0.45878378,0.00028066844,0.19355614,0.009356258,0.026355334,0.050291367,1.0
690000,0.94149405,0.0,213.27205882352942,0.25971684,0.5131108,0.8683076883164736,0.8683076883164736,0.8620512088330893,0.0037294175,0.4685406,0.000279751,0.19325034,0.009325707,0.018780887,0.039619934,1.0
720000,0.9810581,0.0,278.9824561403509,0.24834639,0.4912475,0.7983059759578134,0.7983059759578134,1.0657761086845117,0.0030444341,0.44902918,0.00027883865,0.19294621,0.009295326,0.019633524,0.049317345,1.0
750000,0.91065586,0.0,198.2709677419355,0.33675933,0.5169395,0.8738645926719497,0.8738645926719497,0.7580504889038872,0.003935136,0.42546767,0.00027796713,0.19265568,0.009266304,0.01645523,0.049284,1.0
780000,0.8114584,0.0,157.2191011235955,0.45350063,0.6121681,0.9085069734516532,0.9085069734516532,0.5391857963228641,0.009772379,0.46090803,0.0002770568,0.19235227,0.00923599,0.023509633,0.040065337,1.0
810000,0.9114658,0.0,193.49640287769785,0.38649094,0.7678331,0.8838454513074635,0.8838454513074635,1.9641560373918994,0.06600232,0.45803466,0.0002761639,0.19205463,0.009206258,0.05017836,0.08130962,1.0
840000,0.72563463,0.0,139.59030837004406,0.45178187,0.67306715,0.8986727654701099,0.8986727654701099,0.516491138276511,0.008525597,0.4178051,0.00027527983,0.19175993,0.009176817,0.019002467,0.040757883,1.0
870000,0.95040673,0.0,201.3450704225352,0.35283515,0.4963708,0.8646804125054733,0.8646804125054733,0.8586940427418225,0.003411518,0.4637643,0.00027435177,0.19145058,0.009145913,0.015174148,0.033376053,1.0
900000,0.8299975,0.0,170.20765027322403,0.38621244,0.5402206,0.885554542834746,0.885554542834746,0.5691002927332081,0.44937202,0.4079534,0.00027347344,0.1911578,0.009116664,0.07436077,0.07828135,1.0
930000,0.8891508,0.0,194.20454545454547,0.3862576,0.5707916,0.8831414608966287,0.8831414608966287,2.958954763885519,0.3153326,0.46842095,0.00027255304,0.19085099,0.009086017,0.043021742,0.056527775,1.0
960000,0.9660479,0.0,178.4227642276423,0.31720015,0.41718727,0.8899480312710671,0.8899480312710671,0.5632889897921892,0.00287315,0.46295333,0.00027161988,0.19053994,0.009054941,0.015296059,0.036596633,1.0
990000,0.82176983,0.0,181.07978723404256,0.40326625,0.4257643,0.8745005181088498,0.8745005181088498,0.628606415161112,0.0041955444,0.4497858,0.00027073672,0.19024558,0.009025531,0.017640684,0.043068368,1.0
1020000,0.816076,0.0,156.15104166666666,0.4340985,0.45262867,0.9069178540031521,0.9069178540031521,0.537852995354226,0.002879654,0.4855707,0.00026986268,0.18995422,0.008996426,0.01728203,0.056067713,1.0
1050000,0.93234587,0.0,218.55555555555554,0.33518818,0.4919923,0.849383699618004,0.849383699618004,0.8561049738140017,0.0032407716,0.42492995,0.0002689338,0.18964459,0.008965494,0.01692172,0.075639255,1.0
1080000,0.9229966,0.0,165.75776397515529,0.36210975,0.49029613,0.899507314193903,0.899507314193903,0.5685624208261554,0.0038942827,0.42446828,0.00026803053,0.18934353,0.008935416,0.017449718,0.0540119,1.0
1110000,0.79913473,0.0,170.82038834951456,0.4265308,0.48852718,0.8664990363356012,0.8664990363356012,0.5965873888210178,0.0027942883,0.47270924,0.00026716766,0.18905587,0.008906683,0.016877076,0.046380218,1.0
1140000,0.65859675,1.0,112.74090909090908,0.5168372,0.5436443,0.9451613636179403,0.9451613636179403,0.4809070052356798,0.0033427917,0.4990956,0.0002662492,0.1887497,0.008876096,0.022378892,0.025323102,1.0
1170000,0.8247068,1.0,218.62727272727273,0.3890313,0.6680086,0.8788935111973573,0.8788935111973573,1.4045846873325192,0.0043234727,0.43771935,0.0002653273,0.18844245,0.008845399,0.026936878,0.05681696,1.0
1200000,0.78235704,1.0,268.60833333333335,0.36683282,0.53021616,0.8149297443672645,0.8149297443672645,1.2125883076247597,0.002918376,0.4185212,0.00026443982,0.1881466,0.0088158455,0.020468058,0.033069372,1.0
1230000,0.89638406,1.0,363.1058823529412,0.28744644,0.44730443,0.739341657830491,0.739341657830491,1.3583346668109741,0.002574815,0.3821296,0.00026354287,0.18784761,0.008785977,0.018289845,0.024052553,1.0
1260000,0.7733986,1.0,283.29357798165137,0.4367418,0.4689596,0.8114180092339043,0.8114180092339043,1.1567632633550848,0.00368863,0.4259196,0.00026265913,0.18755303,0.008756548,0.019856108,0.025395792,1.0
1290000,0.83890116,2.0,143.2808988764045,0.32620606,0.47428682,0.9251304267217284,0.9251304267217284,0.6696388050205195,0.002710713,0.42421427,0.0002617582,0.18725273,0.0087265475,0.02187309,0.041234277,1.0
1320000,0.821747,2.0,408.90625,0.2875718,0.48372433,0.6931505063836721,0.6931505063836721,1.650854430636679,0.0026700054,0.40798032,0.0002608493,0.18694976,0.00869628,0.018971309,0.030166171,1.0
1350000,0.87468445,2.0,303.58762886597935,0.343268,0.45256233,0.7736822826166948,0.7736822826166948,1.1841923515312374,0.0022300824,0.4360058,0.00025996965,0.18665655,0.0086669875,0.019329745,0.030049035,1.0
1380000,1.0606916,2.0,417.44444444444446,0.2574472,0.44965538,0.708449987514365,0.708449987514365,1.5406022013104972,0.001913233,0.41186208,0.00025906577,0.18635525,0.008636888,0.0187651,0.035429273,1.0
1410000,1.103381,2.0,646.468085106383,0.24388264,0.46279877,0.4917552965752622,0.4917552965752622,2.7625908575000917,0.0030457575,0.41103092,0.0002581486,0.18604954,0.008606348,0.02112059,0.043446813,1.0
1440000,1.0379257,2.0,504.87301587301585,0.22822562,0.47569388,0.6140169066878466,0.6140169066878466,2.40172638943992,0.0027236084,0.3913493,0.00025725478,0.18575159,0.008576583,0.021199644,0.039204292,1.0
1470000,1.0908592,2.0,586.7291666666666,0.1717337,0.6335208,0.5275872195971772,0.5275872195971772,4.089591359204435,0.021287657,0.40430805,0.0002563339,0.18544462,0.0085459165,0.03154668,0.062427524,1.0
1500000,1.1237819,2.0,705.7272727272727,0.14932351,0.43531018,0.4080454400655898,0.4080454400655898,2.8230378087610006,0.0014527392,0.35645103,0.00025544202,0.18514735,0.008516218,0.018313747,0.045438066,1.0
1530000,1.0681107,2.0,434.2105263157895,0.21779579,0.45358336,0.6989333196232717,0.6989333196232717,1.6706041301212584,0.0024785693,0.38083425,0.00025457688,0.18485896,0.00848741,0.019455897,0.037859894,1.0
1560000,1.0701748,2.0,500.23880597014926,0.21684232,0.47326034,0.6152380821368997,0.6152380821368997,2.080341790521902,0.0020671564,0.39947635,0.00025367195,0.1845573,0.008457275,0.021101527,0.047332305,1.0
1590000,0.93323225,2.0,355.5632183908046,0.32308182,0.46559098,0.7455955432107051,0.7455955432107051,1.5953924480618702,0.0029375528,0.37363455,0.00025276424,0.18425475,0.008427048,0.021397362,0.044245757,1.0
1620000,1.0005808,2.0,335.9634146341463,0.23511301,0.41843528,0.7760281939632617,0.7760281939632617,1.2917005194542117,0.0022904587,0.4186404,0.00025184834,0.18394943,0.008396548,0.017851269,0.028484713,1.0
1650000,1.0385909,2.0,576.5192307692307,0.14099996,0.43967134,0.5154425751555849,0.5154425751555849,2.2031325670821524,0.002052194,0.36745936,0.00025091876,0.1836396,0.008365594,0.023774408,0.05020138,1.0
1680000,0.913781,2.0,393.575,0.24744996,0.4592177,0.7543549923226237,0.7543549923226237,1.6923385055270046,0.00225991,0.40098923,0.00025003543,0.18334515,0.00833618,0.017976522,0.032091506,1.0
1710000,0.92200065,2.0,309.52525252525254,0.3234785,0.4068423,0.7915101945400238,0.7915101945400238,1.102291920383898,0.0024173257,0.41012666,0.0002491455,0.1830485,0.008306544,0.021543039,0.041609425,1.0
1740000,0.90987766,2.0,343.6043956043956,0.2713439,0.4917659,0.7098652105778456,0.7098652105778456,1.6411452605945827,0.0021311285,0.42224905,0.00024825844,0.18275279,0.008277005,0.022666553,0.029376537,1.0
1770000,0.96755904,2.0,423.8727272727273,0.18657406,0.70779353,0.7357578795207175,0.7357578795207175,2.083274317513171,0.011703958,0.41901794,0.00024737688,0.18245895,0.008247648,0.027737873,0.06360359,1.0
1800000,0.9871598,2.0,584.55,0.16030362,0.57806295,0.5220864240269539,0.5220864240269539,3.117532815531654,0.0042825593,0.3478421,0.000246468,0.182156,0.008217383,0.023851186,0.032006487,1.0
1830000,0.8708316,2.0,297.1020408163265,0.3247558,0.45443192,0.8120333227996874,0.8120333227996874,1.0116210950895994,0.0032221123,0.3970584,0.00024558333,0.18186109,0.008187924,0.01541937,0.022449346,1.0
1860000,1.0518018,2.0,771.2608695652174,0.18444431,0.4575006,0.39292629612119573,0.39292629612119573,3.111044529580364,0.002008313,0.38066876,0.00024465894,0.18155298,0.00815714,0.021636564,0.046449542,1.0
1890000,1.0372471,2.0,313.8378378378378,0.20131132,0.45132044,0.7287024560809872,0.7287024560809872,1.4320559008621876,0.0026092785,0.41745058,0.00024377448,0.18125817,0.008127688,0.01761324,0.044455968,1.0
1920000,1.021481,2.0,407.45454545454544,0.2880176,0.44812182,0.6757142718445945,0.6757142718445945,1.578217370444667,0.0024976502,0.4212272,0.00024286068,0.18095355,0.00809726,0.018948076,0.04638647,1.0
1950000,0.9977453,2.0,364.95,0.2729331,0.43762115,0.7200236697926333,0.7200236697926333,1.388864615981124,0.005299833,0.40991396,0.00024192651,0.18064216,0.008066151,0.019873764,0.04910795,1.0
1980000,1.0031824,2.0,491.0566037735849,0.14591634,0.54376304,0.6114684096292445,0.6114684096292445,2.182173470937925,0.00445872,0.41870058,0.00024103824,0.18034607,0.008036572,0.025618106,0.066117845,1.0
2010000,0.94425535,2.0,466.81333333333333,0.12669964,0.39671534,0.6317573234438896,0.6317573234438896,2.0939550453424456,0.0027994018,0.4274071,0.00024014126,0.18004705,0.008006702,0.021128766,0.05701264,1.0
2040000,1.0105832,2.0,600.3396226415094,0.08237762,0.3537457,0.5534203891091201,0.5534203891091201,2.149876787460276,0.001703834,0.3897309,0.00023923533,0.17974511,0.007976536,0.018166305,0.041751128,1.0
2070000,0.97625184,2.0,390.4342105263158,0.17698579,0.35978886,0.6285480388089434,0.6285480388089434,1.7030743114142255,0.0023345985,0.4354814,0.0002383486,0.17944954,0.007947007,0.019730063,0.044322614,1.0
2100000,1.0943738,2.0,491.4117647058824,0.07654621,0.45830995,0.6254188551936509,0.6254188551936509,2.00902316325678,0.0016222012,0.4132009,0.00023744549,0.1791485,0.007916934,0.023325693,0.067022994,1.0
2130000,1.0266869,2.0,540.1551724137931,0.15031506,0.42558393,0.5588758486355173,0.5588758486355173,2.3835270165562115,0.0017036856,0.42763126,0.00023654549,0.17884849,0.007886963,0.019135807,0.051180687,1.0
2160000,1.0242791,2.0,420.31944444444446,0.18523085,0.42432255,0.7107445817138698,0.7107445817138698,1.694500616575415,0.002005332,0.44500923,0.00023565705,0.17855236,0.007857379,0.023287488,0.06667574,1.0
2190000,1.0198338,2.0,493.4179104477612,0.15583031,0.49027997,0.5815769094687242,0.5815769094687242,2.4334237469790074,0.0019204089,0.42148173,0.00023475179,0.17825058,0.0078272335,0.023063703,0.05446647,1.0
2220000,1.0191474,2.0,487.1636363636364,0.16910365,0.46622387,0.6299745287407529,0.6299745287407529,2.031976652416316,0.0025734627,0.39606282,0.00023385331,0.1779511,0.0077973134,0.020340135,0.051211257,1.0
2250000,0.9288501,2.0,335.3578947368421,0.15700577,0.42331216,0.7630152958160152,0.7630152958160152,1.2833497227354886,0.0027108015,0.44162735,0.00023296128,0.17765376,0.0077676084,0.018790456,0.029641556,1.0
2280000,0.9311944,2.0,371.0,0.21760328,0.4340051,0.7243670476710096,0.7243670476710096,1.5830728910315564,0.0019932038,0.41405097,0.00023205097,0.1773503,0.007737296,0.019176826,0.03528569,1.0
2310000,0.9877995,2.0,282.45205479452056,0.23097493,0.52325594,0.795583992600441,0.795583992600441,1.3545820123453935,0.0019972282,0.4230924,0.00023114178,0.17704727,0.0077070203,0.02489963,0.04576029,1.0
2340000,0.9375132,2.0,477.0133333333333,0.17857115,0.48335305,0.6412546532849471,0.6412546532849471,2.0338710795591273,0.0025021841,0.43279597,0.0002302639,0.17675464,0.0076777865,0.021966526,0.03504189,1.0
2370000,0.96324116,2.0,391.1875,0.18206991,0.44201908,0.6980907555956107,0.6980907555956107,1.7399333021388603,0.0015798411,0.39112487,0.00022938025,0.17646006,0.007648361,0.017869683,0.027987238,1.0
2400000,0.8904717,2.0,355.2526315789474,0.25393197,0.4041788,0.7204999885643306,0.7204999885643306,1.3182885631028076,0.0020122393,0.4309432,0.00022846324,0.17615439,0.0076178242,0.018675717,0.025663784,1.0
2430000,1.0165398,2.0,538.2307692307693,0.18022223,0.46336275,0.5810290746390819,0.5810290746390819,2.3058972161771223,0.002244376,0.42353866,0.00022755665,0.17585222,0.0075876364,0.025308827,0.047089018,1.0
2460000,1.0397928,2.0,661.4318181818181,0.16534261,0.4859488,0.47553180293603375,0.47553180293603375,3.265938425605947,0.0019948792,0.39300874,0.0002266431,0.17554769,0.007557215,0.019984497,0.033356685,1.0
2490000,1.0322826,2.0,515.90625,0.1468736,0.45091188,0.5807458880494852,0.5807458880494852,2.22284408626681,0.0018877212,0.3988251,0.00022573271,0.17524423,0.0075268988,0.019997418,0.030289996,1.0
2520000,1.1517183,2.0,558.0851063829788,0.20081434,0.4820331,0.5841510016091016,0.5841510016091016,2.5551912350846187,0.0051893834,0.4019852,0.00022483844,0.17494614,0.007497118,0.020973183,0.038186226,1.0
2550000,1.1212214,2.0,858.1395348837209,0.1441257,0.3939717,0.29381553075379796,0.29381553075379796,3.1622153150538606,0.001531547,0.3939943,0.00022394983,0.17464994,0.0074675283,0.019156497,0.048942376,1.0
2580000,1.0318484,2.0,415.50847457627117,0.22250716,0.47985393,0.7551672287799162,0.7551672287799162,1.7917227283890904,0.0022435354,0.3859591,0.00022307891,0.17435962,0.0074385274,0.021273158,0.0329701,1.0
2610000,1.0289739,2.0,503.5409836065574,0.20942253,0.4561586,0.6279599892596404,0.6279599892596404,1.987835780531168,0.0020376665,0.3796449,0.00022217252,0.17405748,0.0074083437,0.020006226,0.0401806,1.0
2640000,0.9639867,2.0,331.87628865979383,0.22494557,0.41835567,0.741322673165921,0.741322673165921,1.3548778942450113,0.0037529194,0.42088228,0.00022126407,0.17375468,0.0073780925,0.020759951,0.039014902,1.0
2670000,0.9355685,2.0,367.8139534883721,0.23767146,0.37308544,0.7392344690174207,0.7392344690174207,1.4836448475975414,0.0022667788,0.41770503,0.00022032995,0.17344332,0.007346987,0.016857505,0.018452737,1.0
2700000,1.1189709,2.0,596.7619047619048,0.14570591,0.39619625,0.5459024215616831,0.5459024215616831,2.3276846218717897,0.0020183306,0.38340437,0.00021943019,0.17314339,0.007317023,0.020858577,0.03853712,1.0
2730000,0.9901812,2.0,370.22105263157897,0.18193755,0.40042102,0.7277550458740653,0.7277550458740653,1.3627032025225376,0.0023849418,0.4050922,0.00021853983,0.1728466,0.0072873747,0.017680468,0.025041983,1.0
2760000,1.0669811,2.0,516.448275862069,0.17269346,0.42304638,0.6192983484170476,0.6192983484170476,1.9065706698437694,0.0019178031,0.395566,0.0002176224,0.1725408,0.007256824,0.01989302,0.03535278,1.0
2790000,0.9870823,2.0,346.5975609756098,0.29774258,0.49625483,0.7472975790859705,0.7472975790859705,1.5339675224498364,0.0028032938,0.40187523,0.00021674685,0.17224893,0.007227667,0.021764426,0.043417234,1.0
2820000,1.0485743,2.0,498.14814814814815,0.18251127,0.50597,0.6508368320370975,0.6508368320370975,2.245219752813379,0.0021715094,0.3896531,0.0002158504,0.17195013,0.0071978173,0.020037241,0.03520069,1.0
2850000,0.9434494,2.0,360.35632183908046,0.2427999,0.5443023,0.7402156508830656,0.7402156508830656,1.5417301792606533,0.0023370958,0.42985344,0.00021494155,0.17164716,0.0071675517,0.022902116,0.038932312,1.0
2880000,0.82934284,2.0,382.8404255319149,0.27103972,0.5548632,0.7165360696536979,0.7165360696536979,1.7663363551807387,0.002579473,0.40389436,0.00021403366,0.17134453,0.007137318,0.021533374,0.030091299,1.0
2910000,0.8633208,2.0,261.67058823529413,0.3159152,0.5432093,0.8384799906436134,0.8384799906436134,1.0886413097491159,0.00242485,0.41603935,0.00021316833,0.17105609,0.007108504,0.020117763,0.04036196,1.0
2940000,0.81192714,2.0,284.92436974789916,0.33340958,0.55544794,0.7848669336108137,0.7848669336108137,1.2467053018083165,0.00453602,0.4066809,0.00021226823,0.17075607,0.007078531,0.019678188,0.02303164,1.0
2970000,0.89264566,2.0,333.3888888888889,0.24736267,0.5018788,0.758927267496333,0.758927267496333,1.406359488118059,0.0022479477,0.43039706,0.0002113495,0.17044982,0.0070479363,0.018891985,0.028603813,1.0
3000000,0.838434,2.0,333.58,0.27616453,0.4447063,0.745668559344042,0.745668559344042,1.1923013545217969,0.0022846877,0.43997043,0.0002104376,0.17014585,0.0070175705,0.014931515,0.01968015,1.0
3030000,0.91240054,2.0,432.60493827160496,0.23213027,0.5229387,0.7022202411029912,0.7022202411029912,1.66225040916212,0.001646266,0.4068384,0.00020955804,0.16985266,0.0069882814,0.020968579,0.038032785,1.0
3060000,0.84033924,2.0,257.2959183673469,0.3150079,0.5231549,0.8412887681351633,0.8412887681351633,1.1067258556734543,0.0031268708,0.4522695,0.00020867106,0.16955699,0.0069587445,0.01939745,0.0446405,1.0
3090000,0.88655335,2.0,357.35051546391753,0.29103592,0.44479302,0.7059912978388045,0.7059912978388045,1.3894366358999042,0.0018358601,0.39321,0.00020773824,0.16924608,0.0069276816,0.01714923,0.029394906,1.0
3120000,0.9413907,2.0,277.9620253164557,0.29603425,0.51856273,0.8224188149851911,0.8224188149851911,1.273583187338184,0.0029791545,0.43231642,0.0002068503,0.1689501,0.0068981145,0.023807524,0.046637233,1.0
3150000,0.9616737,2.0,354.8072289156627,0.25829476,0.5528265,0.7200095155054614,0.7200095155054614,1.5637218932000299,0.0018433034,0.38114533,0.00020597201,0.16865733,0.0068688663,0.018951971,0.031219102,1.0
3180000,0.91045105,2.0,375.5,0.31573054,0.5301043,0.7186485026584993,0.7186485026584993,1.441063445766853,0.0025363534,0.39906025,0.0002050695,0.1683565,0.0068388125,0.01749192,0.035721414,1.0
3210000,0.9004978,2.0,293.04597701149424,0.33349258,0.7568828,0.8575511492442253,0.8575511492442253,2.4714332528975467,0.15315029,0.4163149,0.00020415639,0.16805212,0.0068084067,0.04165513,0.047516353,1.0
3240000,0.972114,2.0,402.8285714285714,0.24313994,0.6057629,0.6710749884239502,0.6710749884239502,2.2255525558979974,0.004172314,0.3840057,0.00020324592,0.16774862,0.0067780865,0.019968858,0.04147899,1.0
3270000,1.0024873,2.0,441.0285714285714,0.18135603,0.49935758,0.6563073454753441,0.6563073454753441,1.85840073601781,0.0020923787,0.36867368,0.00020234875,0.16744956,0.006748211,0.01955344,0.04384255,1.0
3300000,0.9699446,2.0,407.88,0.19811304,0.54929733,0.7218773213525613,0.7218773213525613,1.7324169593304395,0.0022961365,0.39212534,0.00020147304,0.16715766,0.006719052,0.021769535,0.047377214,1.0
3330000,0.9462289,2.0,373.7792207792208,0.21980976,0.4792673,0.7213202426327935,0.7213202426327935,1.4347241164857074,0.0020726938,0.4148409,0.00020056512,0.166855,0.006688817,0.016693264,0.039281864,1.0
3360000,0.8674615,2.0,365.4375,0.19014487,0.40646476,0.7342561700203446,0.7342561700203446,1.1857741642638706,0.0023507844,0.4041551,0.0001996293,0.16654308,0.0066576535,0.015623152,0.026335584,1.0
3390000,0.82321537,2.0,237.39495798319328,0.32081082,0.44247323,0.8546852373563852,0.8546852373563852,0.858076850820684,0.0027270932,0.42636827,0.00019873132,0.16624375,0.006627752,0.017540127,0.029521922,1.0
3420000,0.92789227,2.0,362.23376623376623,0.22443242,0.60856694,0.7645620174611671,0.7645620174611671,2.060369358445176,0.011577004,0.4060126,0.00019785223,0.16595072,0.0065984773,0.030617803,0.065480545,1.0
3450000,1.0353584,2.0,475.76363636363635,0.14328496,0.5243539,0.61838068708516,0.61838068708516,2.1834623533252038,0.0016645021,0.40326306,0.00019695579,0.1656519,0.0065686265,0.02258933,0.045735903,1.0
3480000,1.0150434,2.0,456.6393442622951,0.13992313,0.5880966,0.6282449856400489,0.6282449856400489,2.687667168490589,0.0071299127,0.3675276,0.00019605424,0.16535139,0.0065386053,0.026981443,0.04875472,1.0
3510000,0.92230004,2.0,470.46153846153845,0.21737887,0.48081487,0.6610407747916485,0.6610407747916485,1.8416693097617673,0.0024717401,0.41208124,0.00019514526,0.1650484,0.0065083345,0.018358419,0.043606672,1.0
3540000,0.9164205,2.0,345.8048780487805,0.19598028,0.45237616,0.7400938152898977,0.7400938152898977,1.2880302891135216,0.0022324675,0.4022774,0.00019422824,0.16474274,0.006477799,0.017223554,0.03517392,1.0
3570000,0.86315197,2.0,267.17543859649123,0.2724182,0.43899062,0.7982655095643011,0.7982655095643011,0.9191316048341707,0.0021188415,0.40882263,0.00019334974,0.1644499,0.0064485446,0.016280571,0.028524097,1.0
3600000,0.9740638,2.0,531.2096774193549,0.19323552,0.46009493,0.6134716549267372,0.6134716549267372,2.0290672891501647,0.0024492901,0.39332518,0.00019244305,0.16414765,0.006418352,0.019822923,0.053988084,1.0
3630000,0.91482115,2.0,349.12048192771084,0.3045611,0.45330822,0.7644383630087209,0.7644383630087209,1.3014368576019308,0.0021341841,0.45034248,0.00019156598,0.1638553,0.0063891457,0.017140945,0.026273953,1.0
3660000,0.98474383,2.0,374.5138888888889,0.22766452,0.59385395,0.7580399897481714,0.7580399897481714,1.8786502321383782,0.032145694,0.4073045,0.00019064426,0.16354807,0.0063584517,0.041422937,0.08076298,1.0
3690000,0.89219743,2.0,356.9438202247191,0.23622188,0.678518,0.707605675032193,0.707605675032193,2.76331219504672,0.0038918993,0.4731615,0.00018974858,0.16324951,0.006328625,0.023043532,0.04457628,1.0
3720000,0.90644145,2.0,312.5268817204301,0.29802117,0.48228168,0.808886946786357,0.808886946786357,1.2149065244214043,0.0018496492,0.43843523,0.00018884557,0.16294849,0.0062985555,0.018031925,0.023691071,1.0
3750000,0.9363456,2.0,356.6666666666667,0.29627517,0.4396545,0.7454448153061428,0.7454448153061428,1.2792190184131607,0.0023024376,0.4343619,0.00018793557,0.16264518,0.006268253,0.016173966,0.021373767,1.0
3780000,0.9594535,2.0,400.536231884058,0.29085484,0.38128272,0.7477123189258249,0.7477123189258249,1.1972549657356504,0.002025858,0.41031307,0.0001870625,0.16235414,0.006239179,0.016258687,0.02483195,1.0
