Steps,Policy/Entropy,Environment/Lesson/PathFinding,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
50640000,0.8293234,15.0,342.3763440860215,0.11564361,0.31182954,0.5386266458365653,0.5386266458365653,0.9090727272133032,0.0025946815,0.35903248,0.0001481253,0.14937507,0.0049425703,0.014407558,0.01272026,1.0
50670000,0.8145395,15.0,302.375,0.11082772,0.3237298,0.5463754884442504,0.5463754884442504,0.9507905159915361,0.002650168,0.40020025,0.00014803518,0.14934504,0.00493957,0.014195662,0.013145034,1.0
50700000,0.80828285,15.0,306.8469387755102,0.10848418,0.30708924,0.5299216289188444,0.5299216289188444,0.9656855149060181,0.0024769905,0.3872176,0.00014794455,0.14931484,0.004936551,0.012605742,0.013483864,1.0
50730000,0.7947208,15.0,323.7340425531915,0.15304248,0.26841527,0.5198122243187866,0.5198122243187866,0.8716211509587937,0.0033195817,0.35744506,0.00014785465,0.14928487,0.0049335584,0.012403478,0.010914745,1.0
50760000,0.8169601,15.0,298.37,0.13172114,0.24499154,0.5633452414682038,0.5633452414682038,0.7194118442602063,0.0023898438,0.3928688,0.00014776527,0.14925507,0.0049305814,0.011027803,0.004039002,1.0
50790000,0.7344106,15.0,285.2543859649123,0.1551106,0.25822422,0.5952712885711504,0.5952712885711504,0.7120819117023569,0.0027048287,0.44246155,0.00014767436,0.14922477,0.004927554,0.012599968,0.010871609,1.0
50820000,0.8304969,15.0,246.56521739130434,0.13194977,0.25865912,0.6842361595085327,0.6842361595085327,0.5892778191321648,0.0024067184,0.41861388,0.00014758678,0.14919557,0.0049246377,0.011059889,0.0047676465,1.0
50850000,0.86015475,15.0,358.375,0.080450654,0.24047837,0.39378179609775543,0.39378179609775543,0.8928562923366289,0.0024080311,0.37914154,0.00014749609,0.14916535,0.0049216175,0.011361541,0.005220089,1.0
50880000,0.8386936,15.0,324.24444444444447,0.10211237,0.30634677,0.5309626178427057,0.5309626178427057,0.9330341601027892,0.0023175701,0.39914113,0.00014740572,0.14913522,0.0049186074,0.017014017,0.02482957,1.0
50910000,0.89437866,15.0,357.3333333333333,0.087446235,0.41640627,0.4624177589184708,0.4624177589184708,1.2357066365553895,0.0035386127,0.38767794,0.00014731495,0.14910497,0.004915586,0.015214418,0.008790055,1.0
50940000,0.87950546,15.0,359.13253012048193,0.13351691,0.3059528,0.37968233069952795,0.37968233069952795,1.213385249477099,0.0022604833,0.3747835,0.00014722404,0.14907466,0.0049125594,0.013116234,0.01874875,1.0
50970000,0.8444176,15.0,341.74226804123714,0.16228773,0.31164673,0.4843595310041074,0.4843595310041074,0.9831305881138117,0.00221915,0.38979524,0.00014713434,0.14904477,0.0049095717,0.012862402,0.0124439085,1.0
51000000,0.8832066,15.0,307.80898876404495,0.14541411,0.36863726,0.527657428795987,0.527657428795987,1.2586317462227405,0.017361987,0.39220092,0.00014704507,0.149015,0.004906599,0.02089737,0.0132223265,1.0
51030000,0.9187545,15.0,372.01234567901236,0.069123186,0.3607438,0.44216047494131844,0.44216047494131844,1.1965966948802456,0.0025577298,0.39895868,0.00014695525,0.14898506,0.004903608,0.013971948,0.011447797,1.0
51060000,0.85442764,15.0,314.95098039215685,0.14883976,0.2853813,0.5138431197287989,0.5138431197287989,1.0344041560025539,0.003001767,0.36721644,0.0001468657,0.14895521,0.004900626,0.013530667,0.013643428,1.0
51090000,0.8697278,15.0,293.0112359550562,0.14849254,0.26061296,0.6071526686991414,0.6071526686991414,0.7623364314479473,0.0024450298,0.41602802,0.00014677795,0.14892597,0.004897703,0.011465547,0.004017006,1.0
51120000,0.87677866,15.0,332.0108695652174,0.13957183,0.31347752,0.5153646867941407,0.5153646867941407,1.1234889455495731,0.0030716213,0.39716706,0.00014668379,0.14889458,0.004894568,0.01636356,0.020053044,1.0
51150000,0.90403575,15.0,344.72727272727275,0.10415025,0.2935028,0.46410335106461237,0.46410335106461237,1.0228122676234808,0.0020919973,0.37385666,0.00014659412,0.14886469,0.0048915828,0.014634843,0.019705586,1.0
51180000,0.85818356,15.0,348.1011235955056,0.06481826,0.30513838,0.5074606509356017,0.5074606509356017,1.0670087901519592,0.002288717,0.37954518,0.00014650603,0.14883533,0.0048886486,0.013557652,0.009888564,1.0
51210000,0.7910358,15.0,462.3255813953488,0.11728571,0.29512745,0.25914465540901144,0.25914465540901144,1.4189264268758013,0.002087556,0.38356093,0.000146416,0.14880532,0.0048856507,0.0137731815,0.01032652,1.0
51240000,0.6168612,15.0,774.5416666666666,0.10588841,0.28191966,-0.388485146805327,-0.388485146805327,2.1611156190963503,0.0015013843,0.42196724,0.00014632456,0.14877485,0.004882606,0.012563766,0.019880133,1.0
51270000,0.77425665,15.0,451.03389830508473,0.09583349,0.24600519,0.22015330667297045,0.22015330667297045,1.2869685672223568,0.0020687399,0.36979243,0.00014623604,0.14874533,0.0048796586,0.01096736,0.014408436,1.0
51300000,0.7913304,15.0,589.271186440678,0.06971011,0.21769586,0.03326098721916393,0.03326098721916393,1.3667264877131873,0.0021204825,0.3680053,0.00014614439,0.14871477,0.0048766066,0.01180212,0.01673434,1.0
51330000,0.9150106,15.0,437.64,0.056542233,0.25281525,0.3309959751367569,0.3309959751367569,1.2866928061470388,0.002892391,0.39091122,0.00014605364,0.14868452,0.0048735845,0.017013505,0.035998676,1.0
51360000,0.8763442,15.0,450.3975903614458,0.07706254,0.3281217,0.23181535886266294,0.23181535886266294,1.5713415080457567,0.0026774665,0.36225972,0.00014596326,0.1486544,0.0048705745,0.01316812,0.014156208,1.0
51390000,0.8207052,15.0,376.6164383561644,0.14741443,0.27009714,0.41467892672670514,0.41467892672670514,1.104638694886633,0.0025102745,0.37461123,0.00014587454,0.14862481,0.00486762,0.012386902,0.0059401095,1.0
51420000,0.86401695,15.0,367.735632183908,0.1328429,0.25797448,0.41301377228964337,0.41301377228964337,1.015865439516974,0.0027955612,0.37315607,0.00014578714,0.1485957,0.00486471,0.011844698,0.0043976726,1.0
51450000,0.79149884,15.0,306.468085106383,0.14463025,0.25834426,0.5991999811247776,0.5991999811247776,0.7908685652784219,0.0032860145,0.3815607,0.00014569671,0.14856556,0.0048617,0.013292509,0.006446985,1.0
