Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
600000,0.0038499224,0.41168746,3.623336e-07,0.06747146,0.0002824176,0.19413921,0.009414506,4999.0,0.20254545972089877,0.20254545972089877,1.0
630000,0.005167197,0.38629863,3.9161142e-07,0.0671421,0.0002815392,0.1938464,0.009385254,None,0.2010000083828345,0.2010000083828345,1.0
660000,0.004505453,0.41942984,3.2791135e-07,0.068253554,0.0002806637,0.19355457,0.009356101,4999.0,0.22545455198269337,0.22545455198269337,1.0
690000,0.0044858404,0.40395126,3.9490592e-07,0.06897529,0.0002797392,0.1932464,0.009325315,None,0.21500000485684723,0.21500000485684723,1.0
720000,0.003486569,0.34455654,3.6984997e-07,0.06967113,0.0002788176,0.1929392,0.009294625,4999.0,0.18818182381801307,0.18818182381801307,1.0
750000,0.0048600715,0.30950966,4.878746e-07,0.065927915,0.00027793922,0.1926464,0.009265374,None,0.21800000581424683,0.21800000581424683,1.0
780000,0.003027979,0.31442213,2.890706e-07,0.07002129,0.0002770637,0.19235456,0.009236219,4999.0,0.17309091430665416,0.17309091430665416,1.0
810000,0.0037181373,0.34295794,4.2561464e-07,0.067244366,0.00027613918,0.19204639,0.009205435,None,0.1610000052023679,0.1610000052023679,1.0
840000,0.003749621,0.35154262,4.168575e-07,0.068094276,0.0002752176,0.1917392,0.009174746,4999.0,0.1835454599826004,0.1835454599826004,1.0
870000,0.004420262,0.34962618,4.99471e-07,0.06814574,0.00027433923,0.19144641,0.009145495,None,0.2210000081686303,0.2210000081686303,1.0
900000,0.0052310424,0.33286133,4.9265685e-07,0.07266179,0.0002734637,0.19115455,0.0091163395,4999.0,0.22454546215224333,0.22454546215224333,1.0
930000,0.0067962147,0.3459352,4.994309e-07,0.06950545,0.00027253924,0.19084641,0.009085556,None,0.24000000790692866,0.24000000790692866,1.0
960000,0.0048199743,0.29912233,4.0736353e-07,0.06865809,0.0002716176,0.19053921,0.009054866,4999.0,0.226000006924468,0.226000006924468,1.0
990000,0.0052622533,0.26761496,4.924318e-07,0.06705335,0.00027073923,0.1902464,0.009025615,None,0.12200000509619713,0.12200000509619713,1.0
1020000,0.004598932,0.3033649,4.3214254e-07,0.07120149,0.0002698637,0.18995455,0.00899646,4999.0,0.23290909851096908,0.23290909851096908,1.0
1050000,0.005087667,0.41483212,4.8641994e-07,0.06998438,0.00026893924,0.1896464,0.008965676,None,0.27700000745244324,0.27700000745244324,1.0
1080000,0.0049157785,0.40272295,4.4195684e-07,0.067914054,0.00026801764,0.18933919,0.008934986,4999.0,0.2397272800074213,0.2397272800074213,1.0
1110000,0.0053718872,0.3404946,4.871447e-07,0.06816909,0.00026713923,0.1890464,0.008905735,None,0.1460000027436763,0.1460000027436763,1.0
1140000,0.004101265,0.30947277,4.12513e-07,0.06950246,0.0002662637,0.18875456,0.00887658,4999.0,0.22863637013572521,0.22863637013572521,1.0
