Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
60000,0.004597374,0.3845893,4.9326366e-07,0.06922794,0.00029866368,0.19955456,0.0099555,4999.0,0.19227273603477937,0.19227273603477937,1.0
90000,0.0047870637,0.5477078,4.4738695e-07,0.07048472,0.00029773923,0.1992464,0.009924714,None,0.17600000684615225,0.17600000684615225,1.0
120000,0.0028041848,0.66073644,2.2703179e-07,0.06899201,0.0002968176,0.19893919,0.0098940255,4999.0,0.16118182384790006,0.16118182384790006,1.0
150000,0.002494176,0.85661274,2.9787353e-07,0.07059542,0.00029593921,0.19864641,0.009864775,None,0.04200000176206231,0.04200000176206231,1.0
180000,0.003576502,0.63726234,3.7459412e-07,0.07261127,0.00029506366,0.19835456,0.00983562,4999.0,0.15072727988643403,0.15072727988643403,1.0
210000,0.0045373966,0.5360674,5.2859275e-07,0.07327072,0.0002941392,0.1980464,0.009804835,None,0.0020000000949949026,0.0020000000949949026,1.0
240000,0.0032701853,0.6020625,3.6859745e-07,0.07069002,0.00029321766,0.19773921,0.009774146,4999.0,0.18354546200399371,0.18354546200399371,1.0
270000,0.004277883,0.43148166,4.9640164e-07,0.0704397,0.00029233922,0.1974464,0.009744895,None,0.21100000652950257,0.21100000652950257,1.0
300000,0.003005839,0.46870106,3.233275e-07,0.07268415,0.0002914637,0.19715455,0.009715741,4999.0,0.17981818835886026,0.17981818835886026,1.0
330000,0.0051146327,0.4557184,5.2362793e-07,0.072188765,0.0002905392,0.1968464,0.009684955,None,0.06000000168569386,0.06000000168569386,1.0
360000,0.0040068934,0.37982962,3.3532163e-07,0.070654914,0.00028961763,0.1965392,0.009654266,4999.0,0.2043636446945708,0.2043636446945708,1.0
390000,0.0049716686,0.43880862,5.291416e-07,0.07062353,0.00028873922,0.1962464,0.009625015,None,0.02800000156275928,0.02800000156275928,1.0
420000,0.0036743316,0.48661572,2.7915033e-07,0.06912704,0.00028786372,0.19595456,0.009595861,4999.0,0.17554546048102732,0.17554546048102732,1.0
450000,0.0033455843,0.7491185,3.7547105e-07,0.069972105,0.0002869392,0.1956464,0.009565075,None,0.20400000910740346,0.20400000910740346,1.0
480000,0.0033933085,0.5776963,3.4555177e-07,0.072164,0.0002860176,0.1953392,0.009534386,4999.0,0.1554545509438454,0.1554545509438454,1.0
510000,0.004097468,0.4398839,4.6521998e-07,0.06504398,0.0002851392,0.19504641,0.009505134,None,0.15700000617653131,0.15700000617653131,1.0
540000,0.0029707453,0.61943156,3.2655802e-07,0.07324666,0.0002842637,0.19475457,0.009475979,4999.0,0.18936364294495434,0.18936364294495434,1.0
570000,0.0037814048,0.4930944,4.0757385e-07,0.07067375,0.0002833392,0.1944464,0.009445195,None,0.20400000852532685,0.20400000852532685,1.0
