Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
2220000,1.0788313,7.0,0.07941737,0.9888624,800.8571428571429,0.07899679,0.4340789,0.00023385082,0.17795028,0.007797232,0.05298183,0.20203646,0.3234487615707444,0.3234487615707444,10.418429162989302,1.0
2250000,1.0612884,7.0,0.146575,1.0400553,577.0576923076923,0.006125594,0.3968466,0.00023294537,0.17764845,0.0077670794,0.035295203,0.069103666,0.5603942153258965,0.5603942153258965,5.00509548953806,1.0
2280000,1.0811259,7.0,0.11684071,0.7620944,729.725,0.0024090926,0.37160304,0.0002320555,0.17735183,0.0077374466,0.034459367,0.06488998,0.3640820362055913,0.3640820362055913,4.56933525032722,1.0
2310000,1.0751498,7.0,0.076237835,0.8140645,892.7142857142857,0.010095999,0.44735977,0.00023116673,0.17705557,0.0077078496,0.045971632,0.09214545,0.25971386592007345,0.25971386592007345,7.448542836846577,1.0
2340000,1.1000606,7.0,0.07355642,0.72833943,850.4444444444445,0.0019855867,0.40872642,0.0002302403,0.17674677,0.007677001,0.029910592,0.085560694,0.2572558605495621,0.2572558605495621,5.764435934423305,1.0
2370000,1.084872,7.0,0.115926825,0.68617594,754.575,0.003996948,0.3849548,0.00022934155,0.17644717,0.007647071,0.032799978,0.09970883,0.31809753561165277,0.31809753561165277,5.5541890102279625,1.0
2400000,1.0438466,7.0,0.13935804,0.73522395,679.9148936170212,0.00358469,0.37751433,0.00022845405,0.17615135,0.0076175192,0.03251516,0.056455314,0.45466302634905215,0.45466302634905215,4.773613287216944,1.0
2430000,1.0477215,7.0,0.19630887,0.6603975,480.1525423728813,0.010962471,0.40112194,0.00022753986,0.1758466,0.007587076,0.037678357,0.10603063,0.549725851172517,0.549725851172517,3.874752953937598,1.0
2460000,1.0651892,7.0,0.18690994,0.7671301,588.3461538461538,0.004343531,0.38008112,0.00022665042,0.17555013,0.007557457,0.031167712,0.06948933,0.5796754589339472,0.5796754589339472,3.7228748195997947,1.0
2490000,1.1003443,7.0,0.15040839,0.78771687,500.8135593220339,0.0042959545,0.4113784,0.00022574005,0.17524669,0.007527142,0.03683143,0.07133051,0.5776327486182081,0.5776327486182081,3.8825871466562667,1.0
2520000,1.1230223,7.0,0.21559492,0.64305747,447.95588235294116,0.0032427784,0.421396,0.0002248351,0.17494501,0.0074970075,0.026895499,0.061544918,0.7384581998991433,0.7384581998991433,2.224393769264666,1.0
2550000,1.1280216,7.0,0.15696706,0.71956486,691.8,0.0054491297,0.3912373,0.00022393822,0.17464606,0.007467142,0.028535753,0.054644395,0.3677999817512252,0.3677999817512252,4.4229647561230445,1.0
2580000,1.0712101,7.0,0.17444074,0.6677207,535.375,0.004878376,0.41537884,0.00022306698,0.17435564,0.0074381297,0.03591273,0.07830716,0.6040714160938349,0.6040714160938349,3.239722540668611,1.0
2610000,1.0218447,7.0,0.20538312,0.6861936,449.5970149253731,0.0037644554,0.41266418,0.00022214571,0.17404856,0.0074074515,0.031380456,0.061672986,0.6519861425917882,0.6519861425917882,2.9588617265224455,1.0
2640000,1.0630176,7.0,0.17087698,0.6787843,644.7884615384615,0.0022560395,0.41896808,0.00022122078,0.17374024,0.0073766503,0.02564416,0.044216864,0.4620103985071182,0.4620103985071182,4.223924173624255,1.0
2670000,1.0391194,7.0,0.15214491,0.68258864,531.4561403508771,0.004183358,0.39870068,0.000220331,0.17344369,0.007347022,0.03756439,0.0686302,0.5869849891712268,0.5869849891712268,3.7636842764914036,1.0
2700000,0.9945096,7.0,0.23940228,0.76316863,330.6703296703297,0.0042727664,0.39787585,0.00021942462,0.1731415,0.007316838,0.02748194,0.049656175,0.771476393335321,0.771476393335321,2.1928191347926687,1.0
2730000,0.97002745,7.0,0.4023879,0.6173342,258.15384615384613,0.0038997487,0.43110737,0.00021853732,0.17284577,0.0072872913,0.02483454,0.047894508,0.8452738248438478,0.8452738248438478,1.3417888650688055,1.0
2760000,0.995651,7.0,0.24356577,0.5403192,488.27272727272725,0.0024292145,0.4030599,0.00021766553,0.17255515,0.0072582606,0.02395662,0.03203821,0.6523032151162624,0.6523032151162624,2.329441184868976,1.0
2790000,0.9684733,7.0,0.28601933,0.56504935,290.3980582524272,0.004238616,0.42500633,0.00021676144,0.17225383,0.007228155,0.03264313,0.06387885,0.7827666577170876,0.7827666577170876,1.825326865484171,1.0
2820000,0.9746301,7.0,0.24004921,0.61261153,435.56666666666666,0.0034805755,0.3885252,0.00021586343,0.17195442,0.0071982513,0.027490748,0.045399807,0.7242985189180163,0.7242985189180163,2.1900009836125025,1.0
2850000,0.9651409,7.0,0.2578825,0.58852714,382.9767441860465,0.0034570445,0.40442467,0.00021494945,0.17164981,0.007167816,0.02592644,0.0433171,0.7231493531903134,0.7231493531903134,2.185948938932977,1.0
2880000,0.9615272,7.0,0.2841399,0.54943293,432.29411764705884,0.0027128493,0.3992446,0.00021403914,0.17134637,0.0071375025,0.026066966,0.047706373,0.7267123206633411,0.7267123206633411,2.0356948105235624,1.0
2910000,1.0036426,7.0,0.3109921,0.57237464,421.265625,0.0029762422,0.399308,0.00021317358,0.17105785,0.0071086786,0.024323434,0.068294056,0.699557568990823,0.699557568990823,2.0634920888890824,1.0
2940000,0.9687025,7.0,0.22739096,0.70082366,390.2470588235294,0.7782413,0.4239418,0.00021226588,0.17075528,0.007078451,0.1522554,0.08618383,0.7270447255945519,0.7270447255945519,2.8520022301787606,1.0
2970000,0.90744364,7.0,0.31469503,1.00093,311.5,0.012489269,0.41875768,0.00021135017,0.17045005,0.0070479587,0.030834315,0.060255084,0.7672933265566826,0.7672933265566826,5.852250236166375,1.0
3000000,0.92301196,7.0,0.3358619,0.613564,260.125,0.0042575267,0.41803196,0.00021045168,0.17015052,0.00701804,0.020599896,0.038138863,0.8373490991070867,0.8373490991070867,1.1288891625424315,1.0
3030000,0.98082256,7.0,0.23166558,0.5335967,305.6263736263736,0.0032324493,0.39098337,0.00020952219,0.16984072,0.0069870865,0.023050413,0.048837204,0.8032126363324023,0.8032126363324023,1.4487418913303864,1.0
3060000,0.92140925,7.0,0.4363818,0.5449101,216.60992907801418,0.004066111,0.4364912,0.00020864923,0.16954975,0.006958018,0.020436577,0.038029738,0.855490662207206,0.855490662207206,0.897793471912543,1.0
3090000,0.9694243,7.0,0.33022,0.46221998,260.172131147541,0.0026843194,0.4433333,0.00020775828,0.16925275,0.00692835,0.019118788,0.043451883,0.8100541612754265,0.8100541612754265,1.0299162026494741,1.0
3120000,0.9801912,7.0,0.3175742,0.46371856,272.16190476190474,0.0035556874,0.43766603,0.00020686386,0.16895461,0.0068985648,0.02097383,0.036387045,0.8174238016208013,0.8174238016208013,1.188522313180424,1.0
3150000,0.8675673,7.0,0.4456233,0.60102236,182.7398843930636,0.010243555,0.45891356,0.00020596132,0.16865376,0.00686851,0.03399524,0.08528328,0.8797335239017711,0.8797335239017711,1.254351574405069,1.0
3180000,0.9524701,7.0,0.26772383,0.6909639,307.0326086956522,0.35637686,0.42907605,0.00020504657,0.16834883,0.0068380493,0.04656296,0.047307767,0.8215935442957186,0.8215935442957186,1.4017020948631789,1.0
3210000,0.9686221,7.0,0.22211416,0.55242157,311.47058823529414,0.0034711717,0.39970428,0.00020412773,0.16804256,0.006807451,0.021709714,0.054003857,0.712759990170598,0.712759990170598,4.087650197222829,1.0
3240000,0.9853191,7.0,0.2946876,0.46809268,267.73873873873873,0.003480389,0.42107025,0.00020322132,0.16774045,0.0067772693,0.020035172,0.056559343,0.8224874946421811,0.8224874946421811,1.1442377645247948,1.0
3270000,0.92807853,7.0,0.4150108,0.41242114,189.6209677419355,0.0031401464,0.4226714,0.0002023728,0.1674576,0.0067490125,0.01875021,0.044350028,0.8754182483941789,0.8754182483941789,0.7074744007476266,1.0
3300000,0.88288045,7.0,0.32383725,0.45956644,247.1315789473684,0.0037336831,0.47535846,0.0002014718,0.16715726,0.006719009,0.022272484,0.036868196,0.8319513099758249,0.8319513099758249,1.0025708326751268,1.0
3330000,0.9865265,7.0,0.25014365,0.46723065,266.531914893617,0.008669913,0.4236413,0.00020057033,0.16685677,0.00668899,0.022387426,0.028807815,0.8145336771481916,0.8145336771481916,1.2117917793361763,1.0
3360000,0.94706476,7.0,0.31927183,0.47409755,253.95967741935485,0.0030270133,0.43273592,0.00019963103,0.16654368,0.0066577126,0.022244273,0.03532277,0.8091466604421537,0.8091466604421537,1.3843424953675518,1.0
3390000,0.93824583,7.0,0.3568725,0.48065048,267.02702702702703,0.0028844771,0.44931862,0.00019872724,0.16624239,0.006627615,0.022523727,0.042752028,0.7942189121165791,0.7942189121165791,1.223960527663564,1.0
3420000,0.9400789,7.0,0.32044443,0.5014582,272.4310344827586,0.0032284774,0.42088133,0.00019782684,0.16594228,0.006597632,0.026189819,0.047799896,0.7979324714750307,0.7979324714750307,1.2946984440498213,1.0
3450000,0.85824174,7.0,0.3878279,0.5482347,192.07299270072994,0.0034627358,0.45740488,0.00019694604,0.16564865,0.006568301,0.023941308,0.04818468,0.8817164224173342,0.8817164224173342,1.01950627562723,1.0
3480000,0.95738614,7.0,0.25383812,0.5037541,339.3673469387755,0.0025653706,0.40474838,0.00019603422,0.16534472,0.006537939,0.02165161,0.042020798,0.7290648846946498,0.7290648846946498,1.5876476109186386,1.0
3510000,0.8380587,7.0,0.3921696,0.5184379,174.6448087431694,0.0046035433,0.4501796,0.00019514388,0.16504794,0.0065082903,0.027547868,0.049196832,0.8987733655123283,0.8987733655123283,0.8916689215541777,1.0
3540000,0.8842178,7.0,0.3065275,0.6188781,256.30252100840335,0.00467981,0.44612604,0.00019424433,0.1647481,0.006478335,0.036653977,0.10005866,0.8239136701210951,0.8239136701210951,1.6257892900711706,1.0
3570000,0.8482217,7.0,0.3979178,0.5459215,179.6259541984733,0.0032568346,0.4378344,0.00019336454,0.16445482,0.0064490368,0.020606002,0.021435557,0.8758926961543786,0.8758926961543786,0.9596274842773258,1.0
3600000,0.8572913,7.0,0.37834722,0.62776154,201.33939393939394,0.004939532,0.4757995,0.00019244872,0.16414955,0.006418541,0.028901719,0.091216214,0.872792402966113,0.872792402966113,1.2749606699806555,1.0
3630000,0.8516377,7.0,0.3931478,0.49697173,228.34965034965035,0.0030409242,0.46573204,0.00019152502,0.16384165,0.0063877827,0.02228736,0.04109517,0.8379910329549477,0.8379910329549477,0.9556506126910319,1.0
3660000,0.81461054,7.0,0.39988267,0.5444768,169.64285714285714,0.0030513075,0.4871165,0.00019064572,0.16354856,0.006358501,0.023713896,0.060988974,0.9052509641935749,0.9052509641935749,0.8425695320170733,1.0
3690000,0.7810099,7.0,0.4428389,0.5311333,176.23595505617976,0.0035278578,0.4806545,0.00018974091,0.16324697,0.0063283714,0.022740101,0.047740202,0.8911339062555083,0.8911339062555083,0.8627576903338362,1.0
3720000,0.738336,7.0,0.46627304,0.48746094,150.49537037037038,0.0035240273,0.48956043,0.00018882885,0.16294293,0.006298,0.01994563,0.03980452,0.9158918537300637,0.9158918537300637,0.6259811112143066,1.0
