Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
3750000,0.7475698,7.0,0.4264752,0.5735263,126.36410256410257,0.0031548226,0.489836,0.00018794308,0.16264768,0.0062685027,0.03012815,0.079531595,0.9207068414280289,0.9207068414280289,0.7895031316499961,1.0
3780000,0.7488924,7.0,0.43340415,0.5682805,170.28108108108108,0.0033350869,0.46141142,0.00018703271,0.1623442,0.0062381863,0.023701267,0.048226275,0.8925916622780884,0.8925916622780884,0.8398510660044849,1.0
3810000,0.7798087,7.0,0.41662708,0.5615812,190.88125,0.003158293,0.49978453,0.0001861429,0.16204764,0.006208557,0.023290306,0.0433837,0.8680201260397187,0.8680201260397187,0.9315365418828057,1.0
3840000,0.7533384,7.0,0.4414781,0.4350368,175.83333333333334,0.0033957062,0.5081581,0.00018525061,0.16175018,0.006178843,0.017166378,0.029924277,0.886985102906189,0.886985102906189,0.6316710127557211,1.0
3870000,0.635972,7.0,0.48406872,0.46412963,113.63306451612904,0.00382389,0.53166175,0.00018435152,0.16145049,0.006148904,0.023469616,0.042104688,0.9387580222247068,0.9387580222247068,0.5539156457355606,1.0
3900000,0.7386121,7.0,0.4348835,0.465765,132.12857142857143,0.0036680053,0.486143,0.00018345958,0.16115317,0.0061192033,0.021361047,0.046769824,0.9198521319511942,0.9198521319511942,0.5789489199658988,1.0
3930000,0.75597644,7.0,0.38832697,0.48839602,167.18556701030928,0.0033337842,0.48174,0.00018255659,0.16085218,0.006089132,0.021611476,0.036719505,0.8918722184619519,0.8918722184619519,0.7187076584727625,1.0
3960000,0.7216631,7.0,0.44250256,0.43494678,135.48815165876778,0.003160607,0.50893134,0.0001816719,0.16055728,0.006059672,0.020652076,0.045090813,0.921805338084119,0.921805338084119,0.6108553075385326,1.0
3990000,0.7388273,7.0,0.40790296,0.39932677,134.41484716157206,0.0028881887,0.5259591,0.0001807575,0.16025248,0.0060292226,0.018007154,0.034445893,0.9243289477012137,0.9243289477012137,0.46840920205036046,1.0
4020000,0.7739126,7.0,0.37680218,0.522205,163.03846153846155,0.0030949165,0.5068055,0.00017985077,0.15995024,0.005999028,0.027422113,0.05425912,0.8796387946670824,0.8796387946670824,0.8824156148593283,1.0
4050000,0.7178553,7.0,0.42880118,0.4902451,136.65502183406113,0.003465535,0.49633026,0.00017894848,0.15964948,0.005968983,0.01973659,0.02387328,0.9180232115156416,0.9180232115156416,0.5526599544578598,1.0
4080000,0.7524185,7.0,0.39273858,0.46981224,127.58918918918918,0.0031408642,0.51110554,0.00017803638,0.15934546,0.005938609,0.022792865,0.044103213,0.9307342224659767,0.9307342224659767,0.5310410547224595,1.0
4110000,0.81155884,7.0,0.32600465,0.5271167,205.30246913580248,0.0026754304,0.47297195,0.00017712968,0.15904321,0.005908416,0.02044156,0.048400186,0.8500902988693931,0.8500902988693931,0.9298069069952224,1.0
4140000,0.754398,7.0,0.37096116,0.5079415,176.45698924731184,0.0028494557,0.48386267,0.00017623928,0.1587464,0.0058787665,0.0211876,0.033702932,0.8800994648852132,0.8800994648852132,0.7378089671834984,1.0
4170000,0.85474217,7.0,0.4163517,0.5023797,161.79470198675497,0.0031367342,0.48469955,0.0001753605,0.1584535,0.0058495034,0.02332562,0.044893783,0.9056470162722449,0.9056470162722449,0.674085423251651,1.0
4200000,0.9628497,7.0,0.30520388,0.45771095,246.00833333333333,0.0020493323,0.4296935,0.00017446443,0.15815482,0.005819664,0.018721962,0.048309952,0.809815121110247,0.809815121110247,0.9733769066256135,1.0
4230000,0.8247007,7.0,0.33150926,0.58640814,215.46511627906978,0.0028276898,0.48637483,0.00017354116,0.15784702,0.005788918,0.024274213,0.041687477,0.8280579829092561,0.8280579829092561,1.0861821392848647,1.0
4260000,0.80532575,7.0,0.46353608,0.5498991,132.6,0.0030871169,0.47459295,0.00017263864,0.15754619,0.005758865,0.020525742,0.048467405,0.9399414625836582,0.9399414625836582,0.4984049487132125,1.0
4290000,0.83574194,7.0,0.4348812,0.4957421,166.47252747252747,0.0023692292,0.4798301,0.00017170284,0.15723424,0.0057277037,0.020325365,0.042595558,0.8842560845432142,0.8842560845432142,0.6399781618602377,1.0
4320000,0.8541836,7.0,0.35150653,0.45214438,171.37106918238993,0.0024249281,0.5056938,0.0001708491,0.15694968,0.0056992727,0.018997751,0.04057377,0.8716674817531752,0.8716674817531752,0.7900010359707785,1.0
4350000,0.78906065,7.0,0.42848563,0.46399772,159.44919786096256,0.009475095,0.47031674,0.00016994237,0.15664746,0.005669079,0.025230894,0.067073874,0.9043883305870825,0.9043883305870825,0.9152035183376737,1.0
4380000,0.78582615,7.0,0.36481577,0.4576591,151.40609137055839,0.0024911293,0.51104647,0.00016901662,0.15633883,0.005638252,0.02134035,0.05314123,0.897005048589875,0.897005048589875,0.6745008373670657,1.0
4410000,0.7638159,7.0,0.34634855,0.49483722,175.39673913043478,0.0027439727,0.46512625,0.0001681452,0.15604837,0.005609233,0.02255809,0.049526073,0.876162825571617,0.876162825571617,0.7993426539042857,1.0
4440000,0.8136322,7.0,0.40706334,0.48556593,160.43023255813952,0.0025888097,0.501548,0.0001672645,0.1557548,0.0055799047,0.020427125,0.047651187,0.9149575755451664,0.9149575755451664,0.6152070152206403,1.0
4470000,0.89989614,7.0,0.27861312,0.64926755,212.11764705882354,0.43586832,0.44829854,0.00016636282,0.15545425,0.0055498793,0.06503665,0.07468172,0.837356347147198,0.837356347147198,3.0637210415351013,1.0
4500000,0.8090697,7.0,0.43818262,0.48681325,189.3913043478261,0.003169311,0.45675257,0.00016547866,0.15515955,0.0055204374,0.016599601,0.0288039,0.8569162983204359,0.8569162983204359,0.7813194084813838,1.0
4530000,0.7942027,7.0,0.4407217,0.43898955,145.84541062801932,0.0032227188,0.48303282,0.00016456073,0.15485354,0.00548987,0.016923865,0.03058961,0.8970436276685373,0.8970436276685373,0.4919252057660225,1.0
4560000,0.8074476,7.0,0.39738083,0.43599638,151.16666666666666,0.0028284306,0.4982777,0.00016366516,0.15455505,0.0054600486,0.02153124,0.03743386,0.8898551680318926,0.8898551680318926,0.6409044869266847,1.0
4590000,0.9419903,7.0,0.32688218,0.4664402,228.7841726618705,0.0024639445,0.48450392,0.0001627628,0.15425424,0.005429999,0.022703199,0.05229988,0.8383154891116519,0.8383154891116519,1.0313042560198777,1.0
4620000,0.84874153,7.0,0.37375256,0.44534042,157.24519230769232,0.0023036557,0.5002195,0.00016184691,0.15394895,0.005399501,0.017465038,0.05730168,0.8999873695123677,0.8999873695123677,0.564432828075657,1.0
4650000,0.8102006,7.0,0.3459245,0.5179097,179.69461077844312,0.004508943,0.47899956,0.00016092461,0.1536415,0.0053687873,0.024999162,0.043388,0.8670861420771444,0.8670861420771444,1.0175696127439278,1.0
4680000,0.7203866,7.0,0.45785293,0.4930463,139.78341013824885,0.0024530962,0.49481356,0.00016005796,0.15335262,0.005339928,0.018444246,0.043224804,0.9138447358027885,0.9138447358027885,0.5214735995426676,1.0
4710000,0.78411204,7.0,0.49708754,0.58315283,118.08968609865471,0.0027191888,0.5155591,0.00015918419,0.15306138,0.0053108307,0.019604769,0.050712667,0.9319575874667082,0.9319575874667082,0.49348018612363376,1.0
4740000,0.7644288,7.0,0.46489596,0.48667538,132.47035573122528,0.002539678,0.49274868,0.00015824358,0.15274784,0.005279509,0.020030335,0.035223685,0.9077789256703263,0.9077789256703263,0.48969611257106865,1.0
4770000,0.74511635,7.0,0.48648047,0.45358512,96.56275303643724,0.002293792,0.5053395,0.00015733817,0.15244603,0.0052493596,0.016578203,0.03223416,0.9489276669183268,0.9489276669183268,0.30963813853652583,1.0
4800000,0.9071734,7.0,0.36292166,0.52104574,166.02890173410404,0.0053908913,0.4853537,0.00015645198,0.15215065,0.0052198498,0.023328647,0.06460583,0.8755005727382912,0.8755005727382912,0.7856455554050961,1.0
4830000,0.8342306,7.0,0.36597568,0.564339,177.7058823529412,0.0030329179,0.49874324,0.00015553176,0.1518439,0.005189206,0.023253594,0.04381233,0.8667208774649835,0.8667208774649835,0.9043210652186074,1.0
4860000,0.6733107,7.0,0.43242088,0.50521624,118.54320987654322,0.002650981,0.5093826,0.000154633,0.15154432,0.0051592775,0.018655179,0.026516747,0.9241774193041267,0.9241774193041267,0.48073973349716154,1.0
4890000,0.7254999,7.0,0.3417845,0.5105417,136.2336448598131,0.0027047298,0.5085837,0.00015377588,0.15125859,0.0051307343,0.023797033,0.039756123,0.9043390710686529,0.9043390710686529,0.6147504474881084,1.0
4920000,0.7519078,7.0,0.39343706,0.49921203,129.41949152542372,0.0023830573,0.51473504,0.00015284268,0.15094754,0.00509966,0.017266704,0.03131835,0.9176784482431309,0.9176784482431309,0.5333566121066567,1.0
4950000,0.7513721,7.0,0.39140436,0.44150358,150.87962962962962,0.002566321,0.49129826,0.00015192194,0.15064062,0.005068998,0.018988116,0.049241927,0.8960349030160116,0.8960349030160116,0.570293703544797,1.0
4980000,0.60628283,7.0,0.4470901,0.43629605,105.44912280701755,0.0025908293,0.5145682,0.00015103658,0.1503455,0.005039516,0.017060993,0.027691651,0.9391232155263424,0.9391232155263424,0.4029161009180825,1.0
5010000,0.7411918,7.0,0.48136336,0.4099757,103.23076923076923,0.0023394676,0.52873045,0.0001501576,0.15005252,0.0050102463,0.019771906,0.054422494,0.937134820289216,0.937134820289216,0.3739582305163266,1.0
5040000,0.89909077,7.0,0.32880807,0.47317392,169.04790419161677,0.0021384114,0.4901883,0.00014924769,0.14974923,0.004979946,0.020813433,0.07346838,0.8780798816190261,0.8780798816190261,0.7610910401236629,1.0
5070000,0.7722701,7.0,0.37904778,0.5117683,155.63425925925927,0.00294449,0.517233,0.00014836251,0.14945415,0.00495047,0.021354243,0.07378977,0.8910777295516296,0.8910777295516296,0.6493986451151696,1.0
5100000,0.7082681,7.0,0.46532804,0.4761987,126.98412698412699,0.0025712913,0.5248296,0.0001474702,0.14915667,0.0049207555,0.016256476,0.03083034,0.9205024207852059,0.9205024207852059,0.438813928965359,1.0
5130000,0.6763548,7.0,0.4307275,0.5050415,145.8590909090909,0.0030242205,0.5128761,0.00014656699,0.14885564,0.004890679,0.023007387,0.039848927,0.9136426007801107,0.9136426007801107,0.6440361608320956,1.0
5160000,0.64483434,7.0,0.5135598,0.553358,123.57627118644068,0.0027644734,0.5128169,0.00014566803,0.14855598,0.004860744,0.017929282,0.028182933,0.9255224138434077,0.9255224138434077,0.45464588128881334,1.0
5190000,0.67635787,7.0,0.47102338,0.5347743,125.65789473684211,0.0030344005,0.49777052,0.0001447326,0.14824419,0.0048295935,0.019092493,0.049152717,0.9280595545967419,0.9280595545967419,0.4853705461975187,1.0
5220000,0.75019115,7.0,0.4359055,0.59381145,147.4694835680751,0.0035655135,0.48543927,0.00014382573,0.14794187,0.0047993944,0.019956779,0.042810462,0.9158890995227895,0.9158890995227895,0.604657340399762,1.0
5250000,0.6685466,7.0,0.4426851,0.49914527,115.7479674796748,0.0035139953,0.47979015,0.0001429506,0.14765017,0.004770253,0.016428242,0.025517836,0.9274015486124874,0.9274015486124874,0.43294168553899887,1.0
5280000,0.96929777,7.0,0.3637594,0.5508124,155.57668711656441,0.0028402226,0.4605917,0.00014206869,0.14735621,0.004740886,0.023187758,0.06525882,0.8903251541016987,0.8903251541016987,0.7618893792416385,1.0
5310000,0.6824857,7.0,0.4413966,0.5337241,130.49049429657794,0.002542887,0.5174851,0.00014115967,0.14705321,0.0047106147,0.018131616,0.0376068,0.9121078937349463,0.9121078937349463,0.49484952478984695,1.0
5340000,0.7551584,7.0,0.48787677,0.5481528,109.74,0.002580215,0.5120941,0.00014025529,0.14675172,0.0046804985,0.019657517,0.04745443,0.9388694549018369,0.9388694549018369,0.38199800036157866,1.0
5370000,0.669625,7.0,0.4780142,0.5506884,118.98534798534799,0.0024033138,0.53784925,0.00013933689,0.1464456,0.0046499167,0.02084896,0.056828752,0.9236953248598164,0.9236953248598164,0.5490808558630215,1.0
5400000,0.71085787,7.0,0.4364782,0.5546243,113.36475409836065,0.003396885,0.51420903,0.00013844584,0.1461486,0.0046202447,0.020528775,0.049323045,0.9304025106786684,0.9304025106786684,0.507666124997341,1.0
5430000,0.6797857,7.0,0.46820512,0.4886014,130.06854838709677,0.0029215857,0.5119198,0.00013754416,0.14584805,0.0045902184,0.015399767,0.024164317,0.9242406273842789,0.9242406273842789,0.4620513511617901,1.0
5460000,0.59322184,7.0,0.50825447,0.42070338,92.03236245954693,0.0025081555,0.52609545,0.00013667776,0.14555922,0.004561367,0.014501242,0.024558153,0.9477287123760869,0.9477287123760869,0.27824033613527016,1.0
5490000,0.7024927,7.0,0.4437656,0.5224692,112.2911877394636,0.0034706558,0.512922,0.00013577273,0.14525755,0.0045312294,0.022749173,0.066404305,0.9317077494464642,0.9317077494464642,0.5460530817346257,1.0
5520000,0.7053373,7.0,0.49606675,0.52425134,115.42391304347827,0.0027404062,0.5437988,0.00013484365,0.14494786,0.004500292,0.01722916,0.050167203,0.9302654136672504,0.9302654136672504,0.4127900585868305,1.0
5550000,0.9188041,7.0,0.39300326,0.44117087,142.2784090909091,0.0019888186,0.5321736,0.00013394575,0.14464857,0.0044703907,0.01573275,0.04964872,0.9052097826953167,0.9052097826953167,0.4405015265447614,1.0
5580000,0.78487486,7.0,0.41861194,0.46968487,130.63713080168776,0.0022785368,0.47626165,0.00013304643,0.14434879,0.0044404445,0.019916365,0.05102443,0.9082383950425603,0.9082383950425603,0.4940120508650687,1.0
5610000,0.9864129,7.0,0.41731066,0.5738688,288.6774193548387,0.0027023542,0.45868316,0.00013216563,0.14405522,0.0044111134,0.027079295,0.059696738,0.8031869961321354,0.8031869961321354,1.3488926474377514,1.0
5640000,0.9576787,7.0,0.36413735,0.53463954,384.4516129032258,0.014425614,0.41939625,0.00013125117,0.14375038,0.004380662,0.023532648,0.05693193,0.7761065110402263,0.7761065110402263,1.8142790165881666,1.0
5670000,0.89192337,7.0,0.33143103,0.50217146,190.39240506329114,0.004823744,0.46327585,0.0001303474,0.14344911,0.0043505663,0.018561698,0.044223703,0.8832341884893756,0.8832341884893756,0.9339861707100945,1.0
5700000,0.73385936,7.0,0.46595767,0.42922282,122.02459016393442,0.0030929446,0.529652,0.00012945832,0.14315274,0.0043209596,0.015641695,0.023885597,0.9289797464943637,0.9289797464943637,0.3909026322383355,1.0
5730000,0.8382406,7.0,0.40192476,0.4856894,155.19021739130434,0.0027905465,0.5062178,0.00012852001,0.14283997,0.0042897146,0.021244938,0.041787643,0.9023221623655912,0.9023221623655912,0.643183952267911,1.0
5760000,0.48439988,7.0,0.53942347,0.43316635,91.94169096209913,0.0020350164,0.53763604,0.00012763147,0.1425438,0.0042601256,0.014985742,0.018003158,0.9481256574001327,0.9481256574001327,0.29160963752613817,1.0
5790000,0.5805502,8.0,0.50359625,0.3974211,85.19097222222223,0.0019557837,0.54383636,0.00012673282,0.14224425,0.0042302012,0.014803011,0.01807301,0.9505513616565133,0.9505513616565133,0.25283550344119293,1.0
5820000,0.9774287,8.0,0.20741448,0.46727017,342.9756097560976,0.0024669606,0.45671412,0.0001258182,0.14193939,0.0041997437,0.021868253,0.047412485,0.8254012132472381,0.8254012132472381,1.2981545417683154,1.0
5850000,1.0317264,8.0,0.1625567,0.5360105,354.55555555555554,0.0015896666,0.3942378,0.00012494359,0.14164785,0.004170619,0.020006446,0.047225617,0.6430291607458558,0.6430291607458558,1.7459891357769568,1.0
5880000,1.0666131,8.0,0.15292306,0.4730795,298.47435897435895,0.0024261721,0.43563765,0.00012405917,0.14135303,0.004141168,0.023715084,0.057111364,0.7603048694933333,0.7603048694933333,1.2017400347423264,1.0
5910000,0.9674833,8.0,0.22132963,0.6773707,334.35238095238094,0.012843059,0.48413813,0.00012315632,0.14105208,0.0041111032,0.027816186,0.07788542,0.7158825186271112,0.7158825186271112,2.361223897937396,1.0
5940000,0.84361094,8.0,0.34431097,0.58887905,196.06756756756758,0.0030354513,0.44716695,0.00012225873,0.14075288,0.0040812134,0.020715317,0.044579666,0.8532216180921406,0.8532216180921406,0.8366368630746808,1.0
5970000,0.9567307,8.0,0.2973979,0.53496534,374.3975903614458,0.0030878999,0.43123722,0.000121358935,0.14045295,0.0040512504,0.01908942,0.03157683,0.7547280432247534,0.7547280432247534,1.3058070229684435,1.0
6000000,0.8880966,8.0,0.2924737,0.716002,242.92372881355934,1.7729083,0.43737945,0.0001204603,0.14015342,0.004021326,0.18512678,0.10537351,0.7955713042775627,0.7955713042775627,1.6925526844016963,1.0
6030000,1.0128928,8.0,0.35270566,0.9498532,339.92391304347825,0.58065647,0.44336078,0.0001195685,0.13985613,0.003991629,0.13389115,0.06542005,0.715687769320276,0.715687769320276,11.815676530285014,1.0
6060000,1.1038992,8.0,0.17388564,0.5916804,362.48148148148147,0.0021443511,0.436007,0.00011866297,0.13955429,0.0039614746,0.0224012,0.055488486,0.6879873338002193,0.6879873338002193,1.7288892803878724,1.0
6090000,0.9244868,8.0,0.22269616,0.8513915,289.5943396226415,0.49936298,0.45923907,0.00011776241,0.1392541,0.0039314856,0.09425571,0.07683558,0.7705386718207935,0.7705386718207935,5.604919605914785,1.0
6120000,1.0318387,8.0,0.19351979,0.57502484,319.735632183908,0.0025207377,0.42710903,0.00011688477,0.13896155,0.00390226,0.020136919,0.044617977,0.7556166575186782,0.7556166575186782,1.4229615348080793,1.0
6150000,0.951074,8.0,0.24394213,0.4660704,246.12612612612614,0.0032450652,0.44814557,0.00011598474,0.13866156,0.0038722898,0.020360064,0.045840424,0.825729726536854,0.825729726536854,1.003645935521654,1.0
6180000,0.96838224,8.0,0.2250571,0.43681237,269.18260869565216,0.0025814336,0.45856398,0.00011508553,0.13836181,0.0038423464,0.019995738,0.054254364,0.7758339070755502,0.7758339070755502,1.127407076695691,1.0
6210000,0.9516014,8.0,0.2488059,0.47349033,288.6115702479339,0.0030305837,0.4695687,0.000114162314,0.1380541,0.0038116027,0.019724486,0.03398253,0.7814266565255821,0.7814266565255821,1.0852902662940322,1.0
6240000,0.86648124,8.0,0.22961733,0.48148263,256.17241379310343,0.003023833,0.44990546,0.000113230795,0.13774359,0.0037805834,0.020075783,0.041545093,0.8314535686347101,0.8314535686347101,1.0883434184028633,1.0
6270000,0.8459621,8.0,0.38485366,0.5589729,195.45578231292518,0.008796552,0.4367582,0.000112366564,0.13745548,0.003751804,0.022858227,0.04122434,0.8780390698684762,0.8780390698684762,0.7940992498708679,1.0
6300000,0.92998725,8.0,0.34626114,0.8215662,252.984375,0.7033222,0.4590303,0.000111478876,0.1371596,0.0037222442,0.0735719,0.06968262,0.8346821084860864,0.8346821084860864,4.317939557740844,1.0
6330000,0.9016793,8.0,0.28784534,0.74459547,234.52459016393442,0.021143535,0.43720117,0.00011057083,0.13685693,0.003692007,0.02975745,0.0764515,0.8342457323573357,0.8342457323573357,1.7172188011193,1.0
6360000,0.8933976,8.0,0.34800544,0.6321899,200.8125,0.0039651673,0.43982762,0.00010968007,0.13656001,0.003662344,0.018088358,0.02664043,0.8683165427592161,0.8683165427592161,0.721688122642662,1.0
6390000,0.9334523,8.0,0.32152998,0.6116216,245.0420168067227,0.0034312494,0.4448007,0.000108765984,0.13625531,0.0036319052,0.019223094,0.031067511,0.8531950770831499,0.8531950770831499,0.9250215003953972,1.0
6420000,0.89721185,8.0,0.25621742,0.5230725,256.0,0.003999004,0.44380644,0.000107845626,0.13594851,0.003601257,0.018120974,0.03118202,0.8313520631391155,0.8313520631391155,0.9707898273082711,1.0
6450000,0.8931023,8.0,0.28913245,0.50739855,210.9794520547945,0.004290053,0.49142024,0.000106956715,0.13565221,0.0035716568,0.016862499,0.03561026,0.8300695348506337,0.8300695348506337,0.7901326813611714,1.0
6480000,0.9745643,8.0,0.25314113,0.5040335,253.01724137931035,0.0028621189,0.4744509,0.00010606248,0.13535413,0.003541878,0.017651638,0.033247646,0.8173526279758989,0.8173526279758989,0.9493315379592803,1.0
6510000,0.9122633,8.0,0.2521037,0.4956664,224.94642857142858,0.0044192253,0.48038054,0.00010515523,0.13505171,0.0035116668,0.024012243,0.033166412,0.8284339085869167,0.8284339085869167,0.9379286497183468,1.0
6540000,0.92119575,8.0,0.24255447,0.5849271,243.3230769230769,0.0037556223,0.44830403,0.000104253035,0.13475099,0.003481624,0.02198677,0.042961057,0.8408298308570539,0.8408298308570539,1.1566060718389288,1.0
6570000,0.81709707,8.0,0.3436186,0.50743717,183.0759493670886,0.0030434378,0.46061087,0.00010336082,0.13445358,0.0034519131,0.017021729,0.025212208,0.8736490775471085,0.8736490775471085,0.758388424492184,1.0
6600000,0.89274496,8.0,0.25948447,0.5128454,281.34375,0.002730821,0.45776215,0.000102441765,0.13414721,0.0034213082,0.019868566,0.03786165,0.7796406718128819,0.7796406718128819,1.0823540921023085,1.0
6630000,0.835349,8.0,0.299901,0.49357352,180.36305732484075,0.003343224,0.48363465,0.00010153144,0.1338438,0.0033909942,0.019678306,0.04087044,0.8967012104662981,0.8967012104662981,0.5930899154056203,1.0
6660000,1.0218017,8.0,0.21038285,0.58014077,296.50588235294117,0.002628129,0.41385406,0.000100661375,0.13355377,0.0033620219,0.025184236,0.061544403,0.7353044412202305,0.7353044412202305,1.6038117022150093,1.0
6690000,0.8787181,8.0,0.24610981,0.57796276,252.21167883211677,0.0036033343,0.4505882,9.9756646e-05,0.13325219,0.0033318936,0.017730815,0.036151115,0.8253829371212988,0.8253829371212988,1.0813903694813565,1.0
6720000,0.87059265,8.0,0.31118613,0.5046672,177.00704225352112,0.0033513461,0.44177136,9.884779e-05,0.13294925,0.0033016286,0.017435795,0.022350429,0.8692582142475533,0.8692582142475533,0.6240467555399933,1.0
6750000,0.81583333,8.0,0.3517337,0.5508385,216.8846153846154,0.0041402117,0.45142886,9.796338e-05,0.13265441,0.003272178,0.017489284,0.05966322,0.8501266192693215,0.8501266192693215,0.7503925786359695,1.0
6780000,0.7605447,8.0,0.3323378,0.51017034,171.10059171597632,0.005278331,0.44879293,9.704815e-05,0.13234934,0.0032417013,0.022335496,0.029073598,0.8871666646143149,0.8871666646143149,0.6726244675344106,1.0
6810000,0.78594273,8.0,0.3286173,0.6631035,219.96969696969697,0.0034258242,0.4635199,9.613211e-05,0.132044,0.0032111972,0.022490531,0.042955436,0.8446488674533995,0.8446488674533995,1.2083294033948193,1.0
6840000,0.7739912,8.0,0.3202205,0.5512291,185.27672955974842,0.010944495,0.4736976,9.526336e-05,0.13175444,0.0031822678,0.018779721,0.027419,0.8762518712785095,0.8762518712785095,0.7695849855779671,1.0
6870000,0.8359665,8.0,0.2756727,0.5004398,191.94482758620688,0.0034383521,0.46129334,9.4359e-05,0.13145298,0.0031521518,0.019026943,0.040207963,0.8543279683152278,0.8543279683152278,0.7400232226933008,1.0
6900000,0.81050336,8.0,0.24556834,0.49611792,201.52564102564102,0.0031396772,0.45058456,9.343381e-05,0.13114458,0.0031213432,0.01752659,0.021206563,0.8479833285300395,0.8479833285300395,0.8254363350331401,1.0
6930000,0.82334477,8.0,0.24455741,0.4432262,205.91836734693877,0.002906862,0.48576212,9.253776e-05,0.13084589,0.0030915053,0.01805727,0.025093561,0.8474342630251305,0.8474342630251305,0.7068693918026202,1.0
6960000,0.7890861,8.0,0.29925296,0.4329388,204.56626506024097,0.0036102466,0.46649536,9.163013e-05,0.13054335,0.0030612808,0.017033571,0.027476368,0.865542420225613,0.865542420225613,0.6796379687998331,1.0
6990000,0.82390434,8.0,0.2683855,0.40714413,162.71328671328672,0.0031082332,0.46038133,9.073795e-05,0.13024595,0.003031571,0.014782285,0.020234236,0.8890874978448999,0.8890874978448999,0.5184824235253281,1.0
7020000,0.78135747,8.0,0.30447638,0.50662047,221.0774193548387,0.003508595,0.42614964,8.98636e-05,0.1299545,0.0030024548,0.019607443,0.029730314,0.8425900605044617,0.8425900605044617,0.8753314745544598,1.0
7050000,0.76846254,8.0,0.28531867,0.49635154,179.3921568627451,0.0028715064,0.4713622,8.895174e-05,0.12965056,0.0029720904,0.019314004,0.023610298,0.874464893232513,0.874464893232513,0.6245576826645839,1.0
7080000,0.8463341,8.0,0.26582164,0.4565283,241.83703703703705,0.0026928196,0.42907506,8.805449e-05,0.12935147,0.0029422117,0.015287225,0.025473868,0.7998330708306569,0.7998330708306569,0.8699397604482678,1.0
7110000,0.70526475,8.0,0.38979647,0.42470574,153.27227722772278,0.0034008587,0.49572888,8.714282e-05,0.12904759,0.0029118524,0.016329058,0.025959762,0.8879752451240426,0.8879752451240426,0.49311534655603145,1.0
7140000,0.6890956,8.0,0.36957708,0.41433936,132.60204081632654,0.0030214884,0.4415545,8.624003e-05,0.12874664,0.0028817903,0.015737308,0.014798179,0.9046919961273671,0.9046919961273671,0.49702755940612403,1.0
7170000,0.75033414,8.0,0.31209475,0.4079032,209.91549295774647,0.013469978,0.41495436,8.533938e-05,0.12844643,0.0028517987,0.020160696,0.013950259,0.8649738219960424,0.8649738219960424,0.6838666931444767,1.0
7200000,0.8314962,8.0,0.26333985,0.8266554,177.41935483870967,0.78230697,0.42305806,8.44658e-05,0.12815523,0.0028227083,0.11429747,0.10525678,0.8707741903321397,0.8707741903321397,6.07450830440728,1.0
7230000,0.81954753,8.0,0.23051961,0.4140967,260.7708333333333,0.0058114124,0.43929103,8.357042e-05,0.12785679,0.0027928927,0.014260509,0.031835545,0.7851964992347297,0.7851964992347297,1.0256752853210156,1.0
7260000,0.8438306,8.0,0.3041624,0.406894,189.2945205479452,0.0032051082,0.42893967,8.26562e-05,0.12755203,0.0027624487,0.016792996,0.03646109,0.8564820648267352,0.8564820648267352,0.5922723957128694,1.0
7290000,0.90668315,8.0,0.23258376,0.40271994,277.94545454545454,0.0020283007,0.4338656,8.174822e-05,0.12724939,0.0027322131,0.014940664,0.036333326,0.7683689247057276,0.7683689247057276,0.9518574769925146,1.0
7320000,0.894382,8.0,0.28075466,0.38523564,204.41610738255034,0.0026897117,0.47015327,8.088096e-05,0.12696029,0.0027033335,0.01805191,0.036458943,0.8458019583394715,0.8458019583394715,0.6867286865082052,1.0
7350000,1.0067534,8.0,0.184553,0.4476376,303.6774193548387,0.0024636418,0.43438604,7.998708e-05,0.12666234,0.002673567,0.018188283,0.047201965,0.7735791618470103,0.7735791618470103,1.1298627564998849,1.0
7380000,0.77263105,8.0,0.3032314,0.39516294,182.95744680851064,0.0034137114,0.4490415,7.904625e-05,0.12634872,0.002642237,0.015810166,0.02986281,0.861971348906691,0.861971348906691,0.6240970107550556,1.0
7410000,0.82483375,8.0,0.31650385,0.41737255,199.96226415094338,0.0029844216,0.4150649,7.81069e-05,0.1260356,0.0026109575,0.018868705,0.03274199,0.8410608935145996,0.8410608935145996,0.8127172399545088,1.0
7440000,0.776117,8.0,0.31261504,0.56823015,175.26,0.036860365,0.4010027,7.725815e-05,0.1257527,0.0025826937,0.0417803,0.060152464,0.8754258041900973,0.8754258041900973,0.7829608849339909,1.0
7470000,0.8311097,8.0,0.2735834,0.77768135,210.27407407407406,0.23886466,0.44235432,7.634809e-05,0.12544933,0.0025523885,0.057134844,0.049901485,0.8373073506552506,0.8373073506552506,3.4111798601635894,1.0
7500000,0.93653935,8.0,0.23699185,0.6687088,282.05454545454546,0.014199947,0.4146223,7.545105e-05,0.12515032,0.0025225175,0.03842432,0.08769089,0.8121554493226788,0.8121554493226788,1.6062686188485136,1.0
