Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
2130000,0.9549682,359.5128205128205,0.19076146,0.88325375,0.4567569431058968,0.4567569431058968,2.627623223287018,0.03222191,0.06578892,0.00023656829,0.17885606,0.007887722,0.034987368,0.04407256,1.0
2160000,0.8910983,480.28125,0.122803055,0.92144763,0.3477593493880704,0.3477593493880704,3.8112809189333348,0.01485313,0.07125663,0.00023567211,0.17855735,0.00785788,0.045266517,0.04859432,1.0
2190000,0.9309535,422.18461538461537,0.14443621,0.8775957,0.34691382818497146,0.34691382818497146,2.7522184700346912,0.02393511,0.06932584,0.00023477561,0.17825852,0.007828026,0.03364932,0.03308441,1.0
2220000,0.9523578,448.3943661971831,0.1447103,0.73570186,0.39659152809582965,0.39659152809582965,2.7737195365734295,0.0075696944,0.06723876,0.00023385399,0.17795134,0.007797337,0.029932726,0.042293306,1.0
2250000,0.95082384,525.98,0.11936392,0.81363815,0.23389997348189354,0.23389997348189354,3.504310246631503,0.008113856,0.07138163,0.00023292864,0.17764287,0.0077665225,0.034633506,0.038009834,1.0
2280000,0.9947187,485.13432835820896,0.0815614,0.7543572,0.28068785538727586,0.28068785538727586,2.9204166477094544,0.0079063745,0.0722834,0.00023203158,0.17734383,0.0077366494,0.03269207,0.031905808,1.0
2310000,0.94648254,462.0,0.14726883,0.7408756,0.2849135556154781,0.2849135556154781,2.897314694658336,0.008461723,0.06999765,0.00023112484,0.1770416,0.007706456,0.03606414,0.031024745,1.0
2340000,0.9575526,341.3636363636364,0.16690886,0.8665748,0.5507970407386037,0.5507970407386037,2.1603765093502316,0.0073740603,0.06851404,0.00023022508,0.17674167,0.007676495,0.028481867,0.033056587,1.0
2370000,0.8392587,407.421686746988,0.21206811,0.9415609,0.382360956654316,0.382360956654316,3.693451546177995,0.026829733,0.07823096,0.0002293258,0.17644191,0.007646548,0.044292625,0.046862952,1.0
2400000,0.86715317,422.92424242424244,0.16090952,0.8289275,0.35672236912286104,0.35672236912286104,3.3705579864778628,0.007995487,0.06669293,0.00022843698,0.17614564,0.0076169516,0.037443817,0.037026558,1.0
2430000,0.84460026,542.5208333333334,0.070396505,0.8873645,0.2698791377867262,0.2698791377867262,3.435565034432026,0.0072555235,0.06625787,0.00022753899,0.17584631,0.0075870464,0.03444544,0.03528749,1.0
2460000,0.8001155,512.4202898550725,0.12885027,0.81323576,0.27006374007981754,0.27006374007981754,3.505872413576783,0.007974794,0.06929356,0.00022663562,0.1755452,0.0075569637,0.036205716,0.038406264,1.0
2490000,0.8075047,320.8375,0.12990683,0.934643,0.5290674839168787,0.5290674839168787,3.0650648864684626,0.13832489,0.072911926,0.00022574305,0.17524767,0.0075272424,0.037019055,0.04220691,1.0
2520000,0.8013947,409.3066666666667,0.18026859,1.0603396,0.33719464629888535,0.33719464629888535,3.501194669355949,0.13835125,0.0667531,0.00022484685,0.17494892,0.0074973973,0.040676054,0.050217118,1.0
2550000,0.811269,415.02564102564105,0.1777742,0.95644605,0.44388203122294867,0.44388203122294867,5.189913759515501,0.01459621,0.06695712,0.00022394459,0.1746482,0.007467354,0.03476212,0.039344605,1.0
2580000,0.8385986,435.4920634920635,0.114973955,0.8936869,0.31037775486234637,0.31037775486234637,3.3173316659198866,0.011021142,0.068070635,0.00022305049,0.17435016,0.0074375803,0.038039755,0.049527504,1.0
2610000,0.8786933,451.3898305084746,0.12123039,0.85906315,0.311220319341805,0.311220319341805,2.933061182877775,0.014500437,0.06708626,0.00022215335,0.17405109,0.007407705,0.0345208,0.04512737,1.0
2640000,0.8292637,410.5492957746479,0.15601633,0.90410185,0.33578589264775666,0.33578589264775666,3.584621397673454,0.011860432,0.07089532,0.00022126304,0.17375433,0.0073780576,0.03971527,0.04894523,1.0
2670000,0.8586969,510.1363636363636,0.12086057,0.8792343,0.2169878531360265,0.2169878531360265,4.1281705928655965,0.008509403,0.071232595,0.000220372,0.17345734,0.007348386,0.034198817,0.029997671,1.0
2700000,0.8866558,481.7258064516129,0.1501097,0.7919083,0.22775803938988717,0.22775803938988717,3.521463824466111,0.017152237,0.06958147,0.00021947217,0.17315738,0.007318422,0.034382466,0.033877518,1.0
2730000,0.89342666,426.33898305084745,0.1270367,0.8424321,0.33623048385321086,0.33623048385321086,4.165140426480922,0.12885907,0.065583155,0.00021855977,0.17285325,0.007288039,0.035962787,0.037763383,1.0
2760000,0.8754859,483.8235294117647,-0.08584509,0.22492433,0.2513205600792871,0.2513205600792871,3.0277900571715746,1.9361694,0.071787514,0.00021765594,0.17255197,0.007257941,0.07586237,0.05418543,1.0
2790000,0.9301297,603.2954545454545,-1.9407126,-4.0846024,-0.03533639386296272,-0.03533639386296272,5.133590662301603,18.426954,0.07276525,0.00021675156,0.17225051,0.007227826,0.3491113,0.054965746,1.0
2820000,0.960453,574.5555555555555,-0.96944135,-1.488956,0.060158699987426636,0.060158699987426636,30.727119068807315,31.206116,0.07106423,0.00021585023,0.17195007,0.007197812,0.098210804,0.038717825,1.0
2850000,0.8972693,427.8333333333333,0.13126257,0.92557204,0.3915138647167219,0.3915138647167219,3.5579882055592154,0.033388946,0.06892603,0.00021495277,0.17165092,0.007167927,0.046670843,0.042150863,1.0
2880000,0.93669915,415.0,0.13939466,0.9191859,0.4092405209871563,0.4092405209871563,3.653954735695938,0.010702518,0.07014573,0.00021405342,0.17135112,0.007137977,0.040072765,0.041917264,1.0
2910000,0.9502058,446.2280701754386,0.10995736,0.9198755,0.3255754121040043,0.3255754121040043,3.5865694751080714,0.008125358,0.07236085,0.00021315731,0.17105244,0.007108137,0.030727362,0.030809129,1.0
2940000,0.8485036,603.2777777777778,0.09961825,0.886999,0.018973047057023414,0.018973047057023414,4.522477060986253,0.0068242317,0.067808144,0.00021224612,0.1707487,0.007077794,0.033213478,0.03261785,1.0
2970000,0.8712658,416.98571428571427,0.1332601,0.79708594,0.3781916439119313,0.3781916439119313,2.8000459474925368,0.034194674,0.070258975,0.0002113445,0.17044815,0.0070477696,0.03770873,0.054803364,1.0
3000000,0.93916076,466.0,0.11953128,0.8726425,0.3043442391714112,0.3043442391714112,5.175729934904785,0.16664101,0.07222701,0.00021045064,0.17015019,0.0070180045,0.03545217,0.03650679,1.0
3030000,0.80749536,470.05970149253733,0.114459015,0.9416896,0.30592535124785863,0.30592535124785863,3.0826584040395804,0.030703168,0.075190164,0.00020955215,0.1698507,0.006988086,0.040670957,0.034722317,1.0
3060000,0.8859009,486.8,0.08191207,0.8780252,0.28232305015508946,0.28232305015508946,4.593564107383673,0.028358074,0.07049819,0.00020865793,0.16955265,0.006958308,0.039693613,0.03157581,1.0
3090000,0.8565416,482.1940298507463,0.13920791,0.83996546,0.26391937917293007,0.26391937917293007,3.5286020307954566,0.012558431,0.06799164,0.00020776324,0.16925439,0.0069285147,0.034493513,0.037516974,1.0
3120000,0.88606644,498.24,0.07758334,0.8365558,0.30163597360253336,0.30163597360253336,3.8070277747884393,0.011751272,0.07282488,0.00020686202,0.168954,0.006898504,0.03744759,0.038785193,1.0
3150000,0.79199326,465.0,0.13550442,0.8994886,0.2882684678451656,0.2882684678451656,3.6174288079436,0.015633928,0.07595688,0.00020596133,0.16865377,0.0068685105,0.038194615,0.03834582,1.0
3180000,0.8316494,381.5921052631579,0.13668202,0.9659485,0.47358682192862034,0.47358682192862034,2.634114855753356,0.011733516,0.07234224,0.000205059,0.16835298,0.0068384632,0.037247885,0.038389985,1.0
3210000,0.87937397,483.7291666666667,0.10192865,0.9648952,0.2869708063080907,0.2869708063080907,4.566963904178313,0.029541852,0.07290117,0.00020414914,0.16804968,0.006808164,0.040449355,0.047505733,1.0
3240000,0.93890566,510.47222222222223,0.18442477,0.8927729,0.18382219390736687,0.18382219390736687,4.506254170646167,0.02589995,0.067589685,0.0002032445,0.16774814,0.00677804,0.030337181,0.044709366,1.0
3270000,0.8984226,499.56140350877195,0.10575157,0.8259982,0.27221050387934637,0.27221050387934637,3.7899845071267664,0.014873678,0.07189932,0.00020233948,0.16744648,0.0067479024,0.03259491,0.04458389,1.0
3300000,0.84636945,491.2542372881356,0.11889507,0.8448201,0.28827794186644634,0.28827794186644634,3.3674664883164027,0.014574672,0.06888995,0.00020144596,0.16714862,0.006718149,0.037900545,0.041613102,1.0
3330000,0.7967118,420.1392405063291,0.14120217,0.96278507,0.3449769058288672,0.3449769058288672,3.6389121872802765,0.030678809,0.071359225,0.00020055557,0.16685185,0.006688499,0.04312666,0.0525581,1.0
3360000,0.815757,362.26506024096386,0.20144336,0.94433,0.5335428420276869,0.5335428420276869,2.9989925742348924,0.0112482,0.06742137,0.00019965673,0.16655223,0.0066585676,0.038402427,0.05107957,1.0
3390000,0.8504062,445.48936170212767,0.115301825,1.0518616,0.32033614814281464,0.32033614814281464,3.8422462042975933,0.075445235,0.06916817,0.00019876056,0.16625349,0.0066287247,0.03517194,0.03272608,1.0
3420000,0.7450298,427.00961538461536,0.1986142,1.1645682,0.3517038246903282,0.3517038246903282,4.135339774558536,0.06621356,0.06754225,0.00019785708,0.16595234,0.00659864,0.03747372,0.05910748,1.0
3450000,0.7442371,332.1014492753623,0.15960549,1.0235814,0.5228927370862685,0.5228927370862685,2.9391124066694276,0.11390149,0.065458395,0.0001969591,0.165653,0.006568736,0.033363048,0.042194422,1.0
3480000,0.81144005,498.04615384615386,0.12186327,0.8412604,0.25567074051270117,0.25567074051270117,3.224303074553609,0.009397381,0.06983434,0.00019606284,0.16535427,0.0065388903,0.033335663,0.034195848,1.0
3510000,0.7281944,410.4179104477612,0.13960175,0.8895795,0.42531042568274396,0.42531042568274396,2.728159531804997,0.03767673,0.06993467,0.0001951723,0.16505742,0.006509236,0.04058834,0.03744156,1.0
3540000,0.74804,496.35185185185185,0.09918279,1.0665323,0.2071925662457943,0.2071925662457943,4.722717461866085,0.029724253,0.06437017,0.00019426434,0.16475476,0.006479001,0.038395315,0.04559083,1.0
3570000,0.7800957,512.1333333333333,0.098859176,0.7576418,0.23772997570534546,0.23772997570534546,3.8749294836074113,0.006990209,0.06546341,0.00019336058,0.16445352,0.006448906,0.03222797,0.033267338,1.0
3600000,0.77347076,441.04918032786884,0.12519374,0.8716767,0.32932784652612246,0.32932784652612246,3.005743274648414,0.0070865373,0.07362921,0.00019246025,0.16415341,0.0064189252,0.03435805,0.034872945,1.0
3630000,0.7884566,501.28767123287673,0.13219908,0.80543745,0.2108657295777373,0.2108657295777373,3.5131907756695497,0.006594335,0.06604999,0.00019155859,0.16385286,0.0063888994,0.03133749,0.03817491,1.0
3660000,0.7909756,409.0,0.16721073,0.78838897,0.4557864684108141,0.4557864684108141,2.7335280709446885,0.009568128,0.06496891,0.00019065042,0.16355011,0.006358657,0.040531345,0.027434167,1.0
3690000,0.9174898,423.9,0.120781206,0.94161034,0.40932331209381423,0.40932331209381423,3.206991487896691,0.025365498,0.0713395,0.00018974915,0.16324972,0.0063286456,0.034408785,0.042871453,1.0
3720000,0.810453,447.98765432098764,0.1959761,1.1168505,0.3420123239910161,0.3420123239910161,3.635569456619797,0.8134293,0.0704333,0.00018884636,0.16294877,0.006298582,0.05286808,0.048989203,1.0
3750000,0.81490356,465.1904761904762,0.13670996,0.7734144,0.34422855025955607,0.34422855025955607,9.883561224011439,0.032844253,0.06921893,0.00018795421,0.1626514,0.0062688743,0.030996753,0.037506666,1.0
3780000,0.8727982,495.32876712328766,0.10952368,0.73447716,0.20313422218577504,0.20313422218577504,3.1235711855418367,0.0057944707,0.071829,0.00018706269,0.16235422,0.006239186,0.029518336,0.043444607,1.0
3810000,0.7970533,387.855421686747,0.16932043,0.7682791,0.40723612868642234,0.40723612868642234,2.3811463624160423,0.008589403,0.069639444,0.00018617093,0.16205697,0.0062094904,0.038196873,0.03458475,1.0
3840000,0.83486533,405.61290322580646,0.17573209,0.7774802,0.4652773977047013,0.4652773977047013,2.5941370945769333,0.0059877452,0.06949152,0.00018526158,0.16175382,0.0061792084,0.029841457,0.030623317,1.0
