Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
30000,2.6763303,0.021858633,0.108435534,0.0035279458,0.066194855,0.0002995469,0.19984895,0.009984911,0.07781234,2.6701822,999.0,0.19745833841928592,0.19745833841928592,6.098376229405403,1.0
60000,2.6075716,0.016774224,0.5939923,0.022741523,0.073842704,0.0002986913,0.19956377,0.009956421,0.07415389,2.2706242,999.0,0.2141428614700479,0.2141428614700479,11.473112827965192,1.0
90000,2.4521072,-0.0142588895,1.285683,0.049768977,0.07248864,0.0002977922,0.19926408,0.009926479,0.14855942,2.0324857,999.0,0.258080004863441,0.258080004863441,20.239627907276155,1.0
120000,2.2828884,-0.0006084155,1.7363352,0.06814397,0.071593724,0.00029689135,0.19896379,0.00989648,0.1690395,1.705806,999.0,0.19728571694743421,0.19728571694743421,26.336589418138775,1.0
150000,2.2631288,0.0054937815,1.9281521,0.030560624,0.06995304,0.00029599218,0.19866405,0.009866541,0.15744905,1.5850768,999.0,0.21428000459447502,0.21428000459447502,19.512291507720946,1.0
180000,2.2126017,0.018761361,1.8442568,0.0099153975,0.07148202,0.00029509133,0.19836377,0.009836541,0.14860697,1.493871,999.0,0.18637143268382975,0.18637143268382975,19.12441017287118,1.0
210000,2.1131794,0.02135123,2.109186,0.13249476,0.068655565,0.0002941922,0.19806407,0.009806599,0.15177487,1.4456049,999.0,0.22192000380717217,0.22192000380717217,23.1282208776474,1.0
240000,2.2048976,0.01924233,1.9686735,0.036060087,0.0719953,0.00029329132,0.19776377,0.0097766,0.12477092,1.4221225,999.0,0.22697143179497548,0.22697143179497548,18.06256620032447,1.0
270000,2.1143508,0.02130186,1.558298,0.016785178,0.07080041,0.00029239221,0.19746408,0.00974666,0.12113253,1.3906666,999.0,0.22460000213235617,0.22460000213235617,18.3500300014019,1.0
300000,2.122812,0.015404238,1.6397978,0.0103939865,0.072939545,0.00029149133,0.19716378,0.00971666,0.11548136,1.3473282,999.0,0.21477143241624747,0.21477143241624747,16.2806217116969,1.0
330000,1.9432018,0.01555173,1.7746949,0.010744944,0.06843345,0.00029059217,0.19686408,0.009686719,0.13802363,1.2594326,999.0,0.22512000478804112,0.22512000478804112,18.916321759223937,1.0
360000,2.0005143,0.021900244,1.691411,0.00798354,0.06889589,0.00028969132,0.19656377,0.009656722,0.12604724,1.2532927,999.0,0.22905714640926036,0.22905714640926036,16.427898837838853,1.0
390000,1.9118927,0.02182168,1.9210488,0.016801823,0.07196204,0.00028879222,0.19626406,0.009626779,0.16265392,1.0701163,999.0,0.2587200066074729,0.2587200066074729,21.769560270309448,1.0
420000,1.8895663,0.020647718,1.9903238,0.008396538,0.068271615,0.0002878913,0.19596379,0.00959678,0.14068863,0.9884796,999.0,0.25454286282017297,0.25454286282017297,18.39859647325107,1.0
450000,1.9806979,0.028569413,1.8844701,0.012375122,0.070812866,0.00028699217,0.19566408,0.00956684,0.14997783,1.0161504,999.0,0.2655200063996017,0.2655200063996017,20.29189693927765,1.0
480000,2.0105646,0.024199296,2.0064526,0.0064969994,0.07488997,0.00028609132,0.19536379,0.00953684,0.14042701,1.0226926,999.0,0.28674286331183146,0.28674286331183146,18.53166280388832,1.0
510000,1.7530011,0.030969217,2.0656486,0.004078384,0.07068308,0.00028519222,0.19506405,0.009506899,0.15193547,0.79632306,999.0,0.32732000831514596,0.32732000831514596,19.066805483102797,1.0
540000,1.8169718,0.03245211,1.7653388,0.003618377,0.06929011,0.0002842913,0.19476378,0.0094769,0.13053377,0.8663251,999.0,0.2890285789367876,0.2890285789367876,15.867211245638984,1.0
570000,1.976937,0.029241372,1.5571389,0.005768656,0.067891605,0.0002833922,0.19446406,0.009446959,0.13190643,0.95239747,999.0,0.2620000051241368,0.2620000051241368,17.157974905967713,1.0
600000,1.9030644,0.022918556,1.6771868,0.007383072,0.07069968,0.00028249135,0.19416377,0.00941696,0.15074354,0.7569998,999.0,0.24100000506732613,0.24100000506732613,18.27508399486542,1.0
630000,1.9519788,0.021570353,1.7929146,0.0035355606,0.074043885,0.0002815922,0.19386408,0.00938702,0.16856708,0.8312394,999.0,0.21168000277131796,0.21168000277131796,19.09621519804001,1.0
660000,1.837951,0.021452975,2.4451184,0.009556344,0.068483934,0.00028069137,0.19356377,0.00935702,0.24203543,0.70276386,999.0,0.2480857168789953,0.2480857168789953,28.356560785429817,1.0
690000,1.7296412,0.022551646,3.0332358,0.011001757,0.0707355,0.0002797922,0.19326408,0.009327079,0.29144016,0.6202312,999.0,0.242200000109151,0.242200000109151,33.14754048347473,1.0
720000,1.5773829,0.022038784,3.645905,0.013983412,0.06896197,0.00027889133,0.19296376,0.00929708,0.3316645,0.5224678,999.0,0.22840000151856138,0.22840000151856138,38.89318709373474,1.0
750000,1.7581061,0.020660652,3.711742,0.012619479,0.07047485,0.00027799222,0.19266406,0.009267139,0.33396658,0.4318683,999.0,0.1901200028229505,0.1901200028229505,37.76979952812195,1.0
780000,1.6399188,0.02159874,3.9978724,0.014443403,0.069846556,0.00027709134,0.19236377,0.0092371395,0.3499597,0.38855124,999.0,0.2130857165004792,0.2130857165004792,38.86507386480059,1.0
810000,1.6121606,0.021398772,3.9288664,0.022784252,0.06753675,0.00027619218,0.19206408,0.009207199,0.33932763,0.3336105,999.0,0.19720000109635294,0.19720000109635294,41.11157231330871,1.0
840000,1.7037957,0.015836034,4.134031,0.02166326,0.07287033,0.00027529136,0.19176377,0.0091772,0.34950644,0.3086687,999.0,0.2032571444986388,0.2032571444986388,40.78194008554731,1.0
870000,1.8521926,0.017845515,4.0474463,0.029127384,0.070209205,0.00027439222,0.19146407,0.0091472585,0.31827053,0.30851156,999.0,0.1997200018679723,0.1997200018679723,40.40890823364258,1.0
