Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
3750000,0.8911395,8.0,205.575,0.43592283,0.2881363,0.8331545416217345,0.8331545416217345,0.7685051289078623,0.0029992417,0.43401426,0.0001879532,0.16265105,0.0062688407,0.015740555,0.08954761,1.0
3780000,0.8492171,8.0,166.2883435582822,0.4646674,0.3192292,0.8888993961457721,0.8888993961457721,0.5252440542855417,0.0037594684,0.4352795,0.00018704274,0.16234754,0.00623852,0.017544977,0.059519354,1.0
3810000,0.80596507,8.0,191.16556291390728,0.4013021,0.31363764,0.8774499947597322,0.8774499947597322,0.6197722824780565,0.00320123,0.47498322,0.00018615418,0.16205136,0.006208933,0.014525672,0.057298865,1.0
3840000,0.80407053,8.0,197.67484662576686,0.4003318,0.400282,0.8790081748328868,0.8790081748328868,0.6903406329740003,0.003667846,0.40896636,0.0001852638,0.16175456,0.0061792815,0.01895495,0.06509124,1.0
3870000,0.8635082,8.0,191.52317880794703,0.38925874,0.43397272,0.8702493282655875,0.8702493282655875,0.6268548819267501,0.0051816977,0.43146077,0.0001843409,0.16144693,0.00614855,0.015804838,0.043794844,1.0
3900000,0.7631704,8.0,161.60843373493975,0.4128272,0.5439035,0.8995872782920137,0.8995872782920137,0.49027100626939124,0.0056083947,0.4096997,0.00018346039,0.16115344,0.006119229,0.014027891,0.035488036,1.0
3930000,0.79044694,8.0,205.23376623376623,0.3944286,0.54146534,0.8615713281184435,0.8615713281184435,0.6199232363825044,0.0051619657,0.4168146,0.00018256562,0.16085519,0.006089434,0.014146375,0.025538255,1.0
3960000,0.7489958,8.0,168.04268292682926,0.4181842,0.66547304,0.8866030452091519,0.8866030452091519,0.5400665450341454,0.006246538,0.4564707,0.00018163878,0.16054623,0.0060585695,0.01771111,0.041550223,1.0
3990000,0.8943848,8.0,301.14953271028037,0.32602325,0.5792987,0.7489074005710857,0.7489074005710857,0.9686572257153414,0.0048534507,0.3864746,0.00018073432,0.16024478,0.0060284515,0.013274485,0.04400104,1.0
4020000,0.8941125,8.0,267.92561983471074,0.29241303,0.55251503,0.7968767171982547,0.7968767171982547,1.1268236980099102,0.005192176,0.4262128,0.0001798199,0.15993993,0.005998001,0.020535115,0.05393598,1.0
4050000,0.8888538,8.0,243.12765957446808,0.3512007,0.4888328,0.8434175208364565,0.8434175208364565,0.6905083299048015,0.0035994316,0.4277089,0.00017893864,0.1596462,0.005968655,0.013758493,0.028740942,1.0
4080000,0.7798818,8.0,228.6689189189189,0.34285802,0.39985254,0.8107884299694276,0.8107884299694276,0.7070688089216445,0.003241114,0.40050128,0.00017804388,0.15934792,0.0059388587,0.014129917,0.036119424,1.0
4110000,0.820313,8.0,207.35714285714286,0.38089302,0.35540727,0.8496305519818432,0.8496305519818432,0.5231633838395484,0.0032771616,0.39390486,0.00017716002,0.15905331,0.005909427,0.012504104,0.04353703,1.0
4140000,0.817981,8.0,221.74834437086093,0.41342723,0.40031797,0.855228772159103,0.855228772159103,0.5602224249520051,0.0035853114,0.43434942,0.00017622732,0.15874243,0.005878368,0.013997368,0.044109974,1.0
4170000,0.7772313,8.0,173.65584415584416,0.4681185,0.36752903,0.8736029921356075,0.8736029921356075,0.4656538420696994,0.0035284096,0.43173414,0.00017535292,0.15845095,0.0058492506,0.013152178,0.028373023,1.0
4200000,0.8469446,8.0,219.25899280575538,0.37467274,0.39544657,0.8691294074935072,0.8691294074935072,0.6756766801426077,0.0033937807,0.42568952,0.00017447553,0.1581585,0.005820033,0.015323911,0.04597582,1.0
4230000,0.7286739,8.0,160.07177033492823,0.4618059,0.37411603,0.8837370699135269,0.8837370699135269,0.4466121484684508,0.004339126,0.46014866,0.00017355903,0.15785299,0.005789514,0.013726419,0.055891976,1.0
4260000,0.7991253,8.0,175.04285714285714,0.3900064,0.39605615,0.8792489608813976,0.8792489608813976,0.4902534041682194,0.0031677273,0.43447897,0.00017267188,0.15755726,0.005759972,0.012419148,0.060699075,1.0
4290000,0.78895026,8.0,172.16571428571427,0.45525184,0.41760293,0.8802474247132028,0.8802474247132028,0.4826486229470798,0.0037995726,0.44012234,0.00017176021,0.15725338,0.005729613,0.01795533,0.062602766,1.0
4320000,0.8552324,8.0,252.00763358778627,0.38763976,0.37298548,0.8400629853287082,0.8400629853287082,0.5619935967783466,0.0036758548,0.40062034,0.00017087246,0.15695743,0.0057000504,0.011841377,0.051781796,1.0
4350000,0.7897213,8.0,152.43548387096774,0.48049226,0.4903477,0.8838863361402939,0.8838863361402939,0.47723583411934273,0.0040514558,0.42396298,0.00016995012,0.15664999,0.0056693354,0.014646609,0.054376077,1.0
4380000,0.9137843,8.0,228.2037037037037,0.35216862,0.40475568,0.8324982854418266,0.8324982854418266,0.6236786243016235,0.002534202,0.38553128,0.00016905474,0.15635155,0.0056395205,0.014397113,0.05016319,1.0
4410000,0.8674348,8.0,255.5034965034965,0.38112807,0.46664605,0.8125861246872993,0.8125861246872993,0.8348129792070954,0.0038763992,0.4246713,0.0001681389,0.15604626,0.0056090234,0.0161346,0.06574168,1.0
4440000,0.7043149,8.0,143.58549222797927,0.45327604,0.67086536,0.9070948934448617,0.9070948934448617,0.49628953877076204,0.6594124,0.42122114,0.00016723182,0.15574391,0.0055788173,0.06161936,0.056438256,1.0
4470000,0.83221215,8.0,229.39837398373984,0.38173014,0.6495321,0.8592450776305355,0.8592450776305355,4.983143587169222,0.122483194,0.41086817,0.00016634654,0.15544882,0.005549338,0.024265692,0.04358556,1.0
4500000,0.7885146,8.0,211.83766233766235,0.3651698,0.3755521,0.8360052212001452,0.8360052212001452,0.5611367811801923,0.0040874286,0.3855451,0.00016545267,0.15515088,0.005519572,0.013598025,0.05460002,1.0
4530000,0.7810119,8.0,184.01923076923077,0.39553282,0.75951636,0.870995618426241,0.870995618426241,0.8736973669496365,0.07634638,0.38848084,0.0001645667,0.15485553,0.0054900674,0.026123548,0.0774695,1.0
4560000,0.795277,8.0,204.43037974683546,0.38265443,0.72654176,0.8451677358438892,0.8451677358438892,1.7694083394302476,0.39431804,0.42387506,0.00016365467,0.15455154,0.005459698,0.027484039,0.073091365,1.0
4590000,0.7798607,8.0,175.10588235294117,0.4362161,0.363572,0.9040824537388763,0.9040824537388763,0.48013921042806224,0.0038884357,0.44253078,0.0001627341,0.15424469,0.0054290444,0.014493746,0.0344397,1.0
4620000,0.85139316,8.0,187.03973509933775,0.4316307,0.38222015,0.8735463517588495,0.8735463517588495,0.546013619590378,0.003343494,0.44603136,0.00016184433,0.15394808,0.005399415,0.013777298,0.06650166,1.0
4650000,0.8574095,8.0,254.51181102362204,0.36168733,0.33981547,0.7911565550221283,0.7911565550221283,0.7714991500585905,0.002919668,0.39910725,0.00016093298,0.15364431,0.0053690663,0.013734066,0.049957417,1.0
4680000,0.8929095,8.0,229.57522123893804,0.36188158,0.31181645,0.8654915180246708,0.8654915180246708,0.5474974650039212,0.0033019786,0.39474317,0.0001600502,0.15335004,0.00533967,0.013254695,0.051377703,1.0
4710000,0.80738956,8.0,185.43636363636364,0.43835315,0.29551068,0.8530976288461474,0.8530976288461474,0.4986095305741627,0.00321809,0.43820322,0.00015916434,0.15305477,0.0053101704,0.012902672,0.056480084,1.0
4740000,0.8272812,8.0,236.39333333333335,0.39022607,0.31295675,0.8237666611077515,0.8237666611077515,0.6886995085878364,0.0036743598,0.4098341,0.00015825276,0.15275088,0.0052798144,0.014391792,0.029593745,1.0
4770000,0.84776676,8.0,136.66451612903225,0.42926428,0.3056264,0.9110911927133236,0.9110911927133236,0.40064266365630635,0.0037172846,0.4353449,0.00015735604,0.15245199,0.0052499543,0.015247032,0.053465776,1.0
4800000,0.814649,8.0,205.82758620689654,0.43576688,0.3285113,0.8536362048966446,0.8536362048966446,0.631643876126946,0.0037835834,0.43366325,0.00015644474,0.15214825,0.005219608,0.014926671,0.04382318,1.0
4830000,0.8641795,8.0,174.76470588235293,0.4011808,0.36364403,0.8749335487618258,0.8749335487618258,0.6190987118936487,0.0036809866,0.44604734,0.00015554039,0.15184678,0.0051894933,0.015363069,0.04192047,1.0
4860000,0.82550937,8.0,210.71428571428572,0.3906429,0.3644874,0.8570115338915434,0.8570115338915434,0.5249757502789203,0.0028978393,0.43082586,0.00015464076,0.1515469,0.0051595345,0.012558699,0.05237354,1.0
4890000,0.878603,8.0,199.81690140845072,0.39952812,0.35875008,0.8495778534029211,0.8495778534029211,0.5476081368114267,0.0030554465,0.41472396,0.00015372426,0.1512414,0.0051290155,0.013695279,0.054596182,1.0
4920000,0.7793828,8.0,164.4240837696335,0.46609807,0.35760885,0.8713336771865583,0.8713336771865583,0.45658698549175664,0.0034052692,0.442003,0.00015285423,0.1509514,0.0051000444,0.012616484,0.036444344,1.0
4950000,0.84211665,8.0,181.65269461077844,0.4740079,0.32349277,0.8740357554771684,0.8740357554771684,0.4264444231761224,0.0029804122,0.43929508,0.00015196542,0.15065514,0.005070447,0.011785601,0.05207885,1.0
4980000,0.7773932,8.0,174.7987012987013,0.40657994,0.62998426,0.886848733819361,0.886848733819361,0.6010509434309376,0.033061154,0.4105256,0.00015107212,0.15035734,0.0050406987,0.02389115,0.04183776,1.0
5010000,0.6808654,8.0,138.74761904761905,0.48752034,0.3766876,0.9171260640696044,0.9171260640696044,0.6172475172272968,0.010683013,0.4544435,0.00015018063,0.15006018,0.005011013,0.011906433,0.028310224,1.0
5040000,0.7727165,8.0,196.825,0.42782524,0.53580886,0.8567166638871034,0.8567166638871034,0.748765870075052,0.01990953,0.44023317,0.00014925214,0.14975071,0.004980094,0.023361975,0.050909396,1.0
5070000,0.82428265,8.0,210.23333333333332,0.3833958,0.45276934,0.8465860867934512,0.8465860867934512,1.1804741887338706,0.006897103,0.43172842,0.00014834701,0.14944898,0.0049499534,0.02165473,0.044415988,1.0
5100000,0.78378457,8.0,149.54787234042553,0.4802998,0.3428066,0.9077010894489419,0.9077010894489419,0.4123197289048872,0.0031157446,0.46570548,0.000147439,0.14914632,0.0049197166,0.012420893,0.048480827,1.0
5130000,0.7235694,8.0,173.03468208092485,0.4502198,0.2773823,0.8866859497816375,0.8866859497816375,0.34809450937560604,0.0032391523,0.41684714,0.00014654618,0.1488487,0.004889986,0.009927766,0.025937116,1.0
5160000,0.7250571,8.0,138.8855421686747,0.43878955,0.22887409,0.9061451772654272,0.9061451772654272,0.27852828023080006,0.0030056085,0.43054736,0.00014565614,0.14855203,0.004860348,0.00963371,0.022575613,1.0
5190000,0.7937206,8.0,248.3,0.36050767,0.25935495,0.8108848889204238,0.8108848889204238,0.6204294757046502,0.005121114,0.44145897,0.00014475179,0.14825058,0.004830233,0.017290255,0.040550537,1.0
5220000,0.8355243,8.0,229.26315789473685,0.3909536,0.33667165,0.827010520026648,0.827010520026648,0.7872298996671474,0.0031397801,0.41138265,0.00014385601,0.147952,0.004800403,0.013175038,0.053893838,1.0
5250000,0.8219454,8.0,230.5076923076923,0.3741553,0.2962864,0.8058923005771178,0.8058923005771178,0.7023203570574809,0.0030805452,0.41420534,0.00014295444,0.14765145,0.004770381,0.013851131,0.042683724,1.0
5280000,0.8967194,8.0,263.9117647058824,0.33623847,0.44132063,0.8039580889400981,0.8039580889400981,1.1532857613371952,0.0036629476,0.4269362,0.00014206779,0.14735591,0.0047408557,0.019170318,0.09230554,1.0
5310000,0.90065587,8.0,324.2019230769231,0.30087018,0.345438,0.7801646377251605,0.7801646377251605,0.8433476143958744,0.0023903248,0.42318398,0.00014115838,0.14705278,0.0047105714,0.011795548,0.051667552,1.0
5340000,0.82895553,8.0,188.26896551724138,0.40474612,0.3446924,0.8534662141590506,0.8534662141590506,0.529299471483289,0.0039834552,0.4210826,0.0001402463,0.14674874,0.004680199,0.012063906,0.029113289,1.0
5370000,0.8010565,8.0,215.3525179856115,0.35790217,0.5967582,0.8418294913905988,0.8418294913905988,0.6547825343826478,0.029169196,0.4010783,0.00013936077,0.14645357,0.0046507115,0.030748904,0.030278262,1.0
5400000,0.7261667,8.0,209.91358024691357,0.38072124,0.5173654,0.8523030839860439,0.8523030839860439,1.136587876955875,0.0067966282,0.42532805,0.00013847578,0.14615859,0.0046212417,0.017472915,0.041718066,1.0
5430000,0.80522,8.0,160.60759493670886,0.4425948,0.4548091,0.8864339715204178,0.8864339715204178,0.34434481113193893,0.003164522,0.4437582,0.00013756324,0.1458544,0.004590854,0.010235738,0.022965407,1.0
5460000,0.68369824,8.0,193.4131736526946,0.43564677,0.41643122,0.8671847019125434,0.8671847019125434,0.3930681186015992,0.0037774553,0.40954736,0.0001366654,0.14555511,0.0045609563,0.010494315,0.017197704,1.0
5490000,0.726471,8.0,176.72988505747125,0.45967528,0.41073683,0.8772754371166229,0.8772754371166229,0.39666488718742515,0.0033831086,0.444069,0.00013575201,0.14525065,0.0045305393,0.012133287,0.030031899,1.0
5520000,0.6550791,8.0,161.25974025974025,0.43690842,0.4169877,0.8782701850955531,0.8782701850955531,0.4165685338992047,0.0034485837,0.4367043,0.0001348781,0.14495936,0.0045014387,0.010691092,0.023800334,1.0
5550000,0.68052435,8.0,320.3363636363636,0.37185115,0.32189485,0.7719140108500686,0.7719140108500686,0.7380825836803312,0.002993318,0.43511882,0.00013394913,0.1446497,0.004470504,0.01410848,0.03038716,1.0
5580000,0.6131169,8.0,439.8510638297872,0.2686448,0.42803475,0.7283759925514459,0.7283759925514459,1.814393163099885,0.007894182,0.40107974,0.00013306754,0.14435585,0.004441147,0.015920034,0.03901231,1.0
5610000,0.82044905,8.0,382.3191489361702,0.26497155,0.52562255,0.6816648836148546,0.6816648836148546,1.4047945034987432,0.0072177895,0.39022812,0.00013216767,0.14405586,0.004411181,0.020042377,0.05189099,1.0
5640000,0.88729274,8.0,242.98518518518517,0.37548864,0.41582918,0.8369921795092523,0.8369921795092523,0.7220289796860015,0.0034129585,0.40755805,0.00013125231,0.14375074,0.0043807,0.011241336,0.032802533,1.0
5670000,0.9303259,8.0,290.45054945054943,0.33262038,0.35271233,0.8023872277204026,0.8023872277204026,0.7197242682363759,0.0025934489,0.3902909,0.00013032484,0.14344159,0.0043498147,0.013087746,0.035058703,1.0
5700000,0.803619,8.0,198.77272727272728,0.41849378,0.3360721,0.8550473960092315,0.8550473960092315,0.5109070823951201,0.0035202499,0.4193055,0.00012947066,0.14315686,0.0043213707,0.011241906,0.021673268,1.0
5730000,0.7001034,8.0,156.5296803652968,0.50020576,0.29116166,0.8890854447310519,0.8890854447310519,0.364049273238631,0.0034568168,0.45739737,0.00012855613,0.14285202,0.004290917,0.01204619,0.01643747,1.0
5760000,0.77963144,8.0,227.7829457364341,0.43599895,0.2739775,0.8774992260222252,0.8774992260222252,0.43310408325006183,0.00315986,0.42680877,0.00012761464,0.14253819,0.004259565,0.010721008,0.013831501,1.0
5790000,0.6531381,8.0,137.77064220183487,0.5283618,0.25760704,0.8957130582415843,0.8957130582415843,0.3270464597840433,0.0034914978,0.4565763,0.00012677009,0.14225668,0.004231441,0.010441848,0.022582522,1.0
5820000,0.83369005,8.0,300.25,0.3691706,0.37906772,0.7938432948491008,0.7938432948491008,1.1851544880797875,0.02228048,0.43022153,0.00012587434,0.14195809,0.004201613,0.01769907,0.031480912,1.0
5850000,0.72031,8.0,141.66321243523316,0.45647043,0.28130203,0.8871234336014217,0.8871234336014217,0.34386819156740484,0.0038688497,0.43799663,0.00012496239,0.1416541,0.004171245,0.009732014,0.018828068,1.0
5880000,0.8749053,8.0,269.21590909090907,0.33310056,0.2499431,0.7964542449471799,0.7964542449471799,0.5009926021634106,0.0027909218,0.39447737,0.00012406212,0.14135401,0.004141267,0.009731148,0.025650272,1.0
5910000,0.70968616,8.0,197.3850267379679,0.3960311,0.25048155,0.8611741738168748,0.8611741738168748,0.5275938432039387,0.0038775413,0.44070223,0.00012313857,0.14104615,0.004110512,0.013055446,0.041145854,1.0
5940000,0.6790759,8.0,158.1988950276243,0.44651973,0.33097523,0.9032312142391684,0.9032312142391684,0.36448584771444087,0.004817354,0.46585217,0.00012224882,0.14074957,0.0040808837,0.010492268,0.023016933,1.0
5970000,0.7001695,8.0,157.6577540106952,0.4521014,0.4622868,0.8846799976295895,0.8846799976295895,0.33577859154385,0.006389863,0.4330179,0.00012135038,0.14045009,0.004050965,0.0107036475,0.028455999,1.0
6000000,0.63479143,8.0,155.97630331753555,0.49184817,0.51001394,0.897995711827562,0.897995711827562,0.3232170328586584,0.009599173,0.42647752,0.000120429635,0.14014319,0.004020305,0.0100913625,0.022768537,1.0
6030000,0.73458344,8.0,165.5310734463277,0.47314557,0.65671074,0.8898369300771843,0.8898369300771843,0.2930328002919189,0.012069714,0.414336,0.00011954953,0.13984983,0.0039909966,0.008689007,0.026227692,1.0
6060000,0.7182186,8.0,161.63905325443787,0.50381863,0.8530951,0.890905775905,0.890905775905,0.34732579049045986,0.0116836,0.3823541,0.00011863768,0.13954587,0.0039606323,0.010970729,0.029287603,1.0
6090000,0.65086937,8.0,168.58549222797927,0.52162397,0.7079881,0.8872494710511283,0.8872494710511283,0.27962190453208197,0.0073477495,0.43404108,0.00011773104,0.13924365,0.003930441,0.007751311,0.01059803,1.0
6120000,0.6422051,8.0,166.86206896551724,0.45882577,0.7288644,0.9008067377916212,0.9008067377916212,0.34210977051930314,0.007950967,0.4498011,0.00011685422,0.13895139,0.0039012437,0.011470506,0.0298098,1.0
6150000,0.6753335,8.0,148.33695652173913,0.4303296,0.77240694,0.8816624284613856,0.8816624284613856,0.3589447233825922,0.0073829056,0.4476294,0.00011596182,0.13865392,0.0038715266,0.011568826,0.035511617,1.0
6180000,0.63200057,8.0,154.95833333333334,0.45979202,0.7717458,0.9033227896967599,0.9033227896967599,0.2770351418575575,0.007229881,0.44223502,0.00011503759,0.13834585,0.0038407494,0.008883945,0.02001459,1.0
6210000,0.6778203,8.0,160.7816091954023,0.45276797,0.80968267,0.8908907458444552,0.8908907458444552,0.49876088958039794,0.01778149,0.4100182,0.000114155286,0.13805173,0.003811369,0.013372819,0.03176656,1.0
6240000,0.73654705,8.0,177.41558441558442,0.43619856,0.65343475,0.893078478736968,0.893078478736968,0.3351888720158346,0.0064939023,0.41707128,0.000113246264,0.13774873,0.0037810982,0.008876957,0.022153648,1.0
6270000,0.657347,8.0,166.76404494382024,0.4593295,0.5687623,0.8819676105525683,0.8819676105525683,0.28099240008635784,0.004606316,0.45106348,0.00011234062,0.13744685,0.0037509406,0.008239469,0.015004074,1.0
6300000,0.6692901,8.0,178.90116279069767,0.44833142,0.4296295,0.867699435085393,0.867699435085393,0.30455262583858345,0.003903367,0.42543146,0.00011145247,0.1371508,0.003721365,0.008543465,0.020021336,1.0
6330000,0.64757365,8.0,170.42328042328043,0.464836,0.3639689,0.8883946781304288,0.8883946781304288,0.28780211086206614,0.004181438,0.42078027,0.000110566274,0.1368554,0.0036918547,0.008639886,0.015315968,1.0
6360000,0.76591843,8.0,179.92546583850933,0.44401062,0.3758961,0.8799536399888677,0.8799536399888677,0.3065391277635334,0.0035323952,0.42827955,0.00010965974,0.13655321,0.0036616665,0.009128416,0.025073364,1.0
6390000,0.6225666,8.0,119.90178571428571,0.5046524,0.4211225,0.9234538436827496,0.9234538436827496,0.28734778279128176,0.0035751262,0.4809851,0.00010875647,0.13625214,0.003631588,0.010953604,0.03358743,1.0
6420000,0.7524282,8.0,215.87074829931973,0.4070631,0.35290983,0.8502842434363006,0.8502842434363006,0.3925716396331889,0.0030544926,0.43897322,0.000107862485,0.13595414,0.003601819,0.009883282,0.025023833,1.0
6450000,0.6704429,8.0,142.6952380952381,0.46857733,0.38815406,0.893919509431211,0.893919509431211,0.3191740097682469,0.0038167448,0.44376406,0.00010696706,0.13565566,0.003572001,0.010980455,0.03336062,1.0
6480000,0.6810921,8.0,149.0612244897959,0.44520092,0.5864151,0.9041304085595706,0.9041304085595706,1.5608069338372514,0.23859861,0.43093765,0.000106023705,0.1353412,0.003540587,0.050007362,0.062481977,1.0
6510000,0.6924414,8.0,159.17224880382776,0.47616082,0.4880574,0.893173111180933,0.893173111180933,1.3808068463903904,0.52864724,0.42493883,0.00010514497,0.1350483,0.0035113255,0.028310241,0.044218555,1.0
6540000,0.7141986,8.0,165.67484662576686,0.46569794,0.3332983,0.9134899948257953,0.9134899948257953,0.315786711628607,0.004135932,0.45967516,0.00010423582,0.13474526,0.0034810503,0.009220016,0.026323814,1.0
6570000,0.71084714,8.0,188.35928143712576,0.4098725,0.3133709,0.864249702259811,0.864249702259811,0.34773776885013136,0.0041899285,0.46086383,0.00010335392,0.13445129,0.0034516833,0.009053863,0.023607505,1.0
6600000,0.6298908,8.0,127.7177033492823,0.44593364,0.33696064,0.9110366653473604,0.9110366653473604,0.25700216502660794,0.0049964115,0.4372935,0.00010244992,0.13414994,0.0034215802,0.009104111,0.02646912,1.0
6630000,0.74298614,8.0,191.88372093023256,0.43167746,0.34770015,0.8734285713927377,0.8734285713927377,0.3746143949323423,0.0037339777,0.42579708,0.00010155122,0.13385037,0.0033916533,0.010980182,0.028813979,1.0
6660000,0.70933825,8.0,148.8876404494382,0.41200176,0.3292571,0.8754861074189345,0.8754861074189345,0.3429041126794699,0.0038303693,0.47115797,0.0001006493,0.13354973,0.0033616188,0.009011155,0.02378283,1.0
6690000,0.7387734,8.0,186.75776397515529,0.39240345,0.3749755,0.8827235973584726,0.8827235973584726,0.3359494703179746,0.0041084127,0.43037865,9.973028e-05,0.13324341,0.003331016,0.011630271,0.044445377,1.0
6720000,0.6725166,8.0,180.96216216216217,0.41020808,0.42256516,0.871778606651301,0.871778606651301,0.510847513713341,0.004537703,0.42863154,9.885047e-05,0.13295013,0.0033017185,0.011424576,0.03581103,1.0
6750000,0.63341564,8.0,119.9375,0.51514345,0.37953836,0.9201798341217845,0.9201798341217845,0.23452256228621482,0.004220472,0.44461235,9.7966455e-05,0.13265547,0.00327228,0.009354623,0.030786237,1.0
6780000,0.61694765,8.0,108.73151750972762,0.5277377,0.35849616,0.9292240948023567,0.9292240948023567,0.21327857762116034,0.00330205,0.4680395,9.706068e-05,0.13235353,0.003242118,0.009791498,0.029225195,1.0
6810000,0.6288326,8.0,141.37387387387386,0.52643186,0.34214038,0.9057272700084882,0.9057272700084882,0.29792285547062586,0.00318871,0.48718235,9.613177e-05,0.1320439,0.0032111853,0.009689142,0.025469512,1.0
6840000,0.5748062,8.0,129.58267716535434,0.52060443,0.44341573,0.9190567436790655,0.9190567436790655,0.27762225409600116,0.00374493,0.45964763,9.5222575e-05,0.13174084,0.0031809094,0.010085198,0.02960146,1.0
6870000,0.738143,8.0,148.14204545454547,0.511486,0.44884202,0.9113142039280772,0.9113142039280772,0.264979293610636,0.0033988978,0.45054325,9.4338466e-05,0.13144614,0.0031514685,0.010069067,0.031568393,1.0
6900000,0.6819798,8.0,141.14572864321607,0.4692994,0.4077432,0.9001671627015617,0.9001671627015617,0.28831415595046583,0.003726605,0.4265982,9.345914e-05,0.13115302,0.003122187,0.008903359,0.030696146,1.0
6930000,0.6482621,8.0,178.49740932642487,0.44262323,0.32985952,0.8675015659622497,0.8675015659622497,0.29428031336009036,0.0038556221,0.43486252,9.254711e-05,0.13084902,0.0030918166,0.007883552,0.019244669,1.0
6960000,0.6139335,8.0,126.7713004484305,0.48770198,0.3046433,0.9240471096999116,0.9240471096999116,0.2456317396917277,0.0036272262,0.42272717,9.165773e-05,0.13055255,0.0030622003,0.009742525,0.02467377,1.0
6990000,0.6415921,8.0,135.71748878923768,0.51017916,0.34145406,0.9193973650077456,0.9193973650077456,0.3332253867496579,0.003951105,0.47912675,9.07699e-05,0.13025662,0.0030326352,0.012344868,0.03531156,1.0
7020000,0.58161336,8.0,131.6872427983539,0.5222803,0.29349995,0.9201004192233085,0.9201004192233085,0.2565311862373764,0.0036703453,0.48348504,8.9859e-05,0.12995297,0.003002302,0.008887789,0.02599134,1.0
7050000,0.54828405,8.0,100.55252918287938,0.5621732,0.32908627,0.9507338385108306,0.9507338385108306,0.19345374763394377,0.003734989,0.47598666,8.8958426e-05,0.12965277,0.0029723134,0.0094276,0.030121027,1.0
7080000,0.5937569,8.0,145.42857142857142,0.46137923,0.29416123,0.9038261668843643,0.9038261668843643,0.2617051526425389,0.003425245,0.44439423,8.806657e-05,0.12935549,0.002942614,0.008784112,0.019839685,1.0
7110000,0.57296723,8.0,122.44351464435147,0.5167936,0.32123896,0.9270847442291551,0.9270847442291551,0.2355466878349435,0.0039961953,0.4728857,8.716736e-05,0.12905575,0.0029126706,0.009646227,0.018252011,1.0
7140000,0.5757393,8.0,122.15151515151516,0.5249608,0.29659784,0.9246952572259409,0.9246952572259409,0.2705910788399392,0.0044984566,0.4792145,8.62635e-05,0.12875447,0.0028825724,0.010008749,0.020002427,1.0
7170000,0.66944194,8.0,182.01136363636363,0.41688663,0.31260386,0.875288299540853,0.875288299540853,0.3881466394203187,0.0037736807,0.44656366,8.535219e-05,0.1284507,0.0028522252,0.010697159,0.028241783,1.0
7200000,0.6285284,8.0,119.67015706806282,0.4848344,0.31930965,0.9277119969576597,0.9277119969576597,0.20731908204033972,0.0032145476,0.45036036,8.4452986e-05,0.12815097,0.0028222813,0.0076181833,0.014982243,1.0
7230000,0.60963196,8.0,176.57746478873239,0.47803608,0.3101062,0.8574177835924695,0.8574177835924695,0.30407598828270027,0.003714181,0.42428398,8.35408e-05,0.12784691,0.0027919058,0.009216334,0.025001343,1.0
7260000,0.6143554,8.0,124.97142857142858,0.485668,0.30397227,0.9238818163435425,0.9238818163435425,0.2126702765920801,0.0033097726,0.4381214,8.264563e-05,0.1275485,0.0027620965,0.0084737325,0.018061217,1.0
7290000,0.5087013,8.0,117.32083333333334,0.5009037,0.28674912,0.9256390013357169,0.9256390013357169,0.19262039727295643,0.0038909188,0.4704214,8.174168e-05,0.1272472,0.0027319954,0.007852849,0.011462936,1.0
7320000,0.5987697,8.0,167.05945945945945,0.45517972,0.2918178,0.8913202118128538,0.8913202118128538,0.29186091617126253,0.003570043,0.4331482,8.0849044e-05,0.12694965,0.0027022706,0.010486787,0.025910635,1.0
7350000,0.7331226,8.0,192.0258064516129,0.40076452,0.30336848,0.8354766196631765,0.8354766196631765,0.3901047661368336,0.0034628455,0.4153433,7.9954036e-05,0.12665132,0.0026724671,0.008867726,0.031062532,1.0
7380000,0.75063133,8.0,169.63313609467457,0.45748505,0.31997955,0.8728760443850906,0.8728760443850906,0.37810015843478506,0.0035988358,0.4541557,7.904107e-05,0.126347,0.002642065,0.010170759,0.031616673,1.0
7410000,0.70243555,8.0,158.955,0.4683721,0.33385846,0.8871185336534569,0.8871185336534569,0.3596525839734368,0.0038994555,0.44562107,7.814203e-05,0.12604731,0.0026121272,0.010894724,0.052666195,1.0
7440000,0.5442332,8.0,132.36909871244634,0.48013797,0.31160432,0.9294052375521201,0.9294052375521201,0.21293873283361373,0.004139231,0.42470977,7.726004e-05,0.12575333,0.0025827568,0.008270937,0.016811091,1.0
7470000,0.63439524,8.0,147.40096618357487,0.4607106,0.30265582,0.8916175587148201,0.8916175587148201,0.3432973017143767,0.0038472973,0.42746183,7.634809e-05,0.12544933,0.002552389,0.012099992,0.047257543,1.0
7500000,0.6827411,8.0,145.2944162436548,0.51840097,0.3194464,0.9182995032187146,0.9182995032187146,0.3862942920785655,0.0064273747,0.4585049,7.543781e-05,0.12514593,0.0025220767,0.010376484,0.030998733,1.0
