Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
2550000,1.3278924,-0.0065242234,1.1414473,0.22517511,0.070929535,0.00022393923,0.1746464,0.0074671754,0.07701314,0.15701193,None,-0.8694998034043238,-0.8694998034043238,94.38768897205591,1.0
2580000,1.2567753,-0.010448768,0.65000445,0.0005599021,0.06691954,0.00022306372,0.17435455,0.0074380212,0.03472618,0.087328315,None,None,None,None,1.0
2610000,1.2253156,-0.01114732,0.5525739,0.00028691988,0.069947675,0.00022214212,0.17404735,0.0074073314,0.03426052,0.06071474,None,None,None,None,1.0
2640000,1.3472898,-0.00995332,0.5154822,0.0013143845,0.072118685,0.00022122054,0.17374015,0.0073766424,0.03998956,0.11142641,9999.0,-0.804599799840203,-0.804599799840203,85.24712514470924,1.0
2670000,1.3443642,-0.014887851,0.6909686,0.001619511,0.07146459,0.00022033925,0.1734464,0.0073472955,0.04426199,0.114102535,None,-0.7445997924078256,-0.7445997924078256,77.83401942253113,1.0
2700000,1.4812529,-0.0150127215,0.65253925,0.00028197104,0.07360083,0.00021946372,0.17315456,0.0073181405,0.036961984,0.05549105,None,None,None,None,1.0
2730000,1.7162508,-0.013670374,0.8566445,0.04970765,0.071370766,0.00021854213,0.17284736,0.0072874515,0.090435565,0.054082185,None,None,None,None,1.0
2760000,1.7960467,-0.0115522435,0.7361055,0.005225519,0.067114964,0.00021762052,0.17254016,0.007256761,0.041946042,0.034153126,9999.0,-0.7811179756589065,-0.7811179756589065,64.8895766498013,1.0
2790000,1.6766521,-2.4727558e-05,0.8587253,1.4462508,0.071368806,0.00021673924,0.1722464,0.0072274157,0.124639854,0.18787058,None,-0.7571997930062935,-0.7571997930062935,46.47737065702677,1.0
2820000,1.7955142,-0.0044725025,0.4997098,0.0023847925,0.07051528,0.00021586374,0.17195456,0.0071982616,0.02405611,0.18654375,None,None,None,None,1.0
2850000,1.7448543,-0.012141772,0.5960744,0.011319201,0.067710645,0.00021494212,0.17164737,0.0071675717,0.06009067,0.05936552,None,None,None,None,1.0
2880000,1.7511505,-0.010991114,0.793318,0.0015150227,0.071458876,0.00021402053,0.17134018,0.0071368823,0.029357199,0.07355667,9999.0,-0.9174997997787696,-0.9174997997787696,130.31090348975903,1.0
2910000,1.8369893,-0.02656466,0.69894564,0.6572642,0.07342674,0.00021313925,0.17104639,0.007107536,0.124728866,0.15428153,None,-0.8971997977932915,-0.8971997977932915,188.76968132145703,1.0
2940000,1.8344731,-0.013232977,0.526192,0.000578376,0.06912721,0.0002122637,0.17075455,0.0070783803,0.03738473,0.08412334,None,None,None,None,1.0
2970000,1.6602066,-0.0072733643,0.71837443,0.010435316,0.07075617,0.00021134212,0.17044735,0.007047692,0.055527013,0.0772324,None,None,None,None,1.0
3000000,1.1759868,-0.010425007,0.8712088,0.0042308345,0.07118385,0.00021042053,0.17014015,0.0070170015,0.05818311,0.06830687,9999.0,-0.7911361782832749,-0.7911361782832749,125.79478720643304,1.0
3030000,1.5943272,-0.02700638,1.129249,0.2187796,0.06755514,0.00020953926,0.1698464,0.0069876555,0.09551081,0.120955974,None,-0.7628998265136033,-0.7628998265136033,110.35258094593883,1.0
3060000,1.5461457,-0.00020713925,1.2362394,0.0022107288,0.0669321,0.00020866371,0.16955456,0.0069585005,0.040971577,0.056315403,None,None,None,None,1.0
3090000,1.6656351,-0.007762907,0.6171757,0.00032428993,0.072522655,0.00020774212,0.16924736,0.0069278106,0.031444408,0.045931723,None,None,None,None,1.0
3120000,1.6705391,-0.010604469,0.46041238,0.00018811879,0.068209544,0.00020682052,0.16894016,0.0068971217,0.027311921,0.042250182,9999.0,-0.8598179850007661,-0.8598179850007661,84.01887377300723,1.0
3150000,1.660397,0.00238315,0.7036828,0.2018626,0.07228867,0.00020593923,0.1686464,0.006867775,0.098242424,0.16924614,None,-0.8838997988495976,-0.8838997988495976,80.7259517647326,1.0
3180000,1.7001084,-0.005448638,0.6456766,0.001295103,0.06783888,0.00020506373,0.16835454,0.0068386206,0.04379819,0.1679112,None,None,None,None,1.0
3210000,1.4957056,-0.0050151385,0.71752745,0.0016004319,0.070312425,0.00020414214,0.16804738,0.0068079317,0.046366334,0.06743912,None,None,None,None,1.0
3240000,1.5721834,-0.0060590394,0.5959437,0.00025220393,0.070301846,0.00020322052,0.16774017,0.006777242,0.039159607,0.07529683,9999.0,-0.8112816459986127,-0.8112816459986127,86.682813716883,1.0
3270000,1.5615016,-0.010362439,0.6131683,0.012031165,0.070910595,0.00020233926,0.1674464,0.006747896,0.047658548,0.11002859,None,-0.7537998340558261,-0.7537998340558261,64.8723831474781,1.0
3300000,1.4153394,-0.0085468,0.50687754,0.00024111201,0.06909349,0.00020146373,0.16715455,0.006718741,0.039320193,0.12608781,None,None,None,None,1.0
3330000,1.5643573,-0.009868827,0.45454985,0.00016100534,0.06923346,0.00020054213,0.16684735,0.006688052,0.035163425,0.0993028,None,None,None,None,1.0
3360000,1.6569786,-0.006986715,0.40388855,0.00011014603,0.0689805,0.00019962052,0.16654015,0.006657362,0.036106937,0.08109879,9999.0,-0.794445294651351,-0.794445294651351,50.748893889852546,1.0
3390000,1.3959734,-0.0092559615,0.4406193,0.009519717,0.07144094,0.00019873926,0.1662464,0.0066280155,0.04668655,0.0827124,None,-0.7846998191671446,-0.7846998191671446,38.22588136047125,1.0
3420000,1.1748468,-0.01141649,0.6216759,0.0077137924,0.07213615,0.00019786374,0.16595456,0.006598861,0.049829192,0.033160273,None,None,None,None,1.0
3450000,1.2368412,-0.008265482,0.46689045,0.005032922,0.07175063,0.00019694213,0.16564736,0.006568171,0.0337385,0.028396422,None,None,None,None,1.0
3480000,1.3970295,-0.01079051,1.4229901,0.0055728895,0.06901683,0.00019602051,0.16534016,0.006537482,0.037697233,0.07863909,9999.0,-0.737390772767619,-0.737390772767619,51.30016587369821,1.0
3510000,1.492613,-0.0036190103,1.3875399,0.060580928,0.072981566,0.00019513926,0.16504641,0.0065081357,0.050330512,0.115796566,None,-0.7863998513203114,-0.7863998513203114,40.13099397532642,1.0
3540000,1.5202516,-0.005727123,1.5060456,0.011610055,0.070564434,0.00019426373,0.16475458,0.006478981,0.03420587,0.14402327,None,None,None,None,1.0
3570000,1.4291204,-0.006649174,0.6738403,0.0012785646,0.07108101,0.00019334214,0.16444737,0.0064482912,0.030311191,0.13073014,None,None,None,None,1.0
3600000,1.236049,-0.005272318,0.60388017,0.008538714,0.06984077,0.00019242053,0.16414018,0.0064176023,0.07561693,0.45655027,9999.0,-0.832354369213466,-0.832354369213466,65.99399438026276,1.0
3630000,1.2903855,-0.01875089,0.97338086,1.1124997,0.0667876,0.00019153925,0.16384639,0.006388256,0.11921843,0.13318926,None,-0.9617997807217762,-0.9617997807217762,87.91497251391411,1.0
3660000,1.5630852,-0.012454947,1.0459281,0.009231467,0.06853679,0.00019066372,0.16355455,0.0063591003,0.06945052,0.11329503,None,None,None,None,1.0
3690000,1.6398417,-0.009529658,0.8384889,0.0022693453,0.0731651,0.00018974215,0.16324735,0.0063284114,0.04696742,0.06548156,None,None,None,None,1.0
3720000,1.4054885,-0.0131054055,0.81909615,0.0019863138,0.06913273,0.00018882054,0.16294014,0.0062977225,0.052661292,0.0942622,9999.0,-0.8354179936524649,-0.8354179936524649,132.16204287755218,1.0
3750000,1.2974764,-0.012907426,0.70683074,0.049695566,0.0697625,0.00018793925,0.1626464,0.006268376,0.04909654,0.09198751,None,-0.8903998000314459,-0.8903998000314459,206.33799087256193,1.0
3780000,1.6498865,-0.013127264,0.54947615,0.00048677862,0.07001554,0.00018706372,0.16235456,0.00623922,0.031565208,0.0723442,None,None,None,None,1.0
3810000,1.4493209,-0.012235652,0.40063757,0.00047842338,0.07213659,0.00018614212,0.16204736,0.006208531,0.026231622,0.073963955,None,None,None,None,1.0
3840000,1.2897421,-0.010632506,0.3456389,7.558824e-05,0.07389138,0.00018522055,0.16174015,0.0061778417,0.025031796,0.03437274,9999.0,-0.8028180035339161,-0.8028180035339161,42.98145132782784,1.0
3870000,1.433579,-0.010359981,0.775592,0.94502133,0.067970425,0.00018433927,0.16144639,0.0061484952,0.08267322,0.18762921,None,-0.8476998350233771,-0.8476998350233771,67.41987755149603,1.0
3900000,1.7531112,-0.0020804114,0.77271825,0.0039956663,0.07218568,0.00018346375,0.16115457,0.006119341,0.03502818,0.07971765,None,None,None,None,1.0
3930000,2.082423,-0.0012254567,1.153213,0.0017740183,0.067771435,0.00018254215,0.16084738,0.0060886517,0.025877815,0.24900898,None,None,None,None,1.0
3960000,1.9535571,-0.004601951,0.5387206,0.000667118,0.06820506,0.00018162053,0.16054016,0.0060579614,0.034262564,0.10934534,9999.0,-0.7427179975943132,-0.7427179975943132,113.31290619380094,1.0
3990000,1.7576823,-0.008372519,1.1514513,0.91683143,0.07179599,0.00018073924,0.1602464,0.0060286154,0.08251214,0.14527401,None,-0.7217997980769724,-0.7217997980769724,111.70021613873541,1.0
4020000,1.555395,-0.009572376,0.7275915,0.0005741021,0.06996316,0.00017986372,0.15995455,0.005999461,0.034961574,0.08576825,None,None,None,None,1.0
4050000,1.2940171,-0.00770167,0.4604579,0.00045561796,0.06442237,0.00017894214,0.15964735,0.005968772,0.024488423,0.034937643,None,None,None,None,1.0
4080000,1.2840677,-0.008364519,0.4189602,0.00060984417,0.07000999,0.00017802053,0.15934014,0.0059380825,0.025605584,0.062914945,9999.0,-0.6626907245107841,-0.6626907245107841,106.16801137781955,1.0
4110000,1.2871397,-0.010278215,0.7038583,0.086003765,0.0706275,0.00017713926,0.1590464,0.0059087356,0.15214774,0.11152693,None,-0.6813998243305832,-0.6813998243305832,107.11235016211867,1.0
4140000,1.5467972,-0.008213382,0.8136355,0.00060656026,0.07274151,0.00017626371,0.15875456,0.0058795805,0.050834287,0.07046774,None,None,None,None,1.0
4170000,1.5618887,-0.008603067,0.6230784,0.019604743,0.07019661,0.00017534212,0.15844736,0.0058488916,0.061595876,0.06851947,None,None,None,None,1.0
4200000,1.4368237,-0.0072848913,0.709601,0.001626021,0.06795151,0.00017442054,0.15814015,0.005818202,0.06269504,0.053468205,9999.0,-0.8114998106717725,-0.8114998106717725,95.86003247038884,1.0
4230000,1.2883315,-0.010615636,0.95116043,0.019928433,0.06863415,0.00017353926,0.15784639,0.005788856,0.075786576,0.06819387,None,-0.9297997944522649,-0.9297997944522649,97.81885630637407,1.0
4260000,1.1653292,-0.010815348,0.8743934,0.0065783113,0.0657975,0.00017266376,0.15755458,0.0057597007,0.061299823,0.0459577,None,None,None,None,1.0
4290000,1.3898771,-0.006964794,1.0517037,0.0017528922,0.067234255,0.00017174214,0.15724736,0.0057290113,0.06515958,0.07489997,None,None,None,None,1.0
4320000,1.5311278,-0.0054981145,0.75849813,0.0019889455,0.07055664,0.00017082054,0.15694018,0.0056983223,0.03970042,0.047722504,9999.0,-0.8074816442306407,-0.8074816442306407,79.31117442080921,1.0
4350000,1.3298446,-0.010544156,0.84080017,2.3834312,0.07168326,0.00016993926,0.15664639,0.0056689754,0.16378444,0.07169298,None,-0.8131998204626143,-0.8131998204626143,72.41933877766132,1.0
4380000,1.439708,-0.008083787,0.6403461,0.00045240112,0.06959418,0.00016906374,0.15635455,0.0056398213,0.04951314,0.063073695,None,None,None,None,1.0
4410000,1.2380909,-0.0048438073,0.71448815,0.0015801713,0.067238316,0.00016814214,0.15604734,0.0056091314,0.050033085,0.038968153,None,None,None,None,1.0
4440000,0.79921144,-0.0059088203,0.8106561,0.001348747,0.06734769,0.00016722054,0.15574014,0.005578442,0.04039823,0.01543243,9999.0,-0.6164998225867748,-0.6164998225867748,187.51407424360514,1.0
4470000,1.3011947,-0.009187805,0.8656287,0.047623962,0.075005315,0.00016633926,0.1554464,0.005549095,0.05918714,0.0898157,None,-0.620599809801206,-0.620599809801206,113.9749983176589,1.0
4500000,1.3724307,-0.0058927326,0.694918,0.0005875939,0.07394476,0.00016546373,0.15515456,0.0055199405,0.046166897,0.03465545,None,None,None,None,1.0
4530000,1.3826936,-0.008513802,0.9860239,0.003144107,0.07124235,0.00016454213,0.15484735,0.005489251,0.05068969,0.036450632,None,None,None,None,1.0
4560000,1.5462584,-0.014089269,1.3009405,0.0037291225,0.070848025,0.00016362054,0.15454017,0.005458562,0.051816814,0.041007463,9999.0,-0.7875634721607309,-0.7875634721607309,73.1741814152761,1.0
