Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
870000,0.0020473322,0.64931077,6.46075e-06,0.06994525,0.00027434496,0.19144832,0.009145687,None,None,None,1.0
900000,0.0013948268,0.6873113,8.082765e-06,0.07341966,0.00027346803,0.191156,0.009116484,4999.0,0.15408333669377802,0.15408333669377802,1.0
930000,0.0023839157,0.87430274,8.720065e-06,0.06999035,0.00027254497,0.19084832,0.0090857465,None,None,None,1.0
960000,0.0035731706,0.7663291,8.816226e-06,0.06995599,0.00027162195,0.19054064,0.009055009,4999.0,0.17250000258597234,0.17250000258597234,1.0
990000,0.0045743547,0.71239173,7.87701e-06,0.07166638,0.000270745,0.19024831,0.0090258075,None,None,None,1.0
1020000,0.003540533,0.61069983,5.4242602e-05,0.068154804,0.00026986803,0.18995598,0.008996604,4999.0,0.12075000270851888,0.12075000270851888,1.0
1050000,0.0041094925,0.6059681,1.0600422e-06,0.06872116,0.00026894498,0.18964832,0.008965867,None,None,None,1.0
1080000,0.0064431373,0.63693684,4.0784667e-05,0.07369734,0.00026802198,0.18934065,0.00893513,4999.0,0.2258333382293737,0.2258333382293737,1.0
1110000,0.0063792123,0.67310697,6.6764056e-07,0.07156652,0.00026714496,0.18904832,0.008905928,None,None,None,1.0
1140000,0.004762704,0.6180867,1.3106484e-06,0.06833249,0.000266268,0.18875599,0.008876724,4999.0,0.2272500065349353,0.2272500065349353,1.0
1170000,0.0057065203,0.5301857,3.1541745e-06,0.06714653,0.00026534498,0.18844831,0.008845987,None,None,None,1.0
1200000,0.0030480342,0.5488961,4.8682186e-06,0.07189271,0.00026442195,0.18814063,0.008815249,4999.0,0.25150000663901056,0.25150000663901056,1.0
1230000,0.006102487,0.4127828,1.789086e-05,0.07147181,0.00026354496,0.18784831,0.008786048,None,None,None,1.0
1260000,0.0066474546,0.557483,1.288175e-06,0.07093171,0.00026266804,0.187556,0.008756844,4999.0,0.2720000077097211,0.2720000077097211,1.0
1290000,0.004477372,0.48919111,1.0892201e-06,0.06975087,0.000261745,0.18724832,0.008726107,None,None,None,1.0
1320000,0.0059827445,0.30860585,5.692569e-06,0.07181341,0.00026082195,0.18694064,0.00869537,4999.0,0.2159166727118039,0.2159166727118039,1.0
1350000,0.0055718515,0.37003794,2.4783967e-06,0.07012807,0.00025994502,0.18664832,0.008666167,None,None,None,1.0
