Steps,Policy/Entropy,Environment/Lesson/PathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
2130000,0.6165319,4.0,0.6571072,0.42627388,0.005723824,0.06955421,9.294892e-05,0.19294892,0.009295597,0.023289938,0.02792394,83.64235294117647,0.8794121158011865,0.8794121158011865,0.46486838541855485,1.0
2160000,0.56474084,4.0,0.6812954,0.43881297,0.0055421004,0.06840003,9.285075e-05,0.19285072,0.009285787,0.021163343,0.013853037,66.64224137931035,0.9139327553325686,0.9139327553325686,0.29600983278841936,1.0
2190000,0.59046584,4.0,0.6769359,0.46937886,0.0053121177,0.06843464,9.274929e-05,0.19274928,0.009275653,0.020979661,0.014749487,63.26304347826087,0.9216643433855928,0.9216643433855928,0.2805576625077621,1.0
2220000,0.62730336,4.0,0.6646444,0.50831366,0.005227673,0.06819618,9.2647984e-05,0.19264798,0.009265533,0.020911206,0.023517648,65.34953703703704,0.9184180105462085,0.9184180105462085,0.29898673858639824,1.0
2250000,0.61658543,4.0,0.6705239,0.48559046,0.0051016924,0.06591396,9.2549715e-05,0.1925497,0.009255716,0.019106882,0.023020217,70.03619909502262,0.9094331031686325,0.9094331031686325,0.29464834766745435,1.0
2280000,0.5273021,4.0,0.7277138,0.47050628,0.004537993,0.07185758,9.24521e-05,0.19245209,0.009245964,0.019041982,0.01840013,58.299283154121866,0.9292382800248526,0.9292382800248526,0.24099335498101543,1.0
2310000,0.5395576,4.0,0.7119105,0.46338567,0.0049269227,0.07107165,9.235102e-05,0.19235103,0.0092358645,0.018034974,0.015704077,52.74181117533719,0.9412446549939878,0.9412446549939878,0.20404056884637736,1.0
2340000,0.5205669,4.0,0.7292043,0.44650656,0.0046603777,0.07161166,9.225001e-05,0.19225001,0.0092257755,0.01708174,0.011326759,57.485822306238184,0.9313977406521264,0.9313977406521264,0.21413087069242492,1.0
2370000,0.5080611,4.0,0.731559,0.40286136,0.0046045203,0.07223775,9.2148824e-05,0.19214882,0.009215666,0.016134445,0.008038071,52.749521988527725,0.9396314747388441,0.9396314747388441,0.18167411432366445,1.0
2400000,0.54784864,4.0,0.69980097,0.3916841,0.004852305,0.06927388,9.204769e-05,0.1920477,0.009205564,0.016312687,0.01078994,62.35403726708075,0.92532396233402,0.92532396233402,0.22433463975470627,1.0
2430000,0.5682591,4.0,0.6550477,0.41174334,0.004766018,0.0677553,9.194956e-05,0.19194956,0.00919576,0.016416626,0.010721641,65.05793450881612,0.9197350085832611,0.9197350085832611,0.23083669207849417,1.0
2460000,0.55195415,4.0,0.61941075,0.3976954,0.0050823465,0.0688483,9.185146e-05,0.19185148,0.009185962,0.01373141,0.007955351,80.51344086021506,0.895310452412664,0.895310452412664,0.26389264160063086,1.0
2490000,0.55782866,4.0,0.6490786,0.35601452,0.004876386,0.070933215,9.174923e-05,0.19174923,0.009175746,0.014893794,0.011029056,76.8479809976247,0.9009209593735545,0.9009209593735545,0.23052315937736667,1.0
2520000,0.5593403,4.0,0.6645871,0.36824384,0.004497877,0.07205572,9.164722e-05,0.1916472,0.009165556,0.014451933,0.00900921,71.18352941176471,0.9013962830025746,0.9013962830025746,0.21777269118000903,1.0
2550000,0.52198255,4.0,0.6825467,0.37453154,0.0044748457,0.0724317,9.154877e-05,0.19154875,0.0091557205,0.013216228,0.008961296,59.747933884297524,0.9258706590299272,0.9258706590299272,0.17657269276524626,1.0
2580000,0.53402853,4.0,0.68690497,0.33805624,0.0045719706,0.066240124,9.1450405e-05,0.19145039,0.009145895,0.012608155,0.0073145605,62.13097713097713,0.9211808685484398,0.9211808685484398,0.1663083780475596,1.0
2610000,0.52383924,4.0,0.697287,0.35700682,0.0046862783,0.07292469,9.135216e-05,0.19135216,0.009136081,0.012206048,0.006955369,58.39688715953307,0.9278615956534186,0.9278615956534186,0.14967181751609837,1.0
2640000,0.4870469,4.0,0.7053484,0.30780876,0.004794491,0.06771326,9.125083e-05,0.19125083,0.009125957,0.012046998,0.008550321,59.814531548757174,0.9287376634306479,0.9287376634306479,0.15540231588157696,1.0
2670000,0.5815961,4.0,0.6645555,0.2532877,0.004941891,0.07008486,9.1149595e-05,0.19114958,0.009115844,0.013294192,0.016968234,60.709219858156025,0.9253320712244736,0.9253320712244736,0.16414066603547842,1.0
2700000,0.6275472,4.0,0.67079866,0.25859594,0.4840811,0.066787414,9.1050926e-05,0.19105092,0.009105986,0.03275618,0.040175308,66.22528735632184,0.9153472424373714,0.9153472424373714,0.24157703470507072,1.0
2730000,0.5480951,4.0,0.69775736,0.08780329,0.018845141,0.070116736,9.094929e-05,0.19094928,0.009095834,0.016886529,0.017051363,68.18886679920477,0.9151423352980806,0.9151423352980806,0.581266388747721,1.0
2760000,0.5246161,4.0,0.70562553,-0.07967856,0.006797947,0.06800271,9.084764e-05,0.19084764,0.0090856785,0.013749497,0.00942425,49.520242914979754,0.9427560848628214,0.9427560848628214,0.1357425935942858,1.0
2790000,0.51907957,4.0,0.72464955,-0.39279222,0.007320886,0.07351359,9.074948e-05,0.19074948,0.009075873,0.0131191695,0.013052351,64.96856581532417,0.9153724372328267,0.9153724372328267,0.24786349680040062,1.0
2820000,0.64633197,4.0,0.5668372,-0.40207714,0.011463524,0.06633832,9.065098e-05,0.19065098,0.009066032,0.014247693,0.028324137,91.39222614840989,0.8874950640323297,0.8874950640323297,0.2707695807785314,1.0
2850000,0.79506695,4.0,0.24051985,-0.03888226,0.0062691187,0.067175426,9.055295e-05,0.19055294,0.009056238,0.016053014,0.050835487,263.4347826086956,0.6205652019251948,0.6205652019251948,0.8655056256422962,1.0
2880000,0.7911448,4.0,0.34910068,-0.027249318,0.0085309725,0.07028675,9.0450194e-05,0.19045018,0.009045973,0.018824203,0.05283867,227.7025641025641,0.645836256290038,0.645836256290038,0.861553826673352,1.0
2910000,0.7126591,4.0,0.42454168,-0.18110885,0.010964939,0.0677322,9.0348345e-05,0.19034831,0.009035798,0.018942054,0.053743698,124.50887573964496,0.841483031709989,0.841483031709989,0.5306416108812156,1.0
2940000,0.8456805,4.0,0.26221946,0.123144664,0.00786531,0.06919954,9.024949e-05,0.19024949,0.009025923,0.025682649,0.075445436,280.3809523809524,0.5657295884490013,0.5657295884490013,1.312238264337182,1.0
2970000,0.89619136,4.0,0.45094907,0.12670733,0.009792878,0.06870637,9.0150585e-05,0.1901506,0.0090160435,0.027536528,0.059866704,145.87557603686636,0.8178265987459673,0.8178265987459673,0.8146436590991846,1.0
3000000,0.911853,4.0,0.44664976,0.15270251,0.0086384285,0.06966744,9.0051464e-05,0.19005147,0.009006141,0.028370466,0.05604004,141.1592039800995,0.8431179944053292,0.8431179944053292,0.8212287286412903,1.0
3030000,0.8422092,4.0,0.5357747,0.05975232,0.008237586,0.06920237,8.9949215e-05,0.18994921,0.008995925,0.025933962,0.03147319,116.47985347985347,0.8493903659008167,0.8493903659008167,0.677025131028387,1.0
3060000,0.8543747,4.0,0.48921943,0.08280223,0.0090782065,0.0692835,8.984767e-05,0.18984768,0.008985781,0.024741683,0.024492571,121.51694915254237,0.8507549951473872,0.8507549951473872,0.6614521066347758,1.0
3090000,0.8105001,4.0,0.5007903,0.12214279,0.007546116,0.069739245,8.974982e-05,0.18974982,0.008976006,0.022559848,0.019242099,117.74468085106383,0.8567148889632935,0.8567148889632935,0.5994188984756933,1.0
3120000,0.8469053,4.0,0.54611534,0.15556659,0.0066489396,0.070093095,8.965053e-05,0.18965054,0.008966087,0.022066703,0.021017864,99.4020618556701,0.869657042893962,0.869657042893962,0.4601709017053221,1.0
3150000,0.823554,4.0,0.5766973,0.20843054,0.0064005936,0.06900718,8.955167e-05,0.1895517,0.008956212,0.021496331,0.020305693,109.89846153846153,0.8716307657957078,0.8716307657957078,0.5002977757499768,1.0
3180000,0.766071,4.0,0.6344491,0.26440963,0.33355156,0.073659815,8.945266e-05,0.18945265,0.00894632,0.024872707,0.013007368,76.05774278215223,0.9160656134287516,0.9160656134287516,0.3060810729675484,1.0
3210000,0.75334466,4.0,0.6872336,0.3516296,0.2418166,0.071417116,8.935118e-05,0.18935117,0.008936183,0.024519097,0.16024163,76.703125,0.9102697876514867,0.9102697876514867,0.9399228657124089,1.0
3240000,0.700766,4.0,0.6794235,0.3074711,0.0048302263,0.06882135,8.92491e-05,0.18924911,0.008925985,0.015398572,0.010577971,69.08466819221968,0.9216317201825394,0.9216317201825394,0.22975493044239179,1.0
3270000,0.709053,4.0,0.65098995,0.3202313,0.00473542,0.06737237,8.915038e-05,0.18915038,0.008916123,0.0144776385,0.011203312,65.20388349514563,0.9203121333373981,0.9203121333373981,0.20251712611270617,1.0
3300000,0.6933105,4.0,0.6602141,0.37093842,0.004876046,0.06738075,8.90524e-05,0.18905239,0.008906333,0.014580116,0.01495167,69.78781038374717,0.9099549515726598,0.9099549515726598,0.21050811474849176,1.0
3330000,0.69789517,4.0,0.62603366,0.4171631,0.0057474184,0.06673336,8.895119e-05,0.18895116,0.008896222,0.013271448,0.0118880635,72.01002506265664,0.9132105217765746,0.9132105217765746,0.21243732444531188,1.0
3360000,0.6033142,4.0,0.7158778,0.3889036,0.0042984174,0.06846937,8.88495e-05,0.18884948,0.0088860635,0.0120534105,0.005333062,64.44181459566074,0.9194698193545877,0.9194698193545877,0.17064994616209872,1.0
3390000,0.5550502,4.0,0.7191806,0.32374233,0.004880641,0.06946129,8.87512e-05,0.18875119,0.008876244,0.010948331,0.004039834,55.2117202268431,0.9353168201694416,0.9353168201694416,0.12196488175998901,1.0
3420000,0.6090739,4.0,0.69682837,0.22642219,0.0043749833,0.06775906,8.865015e-05,0.18865013,0.008866148,0.012357936,0.011562647,58.66326530612245,0.9270432627322722,0.9270432627322722,0.15922997287113447,1.0
3450000,0.62904036,4.0,0.66815984,0.18850376,0.005322106,0.06639484,8.854865e-05,0.18854865,0.00885601,0.01263108,0.016432984,58.02603036876356,0.9268290631941756,0.9268290631941756,0.15460217623151193,1.0
3480000,0.60263777,4.0,0.67468613,0.16741127,0.0047806767,0.07002925,8.845045e-05,0.18845046,0.0088462,0.011874515,0.011614458,65.09462365591398,0.9133513947648387,0.9133513947648387,0.16813409565397167,1.0
3510000,0.61983484,4.0,0.66308385,0.14134628,0.0049965163,0.06964095,8.835186e-05,0.18835185,0.00883635,0.011752152,0.013533308,62.426303854875286,0.9285160962010728,0.9285160962010728,0.1677831083725158,1.0
3540000,0.5925447,4.0,0.68530315,0.09407921,0.0044466853,0.07078092,8.824985e-05,0.18824984,0.008826158,0.011289889,0.010620135,64.2465208747515,0.9117760442926023,0.9117760442926023,0.15282979413695977,1.0
3570000,0.570978,4.0,0.7125874,0.09126224,0.07030796,0.06891876,8.8148234e-05,0.18814823,0.008816008,0.015272728,0.014829681,63.97435897435897,0.916474505090246,0.916474505090246,0.2650518476430044,1.0
3600000,0.60036314,4.0,0.67765886,0.06254159,0.00433771,0.068258,8.805008e-05,0.18805005,0.008806201,0.010986174,0.011707709,47.57872340425532,0.9460328331888358,0.9460328331888358,0.10987917614826706,1.0
3630000,0.5824663,4.0,0.67878217,0.0801046,0.004621676,0.06863662,8.7952394e-05,0.18795238,0.008796443,0.010683015,0.01063539,70.61884368308351,0.901561452359025,0.901561452359025,0.1701285061077464,1.0
3660000,0.58043003,4.0,0.6650798,0.10326353,0.0048365477,0.068870254,8.785096e-05,0.18785092,0.008786309,0.010739201,0.011395038,60.77894736842105,0.9222854697076898,0.9222854697076898,0.13369174390443062,1.0
3690000,0.58765227,4.0,0.64053446,0.1531477,0.0036988396,0.067275465,8.7749e-05,0.187749,0.008776123,0.01064526,0.010017152,69.00941176470589,0.9027256441466949,0.9027256441466949,0.1592331723704496,1.0
