Steps,Policy/Entropy,Environment/Lesson/PathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
1200000,0.78594685,5.0,0.67843556,0.7076697,0.00437871,0.06534478,0.00029288855,0.19762948,0.009763188,0.02523003,0.06808235,64.65446224256293,0.9220361137430501,0.9220361137430501,0.3632452636573497,1.0
1230000,0.87945193,5.0,0.6327394,0.6323227,0.0039255396,0.06919251,0.00029271076,0.19757028,0.009757266,0.023994828,0.08132915,68.96875,0.9103298650352986,0.9103298650352986,0.3537942552382683,1.0
1260000,0.74109894,5.0,0.6808081,0.59689367,0.004575885,0.0753727,0.00029253372,0.19751123,0.009751372,0.024731636,0.056278493,77.38979591836734,0.9102580741139278,0.9102580741139278,0.39863285154927,1.0
1290000,0.44560426,5.0,0.78706557,0.56566375,0.0029077355,0.06864793,0.0002923509,0.19745027,0.009745284,0.019989276,0.022408875,44.95581737849779,0.9550029520974378,0.9550029520974378,0.19101881547751898,1.0
1320000,0.47891405,6.0,0.79228866,0.5245262,0.0024650581,0.071767844,0.00029216966,0.19738989,0.009739249,0.01668172,0.016510341,39.695467422096314,0.9603465329091654,0.9603465329091654,0.13794512626987684,1.0
1350000,0.2709595,7.0,0.77668613,0.7834324,0.23037273,0.07736791,0.00029199623,0.19733207,0.009733475,0.0579479,0.11425285,40.61826697892272,0.959354310984656,0.959354310984656,0.9485412956430361,1.0
1380000,0.01897092,7.0,0.102010466,1.0655951,0.0032670295,0.0711239,0.00029181462,0.19727156,0.009727427,0.012168282,0.0009020307,None,None,None,None,1.0
1410000,0.015774755,7.0,-0.07744671,0.5126042,0.015443627,0.07061453,0.00029163033,0.19721009,0.009721289,0.015147886,0.008289663,999.0,-0.9997037559471749,-0.9997037559471749,8.69571819900604,1.0
1440000,1.623755e-05,7.0,-0.1022857,0.25233814,0.00010170127,0.06744271,0.00029144916,0.19714972,0.009715255,0.0035853097,7.442336e-06,None,None,None,None,1.0
1470000,0.024294466,7.0,-0.07385856,0.40157938,0.015128597,0.07124442,0.0002912704,0.19709015,0.009709305,0.016346632,0.019121999,999.0,-0.9997037559471749,-0.9997037559471749,2.959884397789008,1.0
1500000,0.34196234,7.0,-0.0052531553,0.4005553,0.0055040275,0.07331548,0.00029109375,0.19703126,0.009703421,0.016501984,0.023587499,690.4193548387096,0.01903222357073138,0.01903222357073138,4.523299819142032,1.0
1530000,0.48031592,7.0,-0.020346485,0.6446406,0.0065018306,0.069573976,0.00029091522,0.19697176,0.009697476,0.014582089,0.05972676,799.7692307692307,-0.33853849883262926,-0.33853849883262926,4.753842843329319,1.0
1560000,0.9756697,7.0,0.05963926,1.0540935,0.21157804,0.07277847,0.00029073103,0.19691035,0.009691343,0.041573036,0.048444115,698.0375,-0.0857575299218297,-0.0857575299218297,6.068740780651569,1.0
1590000,0.86000603,7.0,0.41461587,1.4881045,0.00773845,0.078260235,0.00029055163,0.19685054,0.009685367,0.036534168,0.09944539,106.58333333333333,0.8934166568020979,0.8934166568020979,0.9511023232674537,1.0
1620000,0.80925465,7.0,0.503608,1.2495061,0.006987233,0.07117533,0.00029037407,0.19679137,0.009679456,0.037536234,0.10139949,168.20408163265307,0.8192827812105906,0.8192827812105906,1.2365221613598225,1.0
1650000,0.46037284,7.0,0.702609,1.3441035,0.003909907,0.07451259,0.0002901913,0.1967304,0.009673369,0.027368806,0.013381437,64.979035639413,0.9348888864244805,0.9348888864244805,0.3777124010479425,1.0
1680000,0.32063738,7.0,0.740898,1.2516915,0.0014060378,0.07030273,0.00029000992,0.19666995,0.009667329,0.018631503,0.005816821,53.156826568265686,0.946833950044704,0.946833950044704,0.20215971655181414,1.0
1710000,0.2512786,7.0,0.7572298,1.1592307,0.0017157313,0.07205354,0.0002898282,0.1966094,0.009661276,0.016667617,0.009744596,50.104609929078016,0.9503452620853892,0.9503452620853892,0.1721742699499207,1.0
1740000,0.3967856,7.0,0.68037516,1.0964947,0.0057293153,0.07051808,0.00028964694,0.19654897,0.009655243,0.016916007,0.009201348,63.54233409610984,0.9360520360628943,0.9360520360628943,0.24090598488218104,1.0
1770000,0.27263108,7.0,0.738864,1.0973172,0.0023428777,0.0645832,0.0002894712,0.1964904,0.00964939,0.014941402,0.006608147,59.042857142857144,0.9409714316150972,0.9409714316150972,0.18006907818572862,1.0
1800000,0.26968133,7.0,0.7514867,1.021275,0.001221771,0.085562155,0.00028928966,0.19642986,0.009643343,0.0151791675,0.0112096565,51.517304189435336,0.9484434322501621,0.9484434322501621,0.15342343013298554,1.0
1830000,1.0810182,7.0,0.3033505,0.8061458,0.003457027,0.073900275,0.00028910683,0.19636893,0.009637257,0.028166298,0.08561673,168.40425531914894,0.8341458259771267,0.8341458259771267,1.1166337290778756,1.0
1860000,0.29217723,7.0,0.72046345,0.9787941,0.0028762226,0.06691687,0.00028893055,0.19631016,0.009631387,0.019178107,0.008527619,84.83681214421253,0.9149999996877852,0.9149999996877852,0.39062376849974195,1.0
1890000,0.26952174,7.0,0.72734004,0.816353,0.0027015477,0.07037492,0.00028874972,0.19624992,0.009625365,0.016649032,0.009647409,56.67946257197697,0.9432818550458286,0.9432818550458286,0.20403639620267086,1.0
1920000,0.16134267,7.0,0.7712929,0.7682619,0.0010069297,0.077211626,0.00028856803,0.19618933,0.009619313,0.015638543,0.010057683,51.95340501792115,0.9481387917893637,0.9481387917893637,0.16984070505403326,1.0
1950000,0.19874248,7.0,0.74734646,0.7497234,0.0013182047,0.073692545,0.00028838732,0.19612911,0.009613299,0.016953116,0.008370396,50.97770154373928,0.9492637946944812,0.9492637946944812,0.18173611452160723,1.0
1980000,0.19640608,7.0,0.6756023,0.6098041,0.0018974,0.073168896,0.000288206,0.19606869,0.00960726,0.0126211345,0.0046024774,68.53348729792148,0.9311218376132263,0.9311218376132263,0.18237121319077138,1.0
2010000,0.14169234,7.0,0.771185,0.5551578,0.0005249092,0.07029445,0.00028802958,0.19600986,0.009601384,0.010269036,0.0065830597,47.00801282051282,0.9530112028121949,0.9530112028121949,0.10000048310756683,1.0
2040000,0.61444664,8.0,0.5885738,0.5414554,0.0013755591,0.072738916,0.00028785254,0.19595084,0.009595489,0.017335277,0.14829314,57.961722488038276,0.9420287102888646,0.9420287102888646,0.21954013683507886,1.0
2070000,0.96938014,8.0,0.2909848,0.599173,0.0038365663,0.067941494,0.00028766762,0.19588922,0.009589331,0.022269404,0.07989142,296.77777777777777,0.5866016814390481,0.5866016814390481,1.434445062147106,1.0
2100000,0.61742896,8.0,0.5304581,0.66239667,0.004638945,0.07249463,0.0002874869,0.19582896,0.009583312,0.020517958,0.031931713,121.82608695652173,0.8452123579111966,0.8452123579111966,0.5605952877483584,1.0
2130000,0.72311383,8.0,0.53451043,0.6769524,0.0036615008,0.069281586,0.00028730932,0.19576977,0.009577399,0.020852279,0.031266104,112.60700389105058,0.85229571494147,0.85229571494147,0.49959105376429597,1.0
2160000,0.63084453,9.0,0.5964764,0.6218845,0.0028283608,0.06865065,0.0002871321,0.19571069,0.009571498,0.019058783,0.029375905,94.46325878594249,0.8801974483356354,0.8801974483356354,0.3905716645205097,1.0
2190000,0.61765534,9.0,0.48672712,0.53506494,0.03497744,0.10933246,0.00028695044,0.19565013,0.009565447,0.021153191,0.06643539,75.71232876712328,0.9242876661966924,0.9242876661966924,0.2919250877752696,1.0
2220000,0.09511816,9.0,0.019803546,0.5596832,0.09368768,0.10310283,0.00028677055,0.1955902,0.009559459,0.015556599,0.18074773,999.0,-0.9996500521277388,-0.9996500521277388,8.342976551658163,1.0
2250000,0.14964724,9.0,-0.08058645,0.7046197,0.004156848,0.07622308,0.00028659462,0.19553155,0.0095536,0.018935151,0.062181834,994.3333333333334,-0.9615267184873422,-0.9615267184873422,5.433297121524811,1.0
2280000,0.148047,9.0,-0.098605536,0.6006206,0.0019755973,0.07022269,0.00028641234,0.1954708,0.00954753,0.015853506,0.039790966,999.0,-0.9996333854893843,-0.9996333854893843,7.140968425323566,1.0
2310000,0.36508387,9.0,-0.098994315,0.46960455,0.0009446825,0.066472754,0.0002862296,0.19540986,0.009541445,0.016022328,0.04725415,999.0,-0.9995417182023326,-0.9995417182023326,4.2428839501614375,1.0
2340000,0.78668773,9.0,-0.09977386,0.6250279,0.0012044803,0.06751018,0.0002860551,0.1953517,0.009535633,0.024819367,0.11521176,999.0,-0.9996049300563045,-0.9996049300563045,5.35391981118336,1.0
2370000,0.94711816,9.0,-0.065601386,0.7552055,0.002867128,0.06921374,0.00028587185,0.19529064,0.009529532,0.027365481,0.070980616,857.2758620689655,-0.5473931498568634,-0.5473931498568634,6.4565009115071135,1.0
2400000,1.1229688,9.0,0.054069754,0.81120276,0.0031368346,0.06819494,0.00028568733,0.19522908,0.009523386,0.026601091,0.07389354,589.3835616438356,-0.02797537715467688,-0.02797537715467688,3.715937067588715,1.0
2430000,1.1867559,9.0,0.106702104,0.73338026,0.10710067,0.0708669,0.00028550948,0.19516982,0.009517466,0.028313117,0.075195804,443.67857142857144,0.2883142640015909,0.2883142640015909,2.3794529433362186,1.0
2460000,1.1007364,9.0,0.2548952,0.8734941,0.95518005,0.07193635,0.00028533227,0.19511072,0.009511563,0.05462867,0.051827453,311.13675213675214,0.5434871629899384,0.5434871629899384,5.352526836638522,1.0
2490000,1.0855963,9.0,0.32418984,0.7409575,0.0052035,0.07106711,0.00028515435,0.19505145,0.009505638,0.02128521,0.05057008,233.06542056074767,0.6827775576265058,0.6827775576265058,1.1180585960457188,1.0
2520000,1.0280768,9.0,0.3021874,0.70814204,0.004358174,0.07018206,0.00028497027,0.1949901,0.00949951,0.02058574,0.04799687,268.17391304347825,0.6013199858691382,0.6013199858691382,1.1895652767108835,1.0
2550000,1.0133138,9.0,0.34422782,0.6077946,0.0038733804,0.06726911,0.00028478703,0.194929,0.009493409,0.020225348,0.03251679,253.61654135338347,0.6260270526198516,0.6260270526198516,1.1445603705312413,1.0
2580000,0.92653733,9.0,0.43719456,0.62070847,0.003442304,0.07200397,0.00028461026,0.19487008,0.00948752,0.019689025,0.03899937,153.33684210526314,0.78346946486517,0.78346946486517,0.6512326285439102,1.0
2610000,0.8983337,9.0,0.43492246,0.6359956,0.0033299269,0.07020708,0.0002844279,0.19480929,0.009481449,0.018802082,0.039742533,162.32203389830508,0.7624034210188049,0.7624034210188049,0.67258224727852,1.0
2640000,0.9666488,9.0,0.3840107,0.65574026,0.0036189272,0.07072166,0.00028424518,0.1947484,0.009475364,0.019161671,0.05144658,164.37974683544303,0.7616387394256889,0.7616387394256889,0.6647865085862577,1.0
2670000,0.8471385,9.0,0.43955943,0.64674276,0.0035722966,0.07134909,0.00028406875,0.19468959,0.009469489,0.019438192,0.044732876,187.3673469387755,0.7309510105346538,0.7309510105346538,0.7704486521341058,1.0
2700000,0.902757,9.0,0.43479446,0.64920914,0.0035273775,0.066076025,0.00028389101,0.19463035,0.00946357,0.018427955,0.04453104,149.13636363636363,0.7883284012363716,0.7883284012363716,0.6219063798621804,1.0
2730000,0.84482723,9.0,0.42394963,0.6319382,0.003867627,0.075095534,0.00028371322,0.19457106,0.00945765,0.018881848,0.050804373,164.31313131313132,0.7643461854476009,0.7643461854476009,0.6376023531045178,1.0
2760000,0.7403425,9.0,0.51934004,0.66817176,0.004101943,0.073191695,0.0002835355,0.19451182,0.009451731,0.017686797,0.03955477,146.28813559322035,0.8026932132572441,0.8026932132572441,0.5658801383737443,1.0
2790000,0.8533233,9.0,0.4851678,0.6557892,0.0038753825,0.06891986,0.00028335137,0.19445047,0.009445602,0.01749852,0.035607602,119.85492227979275,0.8545546335811468,0.8545546335811468,0.45618992349608156,1.0
2820000,0.94090235,9.0,0.37948334,0.6455724,0.0057079913,0.07982199,0.00028316776,0.19438925,0.009439486,0.023397118,0.05535188,209.7,0.7083046895345585,0.7083046895345585,0.8822049561234804,1.0
2850000,0.6765627,9.0,0.48216185,0.6327605,0.0037323493,0.07010972,0.00028299048,0.19433014,0.009433582,0.015598191,0.026087413,149.75423728813558,0.7913008383396318,0.7913008383396318,0.5697784142616062,1.0
2880000,0.5984335,10.0,0.59789807,0.62247074,0.010428523,0.07086075,0.0002828089,0.19426963,0.009427537,0.015585549,0.013825471,85.84328358208955,0.906768652540979,0.906768652540979,0.2484078417843166,1.0
2910000,0.8031733,10.0,0.44135964,0.6791671,0.52390033,0.0695619,0.00028262625,0.19420873,0.009421453,0.024241438,0.030720767,146.1604938271605,0.8218074455764723,0.8218074455764723,0.4176134109635901,1.0
2940000,0.85879695,10.0,0.4119353,0.57211316,0.036317945,0.06771244,0.00028244784,0.19414927,0.009415512,0.015448886,0.033645924,175.42934782608697,0.7277945851152008,0.7277945851152008,2.2861588783864235,1.0
2970000,0.9448159,10.0,0.34758884,0.5116861,0.0041134604,0.08002836,0.00028226728,0.1940891,0.0094095,0.015640812,0.04315875,206.2268907563025,0.7534633190060656,0.7534633190060656,0.6528780849495281,1.0
3000000,0.8396771,10.0,0.40016943,0.5335312,0.0044291443,0.06875835,0.00028209045,0.19403017,0.009403611,0.0147768175,0.025919154,207.81437125748502,0.7262814273823521,0.7262814273823521,0.6534331120706782,1.0
3030000,0.81155103,10.0,0.42290035,0.52008754,0.0042286743,0.07199986,0.00028191478,0.19397159,0.009397761,0.014933688,0.026804486,158.45977011494253,0.8012862008535999,0.8012862008535999,0.5073746966543319,1.0
3060000,0.66780543,10.0,0.47393918,0.588069,0.0038134274,0.11639318,0.00028173046,0.19391014,0.0093916245,0.015059049,0.03864092,168.2460732984293,0.7793717190077167,0.7793717190077167,0.5411053066146779,1.0
3090000,0.008393478,10.0,0.10442602,0.34425366,0.00038990346,0.103587955,0.00028154755,0.19384916,0.009385533,0.0048283883,0.0023625484,999.0,-0.9994667166223129,-0.9994667166223129,2.5853720496719084,1.0
3120000,0.06255319,10.0,-0.044737883,0.26393208,0.0038496659,0.09132788,0.00028137295,0.193791,0.009379719,0.0123171285,0.026961949,985.8372093023256,-0.9165535395921662,-0.9165535395921662,2.7685551522949408,1.0
3150000,0.06640029,10.0,-0.08556309,0.353612,0.00043749198,0.09891434,0.00028119088,0.19373028,0.0093736565,0.009910308,0.032517463,999.0,-0.9994154337507027,-0.9994154337507027,2.421576787216159,1.0
3180000,0.120483465,10.0,-0.079753086,0.2849264,0.00047787355,0.06718782,0.0002810103,0.19367011,0.00936764,0.009010258,0.031198207,999.0,-0.999539586347203,-0.999539586347203,3.0382532817419876,1.0
3210000,0.22505417,10.0,-0.08884129,0.40266785,0.0007480919,0.08135581,0.000280828,0.19360934,0.009361572,0.010567883,0.031409614,999.0,-0.9994625500403345,-0.9994625500403345,3.0406244054902345,1.0
3240000,0.23863883,10.0,-0.10036432,0.39292252,0.00055659615,0.07276368,0.0002806474,0.19354913,0.009355558,0.012667136,0.026968602,999.0,-0.9995400512591004,-0.9995400512591004,3.6456761028966866,1.0
3270000,0.27862358,10.0,-0.066169664,0.47500226,0.0018292163,0.08738034,0.00028046677,0.19348891,0.009349542,0.013887928,0.033884,898.7575757575758,-0.55217504221946,-0.55217504221946,3.6102986747864634,1.0
3300000,0.70264,10.0,-0.029661778,0.57654786,0.0037128567,0.06943123,0.00028028703,0.19342901,0.009343557,0.024527667,0.1087417,691.6382978723404,-0.25093195349612135,-0.25093195349612135,2.710683161729669,1.0
3330000,1.0061973,10.0,0.019687958,0.8086005,0.009407049,0.070627995,0.0002801086,0.19336952,0.009337617,0.034764152,0.15343538,648.457627118644,-0.1500033664206664,-0.1500033664206664,5.533634270355106,1.0
3360000,1.0419148,10.0,0.059302323,0.7380433,0.0035701988,0.0700323,0.0002799304,0.19331013,0.009331681,0.026009649,0.057193022,476.29411764705884,0.28831370554718316,0.28831370554718316,3.048732830759357,1.0
3390000,0.90021527,10.0,0.27705157,0.7327805,0.004158457,0.070917256,0.00027975277,0.19325091,0.009325766,0.023734199,0.037684582,304.39166666666665,0.5205316500117382,0.5205316500117382,1.8737559061807891,1.0
3420000,0.7545924,10.0,0.3816554,0.65879256,0.1016007,0.06897576,0.0002795741,0.19319136,0.009319817,0.021482738,0.0378201,238.4655172413793,0.6666551636339262,0.6666551636339262,1.129078592510958,1.0
3450000,0.4785025,10.0,0.2527954,0.5910591,0.110789634,0.06753777,0.00027939424,0.19313143,0.009313828,0.018447727,0.032390382,350.17241379310343,0.40833791627966126,0.40833791627966126,4.230644133969627,1.0
3480000,0.22603244,10.0,0.07017068,0.41104457,0.00088322995,0.07361468,0.0002792124,0.19307078,0.009307772,0.0115804,0.023115108,860.0,-0.699875044869259,-0.699875044869259,2.814423661795445,1.0
3510000,0.26090944,10.0,-0.023564737,0.42051518,0.0022306002,0.07401147,0.0002790336,0.1930112,0.009301817,0.015486186,0.024272399,795.5681818181819,-0.533760040667322,-0.533760040667322,2.6141490082359975,1.0
3540000,0.80632895,10.0,0.12065852,0.5100381,0.004387615,0.077947065,0.00027884936,0.1929498,0.009295684,0.019194294,0.054396383,413.74,0.4261739805340767,0.4261739805340767,2.105104814581573,1.0
3570000,0.88799214,10.0,0.3688761,0.4568706,0.0037116914,0.070374735,0.0002786647,0.19288823,0.009289534,0.017608901,0.034961384,209.80597014925374,0.7590375814894984,0.7590375814894984,0.8616164144884823,1.0
3600000,0.78301734,10.0,0.4661544,0.41519922,0.003421745,0.066360325,0.00027848576,0.19282858,0.009283574,0.015202248,0.028438127,169.34065934065933,0.7984065477395318,0.7984065477395318,0.5806796584492091,1.0
3630000,0.8810822,10.0,0.40173835,0.40432394,0.0032306532,0.06924424,0.00027830832,0.19276942,0.009277666,0.015080622,0.04595862,170.9591836734694,0.7541686986782112,0.7541686986782112,0.5598537458905152,1.0
3660000,0.85096127,10.0,0.42496997,0.4494857,0.0033569313,0.0698061,0.0002781294,0.19270979,0.009271708,0.017911792,0.066055425,192.10928961748633,0.7302472450166613,0.7302472450166613,0.6774451762570867,1.0
3690000,0.6502848,10.0,0.5120922,0.5208017,0.0038599672,0.07026738,0.0002779519,0.19265066,0.0092658,0.015848532,0.03280922,140.46543778801842,0.8323321023938852,0.8323321023938852,0.5181321935758098,1.0
3720000,0.771567,10.0,0.44028094,0.4867842,0.0038329365,0.068802826,0.00027777322,0.19259107,0.009259848,0.014591796,0.029423805,155.8827160493827,0.8008876451187663,0.8008876451187663,0.47220347286202013,1.0
3750000,0.8296888,10.0,0.41527954,0.48473468,0.003664409,0.06829772,0.00027759434,0.19253145,0.009253889,0.015602638,0.040634148,199.5625,0.73667797582142,0.73667797582142,0.6747569382518718,1.0
